levelName,direction,setupType,calSource,delayMin,N,targetPct,stopPct,nonePct,avgExtraMfe,distinctDates
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",170,216,33.33,64.35,2.31,79.84,216
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",175,215,34.42,64.19,1.40,72.74,215
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",180,214,33.18,63.55,3.27,72.93,214
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",185,214,38.32,58.41,3.27,69.87,214
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",190,214,33.64,63.08,3.27,83.36,214
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",195,214,34.11,62.15,3.74,77.60,214
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",200,214,32.24,63.55,4.21,82.30,214
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",205,215,34.88,59.07,6.05,77.91,215
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",210,214,35.05,57.01,7.94,74.32,214
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",215,214,31.31,60.28,8.41,78.95,214
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",220,213,30.99,58.69,10.33,73.33,213
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",225,213,34.74,55.40,9.86,78.91,213
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",230,213,29.11,61.03,9.86,67.36,213
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",235,213,27.70,61.50,10.80,65.13,213
RTH_VWAP,LONG,RTH_VWAP_FADE_LONG,"real: stop=24 target=40",240,211,32.23,56.40,11.37,61.24,211
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",0,221,38.01,61.54,0.45,153.42,221
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",5,139,39.57,60.43,0.00,186.94,139
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",10,175,41.14,58.86,0.00,154.70,175
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",15,191,45.55,54.45,0.00,151.71,191
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",20,199,43.22,56.78,0.00,150.81,199
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",25,205,43.41,56.10,0.49,143.69,205
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",30,207,42.03,57.97,0.00,164.68,207
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",35,209,43.06,56.94,0.00,143.04,209
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",40,213,42.25,57.28,0.47,145.40,213
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",45,215,40.47,59.53,0.00,149.74,215
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",50,216,35.65,63.89,0.46,156.08,216
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",55,216,36.11,63.43,0.46,150.00,216
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",60,218,34.86,64.22,0.92,146.09,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",65,218,33.49,65.60,0.92,136.91,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",70,219,38.36,61.19,0.46,123.84,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",75,219,36.53,62.10,1.37,133.97,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",80,219,38.81,59.82,1.37,137.27,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",85,219,39.73,59.36,0.91,124.48,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",90,219,38.81,60.27,0.91,118.56,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",95,219,45.21,53.42,1.37,135.84,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",100,219,45.21,53.88,0.91,113.02,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",105,219,45.66,52.97,1.37,123.29,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",110,220,39.55,58.64,1.82,121.19,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",115,220,40.45,56.82,2.73,113.33,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",120,220,33.64,64.09,2.27,124.58,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",125,220,37.27,60.45,2.27,125.70,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",130,220,37.27,60.45,2.27,139.04,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",135,220,41.36,56.36,2.27,120.09,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",140,220,40.45,56.82,2.73,115.64,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",145,220,36.82,60.45,2.73,128.49,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",150,220,34.55,61.36,4.09,139.15,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",155,220,41.36,55.00,3.64,109.25,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",160,220,34.09,61.82,4.09,118.85,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",165,220,38.64,57.27,4.09,118.36,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",170,220,40.45,55.00,4.55,109.78,220
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",175,219,39.27,56.16,4.57,103.38,219
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",180,218,39.45,55.05,5.50,102.83,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",185,218,37.16,57.34,5.50,110.50,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",190,218,41.74,51.38,6.88,91.07,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",195,218,40.83,50.46,8.72,88.75,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",200,218,39.45,51.38,9.17,92.14,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",205,218,37.61,52.29,10.09,89.59,218
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",210,216,31.48,54.63,13.89,88.83,216
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",215,216,36.11,50.00,13.89,84.28,216
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",220,215,33.95,49.77,16.28,90.47,215
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",225,215,31.63,52.09,16.28,86.26,215
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",230,215,36.74,47.91,15.35,81.50,215
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",235,215,38.14,44.19,17.67,84.48,215
RTH_VWAP,SHORT,RTH_VWAP_FADE_SHORT,"real: stop=38 target=50",240,213,39.44,44.13,16.43,74.35,213
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",0,73,46.58,53.42,0.00,116.54,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",5,36,52.78,47.22,0.00,154.26,36
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",10,53,54.72,43.40,1.89,148.95,53
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",15,60,48.33,50.00,1.67,131.98,60
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",20,65,36.92,61.54,1.54,77.40,65
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",25,68,47.06,50.00,2.94,101.91,68
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",30,69,44.93,52.17,2.90,138.43,69
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",35,70,40.00,57.14,2.86,99.32,70
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",40,70,38.57,58.57,2.86,138.63,70
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",45,70,40.00,55.71,4.29,119.51,70
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",50,70,51.43,44.29,4.29,111.50,70
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",55,71,43.66,52.11,4.23,104.77,71
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",60,72,50.00,45.83,4.17,87.64,72
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",65,73,31.51,63.01,5.48,101.76,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",70,73,32.88,61.64,5.48,92.49,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",75,73,41.10,53.42,5.48,130.28,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",80,73,39.73,52.05,8.22,106.46,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",85,73,32.88,58.90,8.22,87.08,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",90,73,36.99,56.16,6.85,87.52,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",95,73,43.84,47.95,8.22,89.76,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",100,73,45.21,46.58,8.22,90.20,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",105,73,43.84,47.95,8.22,74.97,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",110,73,39.73,53.42,6.85,103.53,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",115,73,45.21,47.95,6.85,105.98,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",120,73,54.79,36.99,8.22,90.64,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",125,73,47.95,42.47,9.59,95.71,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",130,73,46.58,45.21,8.22,122.36,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",135,73,39.73,52.05,8.22,100.69,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",140,73,42.47,47.95,9.59,93.73,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",145,73,38.36,53.42,8.22,94.87,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",150,73,41.10,49.32,9.59,84.21,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",155,73,34.25,56.16,9.59,90.86,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",160,73,43.84,45.21,10.96,81.19,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",165,73,39.73,46.58,13.70,107.85,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",170,73,34.25,53.42,12.33,97.69,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",175,73,45.21,41.10,13.70,99.09,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",180,73,31.51,54.79,13.70,75.51,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",185,73,45.21,41.10,13.70,91.88,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",190,73,43.84,42.47,13.70,88.94,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",195,73,38.36,47.95,13.70,74.82,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",200,73,43.84,43.84,12.33,77.49,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",205,73,39.73,45.21,15.07,70.20,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",210,73,42.47,45.21,12.33,78.65,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",215,73,39.73,46.58,13.70,69.77,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",220,73,43.84,41.10,15.07,69.34,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",225,73,32.88,53.42,13.70,65.72,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",230,73,34.25,49.32,16.44,63.73,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",235,73,43.84,42.47,13.70,57.50,73
5D_OR_MID,LONG,5D_OR_MID_FADE_LONG,"real: stop=37 target=38",240,73,36.99,49.32,13.70,61.19,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",0,73,53.42,46.58,0.00,159.63,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",5,36,44.44,55.56,0.00,130.86,36
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",10,53,41.51,56.60,1.89,100.85,53
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",15,60,50.00,48.33,1.67,183.50,60
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",20,65,61.54,36.92,1.54,157.87,65
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",25,68,47.06,50.00,2.94,183.69,68
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",30,69,47.83,49.28,2.90,131.10,69
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",35,70,54.29,42.86,2.86,108.33,70
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",40,70,57.14,40.00,2.86,157.33,70
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",45,70,51.43,44.29,4.29,165.14,70
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",50,70,42.86,52.86,4.29,113.44,70
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",55,71,50.70,43.66,5.63,128.69,71
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",60,72,44.44,51.39,4.17,132.79,72
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",65,73,60.27,34.25,5.48,129.90,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",70,73,61.64,32.88,5.48,144.73,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",75,73,52.05,42.47,5.48,157.90,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",80,73,47.95,43.84,8.22,159.24,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",85,73,58.90,32.88,8.22,143.13,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",90,73,54.79,38.36,6.85,124.97,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",95,73,47.95,43.84,8.22,116.91,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",100,73,42.47,49.32,8.22,130.52,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",105,73,47.95,43.84,8.22,112.34,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",110,73,52.05,41.10,6.85,112.67,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",115,73,45.21,46.58,8.22,117.49,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",120,73,32.88,58.90,8.22,100.85,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",125,73,36.99,53.42,9.59,115.61,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",130,73,38.36,53.42,8.22,122.96,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",135,73,52.05,39.73,8.22,107.84,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",140,73,46.58,43.84,9.59,99.68,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",145,73,53.42,38.36,8.22,96.73,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",150,73,49.32,41.10,9.59,84.94,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",155,73,52.05,38.36,9.59,96.13,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",160,73,45.21,43.84,10.96,105.75,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",165,73,46.58,39.73,13.70,97.15,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",170,73,53.42,34.25,12.33,98.14,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",175,73,39.73,46.58,13.70,111.49,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",180,73,53.42,32.88,13.70,93.40,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",185,73,41.10,45.21,13.70,96.22,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",190,73,41.10,45.21,13.70,106.97,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",195,73,46.58,38.36,15.07,101.18,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",200,73,43.84,43.84,12.33,73.99,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",205,73,43.84,41.10,15.07,74.95,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",210,73,43.84,43.84,12.33,108.59,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",215,73,43.84,41.10,15.07,77.23,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",220,73,41.10,43.84,15.07,74.19,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",225,73,53.42,32.88,13.70,81.31,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",230,73,46.58,36.99,16.44,83.99,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",235,73,41.10,45.21,13.70,82.69,73
5D_OR_MID,SHORT,5D_OR_MID_FADE_SHORT,"real: stop=37 target=38",240,73,49.32,36.99,13.70,69.95,73
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",0,64,46.88,53.13,0.00,142.62,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",5,41,43.90,56.10,0.00,118.88,41
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",10,53,60.38,39.62,0.00,144.83,53
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",15,59,49.15,50.85,0.00,132.32,59
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",20,60,36.67,61.67,1.67,153.61,60
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",25,60,55.00,45.00,0.00,144.50,60
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",30,61,49.18,47.54,3.28,144.41,61
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",35,61,50.82,45.90,3.28,116.73,61
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",40,61,45.90,50.82,3.28,173.58,61
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",45,61,44.26,52.46,3.28,126.99,61
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",50,62,48.39,48.39,3.23,119.96,62
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",55,62,35.48,61.29,3.23,160.07,62
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",60,62,43.55,53.23,3.23,113.05,62
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",65,63,50.79,46.03,3.17,99.78,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",70,63,44.44,52.38,3.17,118.37,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",75,63,42.86,53.97,3.17,120.60,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",80,63,44.44,52.38,3.17,114.12,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",85,63,44.44,52.38,3.17,108.57,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",90,63,41.27,53.97,4.76,104.20,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",95,63,44.44,50.79,4.76,110.09,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",100,63,41.27,55.56,3.17,91.74,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",105,63,41.27,53.97,4.76,92.58,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",110,63,44.44,50.79,4.76,118.55,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",115,63,50.79,44.44,4.76,108.63,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",120,63,47.62,47.62,4.76,107.73,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",125,63,44.44,50.79,4.76,91.64,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",130,63,47.62,49.21,3.17,84.40,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",135,63,47.62,46.03,6.35,95.96,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",140,63,46.03,47.62,6.35,101.19,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",145,63,46.03,49.21,4.76,125.90,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",150,63,41.27,52.38,6.35,92.93,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",155,63,42.86,50.79,6.35,104.03,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",160,63,41.27,50.79,7.94,84.40,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",165,63,44.44,47.62,7.94,100.76,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",170,63,50.79,41.27,7.94,79.67,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",175,63,39.68,50.79,9.52,78.55,63
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",180,64,45.31,43.75,10.94,80.33,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",185,64,50.00,39.06,10.94,80.91,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",190,64,43.75,46.88,9.38,76.46,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",195,64,40.63,48.44,10.94,72.34,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",200,64,42.19,46.88,10.94,70.36,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",205,64,43.75,46.88,9.38,63.15,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",210,64,40.63,48.44,10.94,59.83,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",215,64,46.88,40.63,12.50,54.16,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",220,64,39.06,46.88,14.06,53.64,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",225,64,35.94,46.88,17.19,66.26,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",230,64,31.25,50.00,18.75,63.14,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",235,64,29.69,51.56,18.75,57.04,64
10D_IB_MID,LONG,10D_IB_MID_FADE_LONG,"real: stop=37 target=38",240,64,35.94,43.75,20.31,71.61,64
10D_IB_MID,SHORT,10D_IB_MID_FADE_SHORT,"real: stop=37 target=38",0,64,51.56,48.44,0.00,166.17,64
10D_IB_MID,SHORT,10D_IB_MID_FADE_SHORT,"real: stop=37 target=38",5,40,55.00,45.00,0.00,139.28,40
10D_IB_MID,SHORT,10D_IB_MID_FADE_SHORT,"real: stop=37 target=38",10,52,36.54,63.46,0.00,135.08,52
