entryTime,direction,entryPrice,stopPrice,pivotPrice,streak,numTouches,fwd30,fwd60,fwd120,fwd240
2026-02-05 16:40:00,SHORT,24462.5,24621.22175,24550,2,3,23.25,91.75,96.75,-84.25
2026-02-06 09:45:00,LONG,24931.5,24693.77825,24856.5,7,8,-155.25,0.75,95.00,169.00
2026-03-03 10:30:00,SHORT,24405.25,24525.47175,24425.25,4,5,-35.75,-200.50,-277.25,-358.50
2026-03-03 05:00:00,SHORT,24472.5,24510.15525,24490.75,6,7,40.25,32.50,-17.75,-21.50
2026-02-12 19:50:00,SHORT,24716.25,24794.90525,24758.25,5,6,-98.00,-98.00,-87.25,-49.50
2026-02-12 11:20:00,SHORT,24882.75,25014.3065,24968.5,1,2,24.25,14.75,52.75,59.00
2026-02-25 16:40:00,LONG,25459,25368.9435,25416.5,14,15,-61.00,-140.25,-146.50,-164.00
2026-02-25 16:40:00,LONG,25459,25368.9435,25428.75,9,10,-61.00,-140.25,-146.50,-164.00
2026-02-10 15:15:00,SHORT,25268,25304.0565,25278.5,7,8,17.50,32.50,-12.25,-43.50
2026-02-25 16:40:00,LONG,25459,25368.74725,25421.5,9,10,-61.00,-140.25,-146.50,-164.00
2026-02-10 15:10:00,SHORT,25251.5,25320.50275,25292.25,5,6,13.75,16.00,-19.75,-55.25
2026-02-11 09:05:00,LONG,25417.75,25361.24725,25410,6,7,-31.00,-124.25,-211.25,-167.75
2026-04-13 15:30:00,LONG,25473.5,25427.49725,25447.25,4,5,65.75,80.25,107.75,110.75
2026-04-13 16:00:00,LONG,25541.5,25440.23775,25465.25,2,3,12.25,29.75,54.50,40.50
2026-02-12 10:45:00,SHORT,25096.5,25261.26225,25200.75,3,4,183.75,203.75,195.75,166.00
2026-02-13 12:35:00,LONG,24979.5,24909.20025,24940.75,3,4,-68.25,5.75,-41.50,-193.75
2026-02-13 01:00:00,SHORT,24707.5,24749.54975,24721.5,1,2,36.25,-35.75,-41.00,-70.00
2026-02-13 11:45:00,LONG,24879.75,24776.95025,24856.75,5,6,62.50,81.50,78.25,-128.00
2026-02-16 22:15:00,SHORT,24623.75,24673.4445,24642.25,5,6,30.75,12.75,21.75,21.25
2026-02-16 21:55:00,SHORT,24662,24768.9445,24675,12,13,39.00,56.75,46.75,32.50
2026-02-16 22:40:00,SHORT,24606.25,24673.4445,24624,3,4,-13.00,-4.25,20.00,-27.00
2026-02-16 22:40:00,SHORT,24606.25,24673.4445,24620.5,2,3,-13.00,-4.25,20.00,-27.00
2026-02-17 08:10:00,SHORT,24548.75,24612.6945,24578.75,9,10,-52.50,-98.00,29.50,-169.50
2026-02-16 21:05:00,SHORT,24649.75,24769.06175,24692.75,5,6,-11.00,40.50,36.50,49.50
2026-02-17 14:40:00,LONG,24873,24813.43825,24842.5,2,3,-65.75,-115.00,-113.75,-122.75
2026-03-03 04:55:00,SHORT,24453.75,24549.50775,24518,9,10,-7.50,9.75,-48.25,-28.25
2026-03-02 01:20:00,SHORT,24644.25,24724.50775,24700.75,8,9,75.75,104.50,135.50,-11.50
2026-02-20 09:20:00,SHORT,24713.5,24783.6165,24752,5,6,-171.50,-251.00,-302.00,-247.25
2026-02-25 08:00:00,LONG,25139.5,25101.8835,25128.25,6,7,-5.50,13.25,202.75,177.00
2026-02-20 08:50:00,SHORT,24747.75,24870.96675,24763,7,8,45.00,-137.25,-326.00,-253.25
2026-02-20 04:25:00,LONG,24976.25,24934.78325,24956.5,6,7,-34.50,-52.50,-92.00,-147.00
2026-02-20 09:20:00,SHORT,24713.5,24783.46675,24749,2,3,-171.50,-251.00,-302.00,-247.25
2026-03-02 01:30:00,SHORT,24670.25,24706.73225,24678.5,9,10,77.75,112.50,164.50,8.00
2026-02-25 07:30:00,LONG,25138.75,25102.01775,25122.25,2,3,-0.75,-4.75,73.00,167.50
2026-02-24 11:15:00,LONG,25019.25,24966.09,25004,3,4,-27.50,47.00,22.75,-19.00
2026-03-02 01:45:00,SHORT,24581.5,24706.91,24677.5,7,8,17.50,12.25,16.75,-85.50
2026-03-02 01:30:00,SHORT,24670.25,24706.91,24678.75,3,4,77.75,112.50,164.50,8.00
2026-03-01 19:00:00,SHORT,24736.25,24787.54975,24761,4,5,4.25,-48.25,-123.00,-52.75
2026-03-02 01:25:00,SHORT,24668.25,24724.79975,24694.5,1,2,83.25,86.00,174.00,27.50
2026-03-04 11:05:00,LONG,25110,25035.4735,25085.5,13,14,17.75,55.75,56.25,76.00
2026-03-04 11:40:00,LONG,25159.75,25050.9735,25099,8,9,5.50,12.75,40.50,-7.25
2026-03-04 11:40:00,LONG,25159.75,25051.13225,25098.75,7,8,5.50,12.75,40.50,-7.25
2026-03-02 10:10:00,LONG,24930.5,24793.63225,24873,6,7,-22.00,36.75,90.00,102.00
2026-03-03 03:45:00,SHORT,24533.5,24644.00125,24609.75,3,4,-18.75,38.25,53.50,-56.50
2026-03-04 11:05:00,LONG,25110,25035.74875,25076.5,5,6,17.75,55.75,56.25,76.00
2026-03-08 18:15:00,SHORT,24275.25,24481.3375,24370,2,3,-32.50,-2.50,80.00,262.00
2026-03-04 06:05:00,LONG,24847.25,24803.1625,24832.5,3,4,-7.00,-30.50,2.75,89.25
2026-03-09 10:55:00,LONG,24549,24455.1625,24525,3,4,85.75,105.00,171.00,121.75
2026-03-09 10:50:00,LONG,24577,24413.64775,24499,2,3,30.50,47.75,153.00,110.00
2026-03-06 08:45:00,SHORT,24693,24916.85225,24826,12,13,61.25,4.75,-132.75,-85.50
2026-04-08 05:20:00,LONG,25231.25,25175.39775,25217.75,7,8,-17.75,-39.50,-39.75,-27.25
2026-04-09 21:05:00,LONG,25266,25230.39775,25250,12,13,31.50,9.75,14.50,13.25
2026-03-05 12:35:00,SHORT,24886.5,25041.6375,24981,6,7,45.75,76.25,80.50,-121.25
2026-04-08 05:15:00,LONG,25229.75,25175.6125,25205.75,8,9,-40.75,-41.25,-36.75,-9.00
2026-04-08 05:15:00,LONG,25229.75,25175.6125,25209.75,3,4,-40.75,-41.25,-36.75,-9.00
2026-03-05 23:05:00,LONG,25111.5,25081.6125,25098,8,9,5.50,6.75,16.00,-9.00
2026-03-10 11:25:00,LONG,25143.25,25065.1125,25123,16,17,-8.50,8.25,53.00,-127.00
2026-03-06 08:45:00,SHORT,24693,24916.6375,24789,4,5,61.25,4.75,-132.75,-85.50
2026-03-10 12:40:00,LONG,25161.25,25112.34275,25141.5,12,13,10.75,-34.25,-126.00,-144.75
2026-03-09 15:40:00,LONG,24969.5,24838.59275,24908.75,2,3,-26.00,-8.50,-68.00,-33.25
2026-03-09 11:55:00,LONG,24642.5,24559.84275,24608.75,1,2,31.75,77.50,-30.00,329.00
2026-03-22 20:45:00,SHORT,23984.25,24064.46125,24000,4,5,-22.00,-73.00,-30.00,-1.50
2026-03-20 10:05:00,SHORT,24293,24424.71125,24340,5,6,-23.25,32.00,-46.50,103.75
2026-03-20 10:05:00,SHORT,24293,24424.71125,24350,7,8,-23.25,32.00,-46.50,103.75
2026-03-20 10:10:00,SHORT,24255,24378.96125,24313,1,2,-38.75,-19.25,-73.00,74.50
2026-03-19 04:40:00,SHORT,24507.25,24593.71125,24575.75,8,9,-63.25,-56.00,-81.75,34.50
2026-03-10 13:25:00,LONG,25212.75,25113.017,25150.5,7,8,-38.25,-165.50,-196.50,-218.25
2026-03-11 18:30:00,SHORT,24852,24914.483,24892,8,9,6.75,75.50,82.25,101.50
2026-03-11 18:30:00,SHORT,24852,24914.483,24892.25,6,7,6.75,75.50,82.25,101.50
2026-03-18 02:30:00,LONG,25194,25158.017,25182,5,6,-11.75,-18.50,-27.00,0.50
2026-04-08 05:20:00,LONG,25231.25,25175.517,25217.5,1,2,-17.75,-39.50,-39.75,-27.25
2026-03-18 00:05:00,LONG,25141.25,25103.267,25125,4,5,-8.00,3.00,30.00,33.50
2026-03-11 18:30:00,SHORT,24852,24914.55925,24895.75,6,7,6.75,75.50,82.25,101.50
2026-03-17 22:10:00,LONG,25107,25071.44075,25090,4,5,19.75,5.00,35.00,73.00
2026-03-11 18:30:00,SHORT,24852,24914.55925,24888,3,4,6.75,75.50,82.25,101.50
2026-03-17 09:45:00,LONG,25114,24955.94075,25026.5,2,3,-94.50,-28.00,-112.25,-110.75
2026-03-17 08:15:00,LONG,24893.5,24804.69075,24842.25,8,9,27.25,79.25,126.00,83.75
2026-04-07 18:45:00,LONG,24801.25,24347.57625,24725.25,1,2,173.00,218.75,252.50,302.50
2026-04-07 18:45:00,LONG,24801.25,24347.596,24650.25,16,17,173.00,218.75,252.50,302.50
2026-03-20 10:10:00,SHORT,24255,24378.654,24326.75,2,3,-38.75,-19.25,-73.00,74.50
2026-03-19 15:15:00,LONG,24662.5,24498.596,24546.75,2,3,-80.75,-42.50,-39.50,-31.25
2026-03-20 06:15:00,SHORT,24350.25,24447.654,24407.25,4,5,-62.00,-100.25,-118.75,73.50
2026-03-20 06:15:00,SHORT,24350.25,24447.654,24397,1,2,-62.00,-100.25,-118.75,73.50
2026-04-07 18:45:00,LONG,24801.25,24347.596,24691.5,4,5,173.00,218.75,252.50,302.50
2026-04-07 18:45:00,LONG,24801.25,24347.596,24660.5,7,8,173.00,218.75,252.50,302.50
2026-03-23 07:20:00,LONG,24572,23882.63275,24095,1,2,-114.25,-59.25,-17.00,43.50
2026-03-23 07:20:00,LONG,24572,23882.63275,24072.75,1,2,-114.25,-59.25,-17.00,43.50
2026-03-27 05:10:00,SHORT,23740.75,23812.61725,23772.5,3,4,-30.50,-5.25,101.00,158.00
2026-03-23 20:50:00,SHORT,24322.25,24390.61725,24345,4,5,37.25,66.00,70.00,63.75
2026-04-07 18:45:00,LONG,24801.25,24347.38275,24648,6,7,173.00,218.75,252.50,302.50
2026-04-07 18:45:00,LONG,24801.25,24347.38275,24688.25,2,3,173.00,218.75,252.50,302.50
2026-03-23 21:10:00,SHORT,24279.75,24346.11725,24308.5,4,5,12.50,45.50,33.75,71.00
2026-04-07 18:15:00,LONG,24600,24494.88275,24536.75,4,5,173.25,374.25,452.25,506.25
2026-03-25 04:20:00,LONG,24513.5,24444.38275,24489.75,6,7,-32.75,-45.00,-47.25,-65.25
2026-03-26 04:50:00,SHORT,24182.5,24226.12675,24193.5,12,13,16.75,34.25,14.25,73.50
2026-04-07 18:15:00,LONG,24600,24494.87325,24507.25,12,13,173.25,374.25,452.25,506.25
2026-03-24 20:40:00,LONG,24471.75,24380.87325,24434,8,9,-20.00,-40.75,-107.50,-65.00
2026-03-24 16:35:00,LONG,24524.75,24248.62325,24385.25,1,2,-81.00,-112.00,-94.50,-80.00
2026-03-25 19:20:00,SHORT,24304.25,24349.62675,24320.5,8,9,-4.00,-68.75,-42.75,-13.25
2026-04-07 18:15:00,LONG,24600,24495.00625,24535,1,2,173.25,374.25,452.25,506.25
2026-04-07 18:15:00,LONG,24600,24495.00625,24526,1,2,173.25,374.25,452.25,506.25
2026-04-07 18:10:00,LONG,24612.75,24380.75625,24410,7,8,209.00,327.00,444.25,488.50
2026-04-01 10:55:00,LONG,24260,24123.5065,24202.25,9,10,8.25,50.75,58.25,-101.75
2026-03-27 04:45:00,SHORT,23786.5,23853.7435,23812.5,2,3,32.25,20.25,104.25,152.75
2026-03-31 10:00:00,LONG,23558.75,23409.379,23436.25,3,4,4.75,-130.50,-98.00,218.50
2026-04-02 07:35:00,SHORT,23712.75,23768.63875,23747.5,2,3,18.50,-27.25,-22.00,-466.25
2026-04-01 10:50:00,LONG,24247,24123.2605,24181.25,7,8,29.50,38.75,79.75,-85.75
2026-04-01 21:30:00,SHORT,23942.25,24156.4895,24036,1,2,-3.75,68.00,63.75,119.00
2026-04-06 04:40:00,LONG,24389,24312.2605,24348.25,1,2,-12.00,-9.00,-39.25,-75.00
2026-04-05 22:25:00,LONG,24311.25,24219.0105,24255.75,2,3,-71.75,-123.00,-79.75,-68.25
2026-04-02 10:20:00,LONG,23978.5,23851.2605,23894.75,2,3,126.25,168.50,96.00,142.75
2026-04-05 18:15:00,SHORT,24023.25,24101.90275,24057.5,1,2,-40.25,-52.00,-144.50,-232.75
2026-04-05 20:15:00,LONG,24161.5,24079.94575,24114.25,2,3,36.00,55.25,94.50,66.50
2026-04-07 10:10:00,SHORT,24034.75,24215.55425,24183.75,9,10,-48.50,44.75,-114.25,-167.50
2026-04-07 18:10:00,LONG,24612.75,24364.69575,24398.25,8,9,209.00,327.00,444.25,488.50
2026-04-06 21:50:00,SHORT,24200,24284.30425,24245.75,4,5,17.00,-10.75,-25.25,-16.50
2026-04-09 21:05:00,LONG,25266,25231.077,25249.75,8,9,31.50,9.75,14.50,13.25
2026-04-09 21:35:00,LONG,25293.5,25234.329,25265.75,1,2,-17.75,-26.00,-5.25,-19.00
2026-04-13 09:20:00,LONG,25203.5,25140.329,25161.75,7,8,88.00,70.00,128.00,219.50
2026-04-13 10:00:00,LONG,25316.5,25152.57625,25202.75,3,4,-23.00,1.75,-13.50,96.50
2026-04-13 12:55:00,LONG,25410.75,25337.82625,25386,1,2,12.50,4.00,42.50,165.25
2026-04-13 10:00:00,LONG,25316.5,25152.57625,25222.25,4,5,-23.00,1.75,-13.50,96.50
2026-04-22 10:20:00,LONG,26967.25,26844.46075,26884.75,10,11,17.50,17.50,17.00,44.25
2026-04-21 20:15:00,LONG,26810,26764.58125,26782.75,3,4,-3.75,-6.75,15.50,2.00
2026-04-21 20:20:00,LONG,26810,26764.58125,26786.5,1,2,-14.75,-12.75,18.50,-8.00
2026-04-24 06:25:00,LONG,27183,27114.37925,27136,6,7,-8.50,146.75,114.75,44.25
2026-04-28 02:50:00,SHORT,27334.5,27382.25025,27344.25,10,11,-5.00,9.25,-2.25,82.50
2026-04-29 20:05:00,LONG,27587.25,27511.24975,27542.5,3,4,12.50,-16.00,-23.50,-220.75
2026-04-29 19:50:00,LONG,27544,27473.99975,27500.25,7,8,29.50,59.00,16.00,-116.75
2026-04-29 15:20:00,LONG,27319,27245.50975,27288.5,5,6,-50.25,-130.50,173.00,254.50
2026-04-29 18:20:00,LONG,27476.5,27296.25975,27315.5,3,4,13.50,-19.00,97.00,65.00
2026-07-29 12:05:00,SHORT,27462,27573.01125,27536.25,6,7,-52.00,-180.25,-380.75,156.75
2026-05-03 22:55:00,LONG,27928.75,27892.48875,27909.25,6,7,2.50,-6.00,10.75,-30.25
2026-05-04 06:20:00,SHORT,27715.25,27791.26125,27751,1,2,-110.25,-122.00,-150.25,-187.50
2026-05-03 23:00:00,LONG,27938,27898.48875,27917,5,6,-8.25,-6.50,1.00,-53.75
2026-05-03 21:45:00,LONG,27912,27865.98875,27897,4,5,-15.25,4.25,15.75,36.00
2026-05-04 06:15:00,SHORT,27687,27903.51125,27794.75,2,3,-132.25,-148.50,-158.00,-203.00
2026-07-29 10:30:00,SHORT,27622.25,27753.72175,27662.25,9,10,27.50,62.75,50.75,-180.75
2026-07-29 10:50:00,SHORT,27599.25,27630.72175,27613,2,3,29.25,43.25,49.25,-443.25
2026-07-27 10:35:00,SHORT,28031,28267.30025,28248,5,6,-159.75,16.50,-99.75,-14.75
2026-07-24 10:45:00,SHORT,28321.5,28402.078,28336,9,10,-221.75,-196.00,-185.25,16.50
2026-05-07 10:10:00,LONG,28837,28764.422,28800,3,4,72.25,40.75,-103.50,-157.25
2026-05-07 18:10:00,SHORT,28627.25,28662.578,28637,10,11,2.25,-5.75,-96.50,-131.25
2026-06-09 12:30:00,SHORT,28486.25,28633.8945,28552,1,2,-30.00,-238.50,-537.50,-618.25
2026-05-07 21:05:00,LONG,28760.25,28702.3555,28721.5,6,7,6.75,-1.25,-12.25,29.50
2026-06-09 12:30:00,SHORT,28486.25,28633.8945,28582.75,3,4,-30.00,-238.50,-537.50,-618.25
2026-05-12 03:00:00,SHORT,29201.25,29260.228,29237.75,3,4,-34.25,-40.00,-5.25,2.75
2026-05-11 11:30:00,LONG,29420.5,29353.522,29386.75,7,8,48.50,53.75,28.75,-27.25
2026-05-12 03:10:00,SHORT,29215.75,29254.53875,29225.75,1,2,-30.25,17.25,18.50,46.00
2026-05-12 03:00:00,SHORT,29201.25,29265.28875,29245,3,4,-34.25,-40.00,-5.25,2.75
2026-05-12 02:35:00,SHORT,29239.5,29280.53875,29263.25,6,7,42.25,-5.00,22.00,30.25
2026-05-12 02:45:00,SHORT,29249,29280.53875,29259.25,4,5,19.00,11.00,54.00,53.50
2026-05-12 02:15:00,SHORT,29272.75,29304.78875,29281.5,6,7,26.75,42.75,91.25,39.25
2026-05-12 03:00:00,SHORT,29201.25,29265.28875,29246.75,2,3,-34.25,-40.00,-5.25,2.75
2026-05-13 14:15:00,LONG,29544.25,29434.96125,29480,7,8,-22.75,-21.00,-29.25,97.00
2026-05-11 21:25:00,SHORT,29316.5,29391.28875,29369,6,7,44.25,-20.50,-20.00,20.00
2026-05-13 13:10:00,LONG,29488,29432.21125,29455.75,2,3,-18.00,10.00,29.75,63.75
2026-05-17 20:10:00,SHORT,29012.75,29151.38175,29103,7,8,41.50,-5.75,12.25,-72.00
2026-05-15 01:20:00,SHORT,29432.25,29466.0885,29448.75,3,4,97.25,152.25,-32.00,228.50
2026-05-15 01:05:00,SHORT,29409.75,29523.43375,29480.5,3,4,16.00,91.25,-15.75,123.50
2026-05-24 18:40:00,LONG,29804.25,29669.56625,29773.75,3,4,19.25,54.00,101.00,101.25
2026-05-24 18:15:00,LONG,29779.5,29669.56625,29752.5,1,2,28.00,43.75,90.75,141.25
2026-05-14 21:30:00,SHORT,29568.75,29668.43375,29640.5,2,3,32.00,46.25,-4.25,147.00
2026-05-24 18:15:00,LONG,29779.5,29669.56625,29737.75,2,3,28.00,43.75,90.75,141.25
2026-05-24 18:15:00,LONG,29779.5,29669.56625,29734,1,2,28.00,43.75,90.75,141.25
2026-05-22 04:25:00,LONG,29634.5,29576.06625,29600.25,5,6,-39.50,-130.75,-147.50,-81.75
2026-05-21 13:50:00,LONG,29541.25,29427.28125,29469.25,3,4,-78.00,-122.00,-100.50,-9.50
2026-05-17 20:00:00,SHORT,29064.75,29171.71875,29142.5,7,8,60.75,32.00,68.75,3.75
2026-05-15 16:05:00,SHORT,29127.75,29306.96875,29240.5,1,2,-47.00,-133.25,-79.50,134.50
2026-05-21 01:20:00,LONG,29427,29388.28125,29407,3,4,-84.75,-78.75,-193.50,-18.25
2026-05-18 14:20:00,SHORT,28866.75,28975.6105,28937.5,4,5,35.00,-81.50,-209.75,-284.00
2026-05-18 12:35:00,SHORT,28938.75,29080.8605,28996.5,7,8,-68.75,-39.00,42.75,-139.00
2026-05-21 13:45:00,LONG,29500.5,29400.3895,29419.75,9,10,-53.25,-50.00,-90.75,22.50
2026-05-19 10:20:00,SHORT,28728.5,28932.8605,28842.5,9,10,12.75,-56.50,-140.25,-324.75
2026-05-20 10:40:00,LONG,29223.75,29110.6395,29185,3,4,32.50,81.25,26.25,105.25
2026-05-19 05:40:00,SHORT,28841.5,28950.8605,28929.75,9,10,-49.50,-39.75,-54.25,-142.00
2026-05-20 06:10:00,LONG,29139.25,29093.607,29125.25,4,5,-12.00,-23.00,-33.75,-75.50
2026-05-20 03:15:00,LONG,29043.5,28990.857,29024.25,3,4,-3.50,30.75,28.50,58.00
2026-06-09 12:10:00,SHORT,28621.75,28869.393,28797.25,3,4,364.25,61.50,-221.50,-501.00
2026-05-20 02:30:00,LONG,28996.5,28966.357,28984.75,3,4,35.00,53.75,95.25,138.50
2026-06-05 16:20:00,SHORT,28843.75,28932.143,28858.25,3,4,28.00,-177.50,-127.00,-272.25
2026-06-05 16:10:00,SHORT,28832.25,29137.023,29063.5,8,9,13.00,-72.00,-135.50,-352.75
2026-06-05 16:10:00,SHORT,28832.25,29137.023,29023.25,2,3,13.00,-72.00,-135.50,-352.75
2026-05-21 01:05:00,LONG,29412.25,29372.227,29395.5,2,3,-23.75,-22.75,-136.00,-21.00
2026-05-21 13:45:00,LONG,29500.5,29394.37025,29439.75,2,3,-53.25,-50.00,-90.75,22.50
2026-06-05 14:50:00,SHORT,29152.5,29238.12975,29200,11,12,104.25,-15.75,336.75,74.50
2026-06-05 14:50:00,SHORT,29152.5,29238.12975,29192.25,10,11,104.25,-15.75,336.75,74.50
2026-06-05 15:15:00,SHORT,29015,29218.37975,29174,6,7,-109.25,165.00,38.00,-128.25
2026-05-24 18:15:00,LONG,29779.5,29668.91725,29715.5,4,5,28.00,43.75,90.75,141.25
2026-05-26 10:15:00,LONG,30047,29941.74075,29995,8,9,63.25,-25.00,-116.25,-17.00
2026-05-26 21:10:00,LONG,30146.75,30100.56325,30118.75,4,5,1.00,-7.25,-5.75,-40.00
2026-05-27 23:45:00,SHORT,29829,29918.68675,29886,4,5,39.75,37.50,-50.25,-113.75
2026-05-27 04:25:00,LONG,30208.5,30134.81325,30159.25,5,6,-11.75,-26.00,29.50,131.00
2026-05-27 23:45:00,SHORT,29829,29918.73625,29877.5,2,3,39.75,37.50,-50.25,-113.75
2026-06-05 11:20:00,SHORT,29711,29830.33475,29763,2,3,52.75,173.75,342.50,662.75
2026-06-04 20:20:00,SHORT,30183.5,30258.58475,30216.5,8,9,25.50,69.25,-29.75,5.50
2026-05-31 18:50:00,LONG,30465,30416.19975,30439.75,7,8,3.75,7.50,80.00,83.75
2026-06-04 06:40:00,SHORT,30253.5,30313.30025,30291,6,7,13.50,61.25,-28.00,-77.25
2026-06-01 13:50:00,LONG,30690.25,30561.483,30595.25,5,6,-39.25,-70.50,-125.50,-245.25
2026-06-04 06:40:00,SHORT,30253.5,30313.267,30291.5,6,7,13.50,61.25,-28.00,-77.25
2026-06-03 12:30:00,SHORT,30564.75,30618.84,30598.5,6,7,-31.50,19.25,-111.25,4.75
2026-06-03 07:20:00,LONG,30771.25,30745.66,30763.25,8,9,2.50,-3.00,-31.75,-94.50
2026-06-16 10:30:00,SHORT,30608.25,30832.92025,30799,9,10,2.75,55.25,95.50,149.50
2026-06-16 10:30:00,SHORT,30608.25,30832.92025,30807.75,14,15,2.75,55.25,95.50,149.50
2026-06-04 04:55:00,SHORT,30344.5,30403.17025,30368.5,3,4,33.50,1.75,122.25,30.25
2026-06-04 04:55:00,SHORT,30344.5,30408.17025,30370.75,2,3,33.50,1.75,122.25,30.25
2026-06-04 13:55:00,LONG,30559.5,30503.82975,30531,3,4,28.50,11.50,-63.00,-199.50
2026-06-04 21:00:00,SHORT,30140.75,30215.09225,30164.25,2,3,44.25,-51.50,-73.50,-84.00
2026-06-17 15:25:00,SHORT,30129,30377.34225,30249,6,7,100.75,10.00,-121.00,-237.00
2026-06-17 15:25:00,SHORT,30129,30377.40175,30243,6,7,100.75,10.00,-121.00,-237.00
2026-06-23 04:05:00,SHORT,29891.5,29960.15175,29942.5,5,6,40.75,23.50,-4.25,26.50
2026-06-08 07:25:00,LONG,29407.75,29257.2035,29287.5,1,2,-27.25,33.50,167.00,283.50
2026-06-09 10:55:00,SHORT,29239.75,29476.7965,29331.5,6,7,235.50,433.50,894.00,244.00
2026-06-23 14:35:00,SHORT,29698.75,29770.7965,29743,10,11,-40.50,-36.75,-44.25,52.50
2026-06-09 01:55:00,LONG,29633.25,29583.7035,29624.25,5,6,22.75,-23.00,-40.75,56.50
2026-06-09 10:55:00,SHORT,29239.75,29476.7965,29321.25,3,4,235.50,433.50,894.00,244.00
2026-07-08 04:35:00,SHORT,28980.25,29298.22475,29196.25,5,6,-0.75,-21.00,-71.25,-170.75
2026-06-10 10:30:00,LONG,29244.75,29038.02525,29102.75,7,8,-388.50,-416.75,-522.50,-534.50
2026-07-08 04:35:00,SHORT,28980.25,29298.22475,29169,5,6,-0.75,-21.00,-71.25,-170.75
2026-07-08 04:30:00,SHORT,29084.75,29424.04125,29250,11,12,72.25,115.25,82.50,-82.75
2026-07-24 15:20:00,SHORT,28229.75,28321.29125,28265.75,3,4,-6.50,-83.50,-411.25,-371.50
2026-06-18 10:55:00,LONG,30623.5,30513.14725,30575,8,9,-22.50,2.25,31.75,85.50
2026-06-18 10:45:00,LONG,30645.75,30453.274,30542.25,6,7,-5.00,-125.25,48.75,35.25
2026-06-18 08:55:00,LONG,30514.75,30448.024,30472.25,10,11,71.25,-58.00,108.50,140.50
2026-06-18 08:55:00,LONG,30514.75,30452.774,30484.75,7,8,71.25,-58.00,108.50,140.50
2026-06-18 04:10:00,LONG,30482.5,30400.274,30438.25,4,5,-38.00,-69.25,-17.00,-66.00
2026-06-22 23:45:00,SHORT,30337.75,30375.7105,30355,3,4,-0.25,46.75,188.75,386.75
2026-06-21 19:55:00,SHORT,30355.75,30422.9605,30391,1,2,-174.00,-256.00,-262.75,-212.00
2026-06-22 08:30:00,LONG,30843.5,30752.5395,30783.25,5,6,18.25,48.50,-142.25,-261.25
2026-06-22 20:25:00,SHORT,30495.5,30572.99025,30524,4,5,-98.00,-69.75,47.25,170.50
2026-06-22 20:25:00,SHORT,30495.5,30572.99025,30545,12,13,-98.00,-69.75,47.25,170.50
2026-06-24 13:20:00,SHORT,29455.75,29671.3715,29616.5,11,12,19.50,-46.50,151.50,-623.25
2026-06-24 16:35:00,LONG,30034.5,29867.6285,29915.75,2,3,43.75,35.25,71.25,-28.75
2026-06-24 13:20:00,SHORT,29455.75,29671.3715,29577.25,3,4,19.50,-46.50,151.50,-623.25
2026-06-24 16:35:00,LONG,30034.5,29867.6285,29891.75,3,4,43.75,35.25,71.25,-28.75
2026-06-24 16:30:00,LONG,29968,29716.45075,29884.25,2,3,184.75,105.50,113.75,-2.00
2026-06-24 16:30:00,LONG,29968,29716.45075,29872.75,3,4,184.75,105.50,113.75,-2.00
2026-06-29 12:50:00,LONG,29928,29823.1225,29872,6,7,65.25,78.25,114.00,75.25
2026-06-29 12:50:00,LONG,29928,29832.1225,29891.25,3,4,65.25,78.25,114.00,75.25
2026-06-26 11:35:00,LONG,29665,29470.1495,29562.75,6,7,-68.75,-43.50,-67.75,-178.00
2026-06-29 04:10:00,LONG,29686.25,29620.8995,29665.25,12,13,-0.75,-28.50,19.00,42.25
2026-07-08 04:30:00,SHORT,29084.75,29426.3505,29255,4,5,72.25,115.25,82.50,-82.75
2026-07-07 10:30:00,SHORT,29282.75,29455.119,29363.25,6,7,-14.50,-20.00,-268.00,-232.75
2026-07-07 10:25:00,SHORT,29303.25,29455.119,29389,7,8,-2.00,13.75,-217.25,-245.75
2026-07-08 04:30:00,SHORT,29084.75,29426.619,29273.75,10,11,72.25,115.25,82.50,-82.75
2026-07-01 20:15:00,SHORT,29978.25,30058.26375,30018.75,7,8,-31.75,-188.75,-259.25,-146.75
2026-07-02 02:20:00,SHORT,29970.75,30041.26375,29997,3,4,63.50,109.75,76.75,31.75
2026-08-14 07:55:00,LONG,30263.75,30207.967,30239.5,19,20,-30.25,13.50,-25.00,-207.25
2026-07-02 11:15:00,SHORT,29639.5,29864.52375,29826.25,2,3,-102.50,10.25,190.75,230.25
2026-08-17 02:40:00,LONG,30314.5,30260.22625,30293.5,2,3,-18.25,3.50,-12.75,-15.50
2026-07-06 10:40:00,LONG,30037.75,29902.019,30011.25,2,3,-19.75,14.00,-8.75,-66.25
2026-07-06 23:50:00,SHORT,29637,29738.481,29683,1,2,7.50,24.25,-31.00,-51.50
2026-07-09 09:40:00,LONG,29858.5,29660.11275,29744,3,4,-36.50,-67.25,22.00,113.25
2026-07-09 02:15:00,LONG,29625.25,29547.61275,29580.75,5,6,-0.75,29.00,91.50,26.75
2026-07-08 04:30:00,SHORT,29084.75,29426.63725,29271,4,5,72.25,115.25,82.50,-82.75
2026-07-13 23:20:00,SHORT,29332,29402.2425,29353.25,2,3,-61.50,-86.50,-218.75,-269.50
2026-07-13 19:05:00,SHORT,29383.25,29459.4925,29426,9,10,17.00,24.25,-141.75,21.25
2026-07-13 12:40:00,SHORT,29537.25,29626.4515,29564.5,5,6,-25.00,47.75,33.00,105.00
