mode,pop_n,pct_backfill,category,slice_name,horizon,n,missing_horizon,baseline_mean,baseline_median,slice_mean,slice_median,slice_stddev,delta_mean,status
ALL,5094,87.3,setup_type,WS1_FADE_SHORT_OVERNIGHT,30,2,0,251.41,214.75,15.13,15.13,67.71,-236.29,INSUFFICIENT
ALL,5094,87.3,setup_type,WS1_FADE_SHORT_OVERNIGHT,60,2,0,239.65,203.25,-95.38,-95.38,30.58,-335.03,INSUFFICIENT
ALL,5094,87.3,setup_type,WS1_FADE_SHORT_OVERNIGHT,120,2,0,200.20,175.25,-90.50,-90.50,138.59,-290.70,INSUFFICIENT
ALL,5094,87.3,setup_type,WS1_FADE_SHORT_OVERNIGHT,240,2,0,71.57,33.00,-27.63,-27.63,52.15,-99.19,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S2_FADE_LONG_TRAIL,15,2,0,255.89,220.50,25.75,25.75,32.17,-230.14,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S2_FADE_LONG_TRAIL,30,2,0,251.41,214.75,65.38,65.38,28.81,-186.04,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S2_FADE_LONG_TRAIL,60,2,0,239.65,203.25,49.75,49.75,9.90,-189.90,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S2_FADE_LONG_TRAIL,120,2,0,200.20,175.25,24.25,24.25,59.04,-175.95,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S2_FADE_LONG_TRAIL,240,2,0,71.57,33.00,-29.00,-29.00,58.69,-100.57,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_PIVOT_FADE_LONG,15,1,0,255.89,220.50,59.25,59.25,undefined,-196.64,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_PIVOT_FADE_LONG,30,1,0,251.41,214.75,31.75,31.75,undefined,-219.66,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_PIVOT_FADE_LONG,60,1,0,239.65,203.25,47.00,47.00,undefined,-192.65,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_PIVOT_FADE_LONG,120,1,0,200.20,175.25,146.25,146.25,undefined,-53.95,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_PIVOT_FADE_LONG,240,1,0,71.57,33.00,238.50,238.50,undefined,166.93,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,15,1,0,255.89,220.50,104.25,104.25,undefined,-151.64,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,30,1,0,251.41,214.75,123.00,123.00,undefined,-128.41,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,60,1,0,239.65,203.25,144.00,144.00,undefined,-95.65,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,120,1,0,200.20,175.25,186.00,186.00,undefined,-14.20,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,240,1,0,71.57,33.00,289.50,289.50,undefined,217.93,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_LONG,15,1,0,255.89,220.50,104.75,104.75,undefined,-151.14,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_LONG,30,1,0,251.41,214.75,89.00,89.00,undefined,-162.41,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_LONG,60,1,0,239.65,203.25,116.25,116.25,undefined,-123.40,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_LONG,120,1,0,200.20,175.25,156.75,156.75,undefined,-43.45,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_LONG,240,1,0,71.57,33.00,121.00,121.00,undefined,49.43,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_OR_MID_FADE_LONG,15,4,0,255.89,220.50,88.31,85.13,22.19,-167.58,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_OR_MID_FADE_LONG,30,4,0,251.41,214.75,49.69,34.88,63.82,-201.72,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_OR_MID_FADE_LONG,60,4,0,239.65,203.25,120.81,120.25,70.80,-118.84,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_OR_MID_FADE_LONG,120,4,0,200.20,175.25,179.19,174.63,28.40,-21.01,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_OR_MID_FADE_LONG,240,4,0,71.57,33.00,177.50,181.25,73.78,105.93,INSUFFICIENT
ALL,5094,87.3,setup_type,FAILED_AUCTION_LONG,15,11,0,255.89,220.50,57.64,55.50,57.44,-198.26,INSUFFICIENT
ALL,5094,87.3,setup_type,FAILED_AUCTION_LONG,30,11,0,251.41,214.75,67.75,42.50,77.83,-183.66,INSUFFICIENT
ALL,5094,87.3,setup_type,FAILED_AUCTION_LONG,60,11,0,239.65,203.25,96.89,63.50,90.54,-142.77,INSUFFICIENT
ALL,5094,87.3,setup_type,FAILED_AUCTION_LONG,120,11,0,200.20,175.25,112.00,136.50,83.87,-88.20,INSUFFICIENT
ALL,5094,87.3,setup_type,FAILED_AUCTION_LONG,240,11,0,71.57,33.00,124.77,122.25,87.33,53.21,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_LONG,15,1,0,255.89,220.50,128.00,128.00,undefined,-127.89,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_LONG,30,1,0,251.41,214.75,159.00,159.00,undefined,-92.41,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_LONG,60,1,0,239.65,203.25,73.50,73.50,undefined,-166.15,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_LONG,120,1,0,200.20,175.25,82.25,82.25,undefined,-117.95,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_LONG,240,1,0,71.57,33.00,259.25,259.25,undefined,187.68,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_SHORT,15,3,0,255.89,220.50,96.00,41.00,140.33,-159.89,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_SHORT,30,3,0,251.41,214.75,101.58,38.00,139.23,-149.83,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_SHORT,60,3,0,239.65,203.25,134.58,31.50,223.71,-105.07,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_SHORT,120,3,0,200.20,175.25,117.67,-23.00,254.54,-82.53,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_SHORT,240,3,0,71.57,33.00,127.33,22.25,184.18,55.77,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_LONG,15,1,0,255.89,220.50,-127.00,-127.00,undefined,-382.89,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_LONG,30,1,0,251.41,214.75,-212.75,-212.75,undefined,-464.16,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_LONG,60,1,0,239.65,203.25,-333.75,-333.75,undefined,-573.40,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_LONG,120,1,0,200.20,175.25,-336.75,-336.75,undefined,-536.95,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_LONG,240,1,0,71.57,33.00,-185.00,-185.00,undefined,-256.57,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_LONG,15,7,0,255.89,220.50,105.29,78.00,77.60,-150.61,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_LONG,30,7,0,251.41,214.75,99.18,102.00,117.36,-152.23,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_LONG,60,7,0,239.65,203.25,157.36,130.00,124.83,-82.30,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_LONG,120,7,0,200.20,175.25,164.11,155.25,82.09,-36.09,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R1_FADE_LONG,240,7,0,71.57,33.00,156.39,137.25,144.57,84.83,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_SHORT,15,4,0,255.89,220.50,103.19,93.50,69.08,-152.71,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_SHORT,30,4,0,251.41,214.75,107.31,56.25,188.83,-144.10,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_SHORT,60,4,0,239.65,203.25,106.81,-16.88,267.50,-132.84,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_SHORT,120,4,0,200.20,175.25,43.50,-22.13,194.74,-156.70,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_SHORT,240,4,0,71.57,33.00,20.25,-21.63,132.14,-51.32,INSUFFICIENT
ALL,5094,87.3,setup_type,WR2_FADE_LONG,15,1,0,255.89,220.50,82.25,82.25,undefined,-173.64,INSUFFICIENT
ALL,5094,87.3,setup_type,WR2_FADE_LONG,30,1,0,251.41,214.75,95.25,95.25,undefined,-156.16,INSUFFICIENT
ALL,5094,87.3,setup_type,WR2_FADE_LONG,60,1,0,239.65,203.25,147.50,147.50,undefined,-92.15,INSUFFICIENT
ALL,5094,87.3,setup_type,WR2_FADE_LONG,120,1,0,200.20,175.25,228.00,228.00,undefined,27.80,INSUFFICIENT
ALL,5094,87.3,setup_type,WR2_FADE_LONG,240,1,0,71.57,33.00,382.00,382.00,undefined,310.43,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_LONG,15,3,0,255.89,220.50,50.33,42.00,14.43,-205.56,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_LONG,30,3,0,251.41,214.75,35.42,40.75,22.24,-216.00,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_LONG,60,3,0,239.65,203.25,75.58,83.50,28.22,-164.07,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_LONG,120,3,0,200.20,175.25,80.42,54.75,51.09,-119.78,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_LONG,240,3,0,71.57,33.00,59.83,59.00,16.27,-11.73,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_SHORT,15,1,0,255.89,220.50,84.00,84.00,undefined,-171.89,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_SHORT,30,1,0,251.41,214.75,119.75,119.75,undefined,-131.66,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_SHORT,60,1,0,239.65,203.25,12.25,12.25,undefined,-227.40,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_SHORT,120,1,0,200.20,175.25,-82.00,-82.00,undefined,-282.20,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_IB_HIGH_FADE_SHORT,240,1,0,71.57,33.00,-150.25,-150.25,undefined,-221.82,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_HIGH_FADE_SHORT,15,1,0,255.89,220.50,1.50,1.50,undefined,-254.39,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_HIGH_FADE_SHORT,30,1,0,251.41,214.75,-30.50,-30.50,undefined,-281.91,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_HIGH_FADE_SHORT,60,1,0,239.65,203.25,2.25,2.25,undefined,-237.40,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_HIGH_FADE_SHORT,120,1,0,200.20,175.25,56.25,56.25,undefined,-143.95,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_HIGH_FADE_SHORT,240,1,0,71.57,33.00,-70.25,-70.25,undefined,-141.82,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_R2_FADE_SHORT,15,1,0,255.89,220.50,42.75,42.75,undefined,-213.14,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_R2_FADE_SHORT,30,1,0,251.41,214.75,104.00,104.00,undefined,-147.41,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_R2_FADE_SHORT,60,1,0,239.65,203.25,206.75,206.75,undefined,-32.90,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_R2_FADE_SHORT,120,1,0,200.20,175.25,256.75,256.75,undefined,56.55,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_R2_FADE_SHORT,240,1,0,71.57,33.00,270.25,270.25,undefined,198.68,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_SHORT,15,1,0,255.89,220.50,1.75,1.75,undefined,-254.14,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_SHORT,30,1,0,251.41,214.75,35.75,35.75,undefined,-215.66,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_SHORT,60,1,0,239.65,203.25,128.50,128.50,undefined,-111.15,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_SHORT,120,1,0,200.20,175.25,175.00,175.00,undefined,-25.20,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_SHORT,240,1,0,71.57,33.00,239.50,239.50,undefined,167.93,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_LONG,15,3,0,255.89,220.50,45.00,45.50,32.00,-210.89,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_LONG,30,3,0,251.41,214.75,26.75,23.00,67.70,-224.66,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_LONG,60,3,0,239.65,203.25,-59.67,-134.00,129.18,-299.32,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_LONG,120,3,0,200.20,175.25,-92.50,-182.25,204.94,-292.70,INSUFFICIENT
ALL,5094,87.3,setup_type,ONH_FADE_LONG,240,3,0,71.57,33.00,-85.75,-227.75,261.92,-157.32,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_SHORT,15,1,0,255.89,220.50,-17.50,-17.50,undefined,-273.39,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_SHORT,30,1,0,251.41,214.75,-83.00,-83.00,undefined,-334.41,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_SHORT,60,1,0,239.65,203.25,-12.75,-12.75,undefined,-252.40,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_SHORT,120,1,0,200.20,175.25,24.75,24.75,undefined,-175.45,INSUFFICIENT
ALL,5094,87.3,setup_type,CAM_S1_FADE_SHORT,240,1,0,71.57,33.00,30.75,30.75,undefined,-40.82,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_LONG,15,2,0,255.89,220.50,71.63,71.63,56.39,-184.27,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_LONG,30,2,0,251.41,214.75,56.50,56.50,42.78,-194.91,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_LONG,60,2,0,239.65,203.25,86.25,86.25,69.30,-153.40,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_LONG,120,2,0,200.20,175.25,115.75,115.75,80.96,-84.45,INSUFFICIENT
ALL,5094,87.3,setup_type,PD2_VAL_FADE_LONG,240,2,0,71.57,33.00,69.50,69.50,80.96,-2.07,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_SHORT,15,1,0,255.89,220.50,64.50,64.50,undefined,-191.39,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_SHORT,30,1,0,251.41,214.75,86.25,86.25,undefined,-165.16,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_SHORT,60,1,0,239.65,203.25,31.00,31.00,undefined,-208.65,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_SHORT,120,1,0,200.20,175.25,119.75,119.75,undefined,-80.45,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_SHORT,240,1,0,71.57,33.00,88.75,88.75,undefined,17.18,INSUFFICIENT
ALL,5094,87.3,setup_type,C_PAIRED_LONG,15,2,0,255.89,220.50,28.25,28.25,47.38,-227.64,INSUFFICIENT
ALL,5094,87.3,setup_type,C_PAIRED_LONG,30,2,0,251.41,214.75,27.38,27.38,3.36,-224.04,INSUFFICIENT
ALL,5094,87.3,setup_type,C_PAIRED_LONG,60,2,0,239.65,203.25,-9.00,-9.00,60.46,-248.65,INSUFFICIENT
ALL,5094,87.3,setup_type,C_PAIRED_LONG,120,2,0,200.20,175.25,-9.13,-9.13,36.95,-209.32,INSUFFICIENT
ALL,5094,87.3,setup_type,C_PAIRED_LONG,240,2,0,71.57,33.00,-9.38,-9.38,12.90,-80.94,INSUFFICIENT
ALL,5094,87.3,setup_type,MR1_FADE_SHORT,15,2,0,255.89,220.50,73.88,73.88,19.27,-182.02,INSUFFICIENT
ALL,5094,87.3,setup_type,MR1_FADE_SHORT,30,2,0,251.41,214.75,145.25,145.25,50.91,-106.16,INSUFFICIENT
ALL,5094,87.3,setup_type,MR1_FADE_SHORT,60,2,0,239.65,203.25,194.00,194.00,15.56,-45.65,INSUFFICIENT
ALL,5094,87.3,setup_type,MR1_FADE_SHORT,120,2,0,200.20,175.25,289.88,289.88,38.36,89.68,INSUFFICIENT
ALL,5094,87.3,setup_type,MR1_FADE_SHORT,240,2,0,71.57,33.00,297.88,297.88,3.01,226.31,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_POC_FADE_LONG_TRAIL,15,2,0,255.89,220.50,-5.63,-5.63,34.47,-261.52,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_POC_FADE_LONG_TRAIL,30,2,0,251.41,214.75,-76.75,-76.75,146.72,-328.16,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_POC_FADE_LONG_TRAIL,60,2,0,239.65,203.25,-253.00,-253.00,286.38,-492.65,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_POC_FADE_LONG_TRAIL,120,2,0,200.20,175.25,-326.75,-326.75,229.10,-526.95,INSUFFICIENT
ALL,5094,87.3,setup_type,PD_POC_FADE_LONG_TRAIL,240,2,0,71.57,33.00,-306.25,-306.25,213.19,-377.82,INSUFFICIENT
ALL,5094,87.3,setup_type,PM_LOW_FADE_LONG,15,1,0,255.89,220.50,124.25,124.25,undefined,-131.64,INSUFFICIENT
ALL,5094,87.3,setup_type,PM_LOW_FADE_LONG,30,1,0,251.41,214.75,136.50,136.50,undefined,-114.91,INSUFFICIENT
ALL,5094,87.3,setup_type,PM_LOW_FADE_LONG,60,1,0,239.65,203.25,186.75,186.75,undefined,-52.90,INSUFFICIENT
ALL,5094,87.3,setup_type,PM_LOW_FADE_LONG,120,1,0,200.20,175.25,202.25,202.25,undefined,2.05,INSUFFICIENT
ALL,5094,87.3,setup_type,PM_LOW_FADE_LONG,240,1,0,71.57,33.00,331.75,331.75,undefined,260.18,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,15,1,0,255.89,220.50,52.75,52.75,undefined,-203.14,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,30,1,0,251.41,214.75,84.25,84.25,undefined,-167.16,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,60,1,0,239.65,203.25,23.25,23.25,undefined,-216.40,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,120,1,0,200.20,175.25,430.00,430.00,undefined,229.80,INSUFFICIENT
ALL,5094,87.3,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,240,1,0,71.57,33.00,263.00,263.00,undefined,191.43,INSUFFICIENT
ALL,5094,87.3,setup_type,MPP_FADE_SHORT_OVERNIGHT,15,1,0,255.89,220.50,38.50,38.50,undefined,-217.39,INSUFFICIENT
ALL,5094,87.3,setup_type,MPP_FADE_SHORT_OVERNIGHT,30,1,0,251.41,214.75,18.50,18.50,undefined,-232.91,INSUFFICIENT
ALL,5094,87.3,setup_type,MPP_FADE_SHORT_OVERNIGHT,60,1,0,239.65,203.25,42.75,42.75,undefined,-196.90,INSUFFICIENT
ALL,5094,87.3,setup_type,MPP_FADE_SHORT_OVERNIGHT,120,1,0,200.20,175.25,-44.75,-44.75,undefined,-244.95,INSUFFICIENT
ALL,5094,87.3,setup_type,MPP_FADE_SHORT_OVERNIGHT,240,1,0,71.57,33.00,-58.50,-58.50,undefined,-130.07,INSUFFICIENT
ALL,5094,87.3,setup_type,WR1_FADE_SHORT_OVERNIGHT,15,1,0,255.89,220.50,87.75,87.75,undefined,-168.14,INSUFFICIENT
ALL,5094,87.3,setup_type,WR1_FADE_SHORT_OVERNIGHT,30,1,0,251.41,214.75,123.75,123.75,undefined,-127.66,INSUFFICIENT
ALL,5094,87.3,setup_type,WR1_FADE_SHORT_OVERNIGHT,60,1,0,239.65,203.25,48.75,48.75,undefined,-190.90,INSUFFICIENT
ALL,5094,87.3,setup_type,WR1_FADE_SHORT_OVERNIGHT,120,1,0,200.20,175.25,-1.75,-1.75,undefined,-201.95,INSUFFICIENT
ALL,5094,87.3,setup_type,WR1_FADE_SHORT_OVERNIGHT,240,1,0,71.57,33.00,-32.00,-32.00,undefined,-103.57,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_LONG,15,1,0,255.89,220.50,62.75,62.75,undefined,-193.14,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_LONG,30,1,0,251.41,214.75,38.00,38.00,undefined,-213.41,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_LONG,60,1,0,239.65,203.25,54.75,54.75,undefined,-184.90,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_LONG,120,1,0,200.20,175.25,57.75,57.75,undefined,-142.45,INSUFFICIENT
ALL,5094,87.3,setup_type,WEEKLY_OPEN_FADE_LONG,240,1,0,71.57,33.00,-44.50,-44.50,undefined,-116.07,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_LONG,15,3,0,255.89,220.50,44.17,49.00,24.61,-211.73,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_LONG,30,3,0,251.41,214.75,44.42,52.50,25.36,-207.00,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_LONG,60,3,0,239.65,203.25,25.92,26.75,6.04,-213.74,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_LONG,120,3,0,200.20,175.25,10.83,16.25,63.30,-189.36,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_LONG,240,3,0,71.57,33.00,5.33,3.75,26.66,-66.23,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_SHORT,15,1,0,255.89,220.50,-5.75,-5.75,undefined,-261.64,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_SHORT,30,1,0,251.41,214.75,3.00,3.00,undefined,-248.41,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_SHORT,60,1,0,239.65,203.25,-36.00,-36.00,undefined,-275.65,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_SHORT,120,1,0,200.20,175.25,-59.25,-59.25,undefined,-259.45,INSUFFICIENT
ALL,5094,87.3,setup_type,FLOOR_R3_FADE_SHORT,240,1,0,71.57,33.00,-36.50,-36.50,undefined,-108.07,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_SHORT,15,2,0,255.89,220.50,52.00,52.00,25.10,-203.89,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_SHORT,30,2,0,251.41,214.75,46.00,46.00,5.30,-205.41,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_SHORT,60,2,0,239.65,203.25,17.00,17.00,37.83,-222.65,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_SHORT,120,2,0,200.20,175.25,0.63,0.63,58.16,-199.57,INSUFFICIENT
ALL,5094,87.3,setup_type,OR30_HIGH_FADE_SHORT,240,2,0,71.57,33.00,13.00,13.00,47.73,-58.57,INSUFFICIENT
ALL,5094,87.3,setup_type,RTH_VWAP_FADE_LONG,15,1,0,255.89,220.50,35.75,35.75,undefined,-220.14,INSUFFICIENT
ALL,5094,87.3,setup_type,RTH_VWAP_FADE_LONG,30,1,0,251.41,214.75,55.00,55.00,undefined,-196.41,INSUFFICIENT
ALL,5094,87.3,setup_type,RTH_VWAP_FADE_LONG,60,1,0,239.65,203.25,89.50,89.50,undefined,-150.15,INSUFFICIENT
ALL,5094,87.3,setup_type,RTH_VWAP_FADE_LONG,120,1,0,200.20,175.25,50.25,50.25,undefined,-149.95,INSUFFICIENT
ALL,5094,87.3,setup_type,RTH_VWAP_FADE_LONG,240,1,0,71.57,33.00,45.00,45.00,undefined,-26.57,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_LONG,15,1,0,255.89,220.50,92.50,92.50,undefined,-163.39,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_LONG,30,1,0,251.41,214.75,79.00,79.00,undefined,-172.41,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_LONG,60,1,0,239.65,203.25,58.00,58.00,undefined,-181.65,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_LONG,120,1,0,200.20,175.25,97.75,97.75,undefined,-102.45,INSUFFICIENT
ALL,5094,87.3,setup_type,STACK_VOL_BREAK_LIVE_LONG,240,1,0,71.57,33.00,59.25,59.25,undefined,-12.32,INSUFFICIENT
ALL,5094,87.3,time_of_day,Overnight/Globex,15,4599,0,255.89,220.50,277.03,241.25,229.51,21.14,OK
ALL,5094,87.3,time_of_day,Overnight/Globex,30,4599,0,251.41,214.75,271.54,233.50,225.64,20.13,OK
ALL,5094,87.3,time_of_day,Overnight/Globex,60,4599,0,239.65,203.25,257.66,218.25,222.15,18.01,OK
ALL,5094,87.3,time_of_day,Overnight/Globex,120,4598,1,200.20,175.25,214.79,187.50,197.79,14.59,OK
ALL,5094,87.3,time_of_day,Overnight/Globex,240,4598,1,71.57,33.00,73.71,32.75,131.06,2.14,OK
ALL,5094,87.3,time_of_day,Midday (11:00-13:30),15,252,0,255.89,220.50,51.21,25.75,112.31,-204.69,OK
ALL,5094,87.3,time_of_day,Midday (11:00-13:30),30,252,0,251.41,214.75,63.18,32.25,127.27,-188.23,OK
ALL,5094,87.3,time_of_day,Midday (11:00-13:30),60,252,0,239.65,203.25,78.58,48.88,151.58,-161.07,OK
ALL,5094,87.3,time_of_day,Midday (11:00-13:30),120,252,0,200.20,175.25,79.00,39.88,145.40,-121.20,OK
ALL,5094,87.3,time_of_day,Midday (11:00-13:30),240,252,0,71.57,33.00,72.67,47.75,179.76,1.10,OK
ALL,5094,87.3,time_of_day,Morning (9:30-11:00),15,153,0,255.89,220.50,36.09,28.25,79.10,-219.81,OK
ALL,5094,87.3,time_of_day,Morning (9:30-11:00),30,153,0,251.41,214.75,29.50,24.50,88.65,-221.92,OK
ALL,5094,87.3,time_of_day,Morning (9:30-11:00),60,153,0,239.65,203.25,30.66,26.75,91.61,-208.99,OK
