mode,pop_n,pct_backfill,category,slice_name,horizon,n,missing_horizon,baseline_mean,baseline_median,slice_mean,slice_median,slice_stddev,delta_mean,status
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_SHORT,240,1,0,62.87,50.50,-77.75,-77.75,undefined,-140.62,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_HIGH_FADE_SHORT,15,1,0,53.41,47.50,1.50,1.50,undefined,-51.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_HIGH_FADE_SHORT,30,1,0,54.79,48.25,-30.50,-30.50,undefined,-85.29,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_HIGH_FADE_SHORT,60,1,0,59.89,50.63,2.25,2.25,undefined,-57.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_HIGH_FADE_SHORT,120,1,0,68.17,58.75,56.25,56.25,undefined,-11.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_HIGH_FADE_SHORT,240,1,0,62.87,50.50,-70.25,-70.25,undefined,-133.12,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R2_FADE_SHORT,15,1,0,53.41,47.50,42.75,42.75,undefined,-10.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R2_FADE_SHORT,30,1,0,54.79,48.25,104.00,104.00,undefined,49.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R2_FADE_SHORT,60,1,0,59.89,50.63,206.75,206.75,undefined,146.86,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R2_FADE_SHORT,120,1,0,68.17,58.75,256.75,256.75,undefined,188.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R2_FADE_SHORT,240,1,0,62.87,50.50,270.25,270.25,undefined,207.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_SHORT,15,1,0,53.41,47.50,1.75,1.75,undefined,-51.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_SHORT,30,1,0,54.79,48.25,35.75,35.75,undefined,-19.04,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_SHORT,60,1,0,59.89,50.63,128.50,128.50,undefined,68.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_SHORT,120,1,0,68.17,58.75,175.00,175.00,undefined,106.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_SHORT,240,1,0,62.87,50.50,239.50,239.50,undefined,176.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_LONG,15,3,0,53.41,47.50,45.00,45.50,32.00,-8.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_LONG,30,3,0,54.79,48.25,26.75,23.00,67.70,-28.04,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_LONG,60,3,0,59.89,50.63,-59.67,-134.00,129.18,-119.56,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_LONG,120,3,0,68.17,58.75,-92.50,-182.25,204.94,-160.67,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONH_FADE_LONG,240,3,0,62.87,50.50,-85.75,-227.75,261.92,-148.62,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_SHORT,15,1,0,53.41,47.50,-17.50,-17.50,undefined,-70.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_SHORT,30,1,0,54.79,48.25,-83.00,-83.00,undefined,-137.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_SHORT,60,1,0,59.89,50.63,-12.75,-12.75,undefined,-72.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_SHORT,120,1,0,68.17,58.75,24.75,24.75,undefined,-43.42,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_SHORT,240,1,0,62.87,50.50,30.75,30.75,undefined,-32.12,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_LONG,15,2,0,53.41,47.50,71.63,71.63,56.39,18.22,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_LONG,30,2,0,54.79,48.25,56.50,56.50,42.78,1.71,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_LONG,60,2,0,59.89,50.63,86.25,86.25,69.30,26.36,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_LONG,120,2,0,68.17,58.75,115.75,115.75,80.96,47.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_LONG,240,2,0,62.87,50.50,69.50,69.50,80.96,6.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_SHORT,15,4,0,53.41,47.50,61.44,58.75,38.66,8.03,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_SHORT,30,4,0,54.79,48.25,38.19,39.00,68.15,-16.60,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_SHORT,60,4,0,59.89,50.63,39.38,12.13,82.93,-20.52,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_SHORT,120,4,0,68.17,58.75,70.44,38.00,87.44,2.27,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_SHORT,240,4,0,62.87,50.50,70.44,47.25,77.57,7.57,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_SHORT,15,1,0,53.41,47.50,64.50,64.50,undefined,11.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_SHORT,30,1,0,54.79,48.25,86.25,86.25,undefined,31.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_SHORT,60,1,0,59.89,50.63,31.00,31.00,undefined,-28.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_SHORT,120,1,0,68.17,58.75,119.75,119.75,undefined,51.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_SHORT,240,1,0,62.87,50.50,88.75,88.75,undefined,25.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_LONG,15,2,0,53.41,47.50,28.25,28.25,47.38,-25.16,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_LONG,30,2,0,54.79,48.25,27.38,27.38,3.36,-27.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_LONG,60,2,0,59.89,50.63,-9.00,-9.00,60.46,-68.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_LONG,120,2,0,68.17,58.75,-9.13,-9.13,36.95,-77.29,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_LONG,240,2,0,62.87,50.50,-9.38,-9.38,12.90,-72.24,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MR1_FADE_SHORT,15,2,0,53.41,47.50,73.88,73.88,19.27,20.47,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MR1_FADE_SHORT,30,2,0,54.79,48.25,145.25,145.25,50.91,90.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MR1_FADE_SHORT,60,2,0,59.89,50.63,194.00,194.00,15.56,134.11,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MR1_FADE_SHORT,120,2,0,68.17,58.75,289.88,289.88,38.36,221.71,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MR1_FADE_SHORT,240,2,0,62.87,50.50,297.88,297.88,3.01,235.01,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG_TRAIL,15,2,0,53.41,47.50,-5.63,-5.63,34.47,-59.03,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG_TRAIL,30,2,0,54.79,48.25,-76.75,-76.75,146.72,-131.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG_TRAIL,60,2,0,59.89,50.63,-253.00,-253.00,286.38,-312.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG_TRAIL,120,2,0,68.17,58.75,-326.75,-326.75,229.10,-394.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG_TRAIL,240,2,0,62.87,50.50,-306.25,-306.25,213.19,-369.12,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_SHORT,15,12,0,53.41,47.50,116.65,75.88,124.87,63.24,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_SHORT,30,12,0,54.79,48.25,135.27,104.88,164.08,80.48,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_SHORT,60,12,0,59.89,50.63,133.04,104.75,127.35,73.15,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_SHORT,120,12,0,68.17,58.75,128.19,107.75,154.07,60.02,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_SHORT,240,12,0,62.87,50.50,127.52,174.13,128.88,64.65,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_LONG,15,1,0,53.41,47.50,124.25,124.25,undefined,70.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_LONG,30,1,0,54.79,48.25,136.50,136.50,undefined,81.71,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_LONG,60,1,0,59.89,50.63,186.75,186.75,undefined,126.86,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_LONG,120,1,0,68.17,58.75,202.25,202.25,undefined,134.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_LONG,240,1,0,62.87,50.50,331.75,331.75,undefined,268.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,15,1,0,53.41,47.50,52.75,52.75,undefined,-0.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,30,1,0,54.79,48.25,84.25,84.25,undefined,29.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,60,1,0,59.89,50.63,23.25,23.25,undefined,-36.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,120,1,0,68.17,58.75,430.00,430.00,undefined,361.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_SHORT_OVERNIGHT,240,1,0,62.87,50.50,263.00,263.00,undefined,200.13,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MPP_FADE_SHORT_OVERNIGHT,15,1,0,53.41,47.50,38.50,38.50,undefined,-14.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MPP_FADE_SHORT_OVERNIGHT,30,1,0,54.79,48.25,18.50,18.50,undefined,-36.29,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MPP_FADE_SHORT_OVERNIGHT,60,1,0,59.89,50.63,42.75,42.75,undefined,-17.14,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MPP_FADE_SHORT_OVERNIGHT,120,1,0,68.17,58.75,-44.75,-44.75,undefined,-112.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,MPP_FADE_SHORT_OVERNIGHT,240,1,0,62.87,50.50,-58.50,-58.50,undefined,-121.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_STANDALONE_UP,15,1,0,53.41,47.50,122.50,122.50,undefined,69.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_STANDALONE_UP,30,1,0,54.79,48.25,142.00,142.00,undefined,87.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_STANDALONE_UP,60,1,0,59.89,50.63,135.25,135.25,undefined,75.36,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_STANDALONE_UP,120,1,0,68.17,58.75,187.75,187.75,undefined,119.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_STANDALONE_UP,240,1,0,62.87,50.50,262.25,262.25,undefined,199.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR1_FADE_SHORT_OVERNIGHT,15,1,0,53.41,47.50,87.75,87.75,undefined,34.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR1_FADE_SHORT_OVERNIGHT,30,1,0,54.79,48.25,123.75,123.75,undefined,68.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR1_FADE_SHORT_OVERNIGHT,60,1,0,59.89,50.63,48.75,48.75,undefined,-11.14,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR1_FADE_SHORT_OVERNIGHT,120,1,0,68.17,58.75,-1.75,-1.75,undefined,-69.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR1_FADE_SHORT_OVERNIGHT,240,1,0,62.87,50.50,-32.00,-32.00,undefined,-94.87,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_LONG,15,1,0,53.41,47.50,62.75,62.75,undefined,9.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_LONG,30,1,0,54.79,48.25,38.00,38.00,undefined,-16.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_LONG,60,1,0,59.89,50.63,54.75,54.75,undefined,-5.14,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_LONG,120,1,0,68.17,58.75,57.75,57.75,undefined,-10.42,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_OPEN_FADE_LONG,240,1,0,62.87,50.50,-44.50,-44.50,undefined,-107.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_LONG,15,3,0,53.41,47.50,44.17,49.00,24.61,-9.24,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_LONG,30,3,0,54.79,48.25,44.42,52.50,25.36,-10.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_LONG,60,3,0,59.89,50.63,25.92,26.75,6.04,-33.98,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_LONG,120,3,0,68.17,58.75,10.83,16.25,63.30,-57.33,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_LONG,240,3,0,62.87,50.50,5.33,3.75,26.66,-57.53,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_SHORT,15,1,0,53.41,47.50,-5.75,-5.75,undefined,-59.16,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_SHORT,30,1,0,54.79,48.25,3.00,3.00,undefined,-51.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_SHORT,60,1,0,59.89,50.63,-36.00,-36.00,undefined,-95.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_SHORT,120,1,0,68.17,58.75,-59.25,-59.25,undefined,-127.42,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_SHORT,240,1,0,62.87,50.50,-36.50,-36.50,undefined,-99.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_SHORT,15,2,0,53.41,47.50,52.00,52.00,25.10,-1.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_SHORT,30,2,0,54.79,48.25,46.00,46.00,5.30,-8.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_SHORT,60,2,0,59.89,50.63,17.00,17.00,37.83,-42.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_SHORT,120,2,0,68.17,58.75,0.63,0.63,58.16,-67.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR30_HIGH_FADE_SHORT,240,2,0,62.87,50.50,13.00,13.00,47.73,-49.87,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,RTH_VWAP_FADE_LONG,15,1,0,53.41,47.50,35.75,35.75,undefined,-17.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,RTH_VWAP_FADE_LONG,30,1,0,54.79,48.25,55.00,55.00,undefined,0.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,RTH_VWAP_FADE_LONG,60,1,0,59.89,50.63,89.50,89.50,undefined,29.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,RTH_VWAP_FADE_LONG,120,1,0,68.17,58.75,50.25,50.25,undefined,-17.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,RTH_VWAP_FADE_LONG,240,1,0,62.87,50.50,45.00,45.00,undefined,-17.87,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_LONG,15,1,0,53.41,47.50,92.50,92.50,undefined,39.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_LONG,30,1,0,54.79,48.25,79.00,79.00,undefined,24.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_LONG,60,1,0,59.89,50.63,58.00,58.00,undefined,-1.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_LONG,120,1,0,68.17,58.75,97.75,97.75,undefined,29.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_LONG,240,1,0,62.87,50.50,59.25,59.25,undefined,-3.62,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_CLOSE_FADE_LONG,15,1,0,53.41,47.50,45.50,45.50,undefined,-7.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_CLOSE_FADE_LONG,30,1,0,54.79,48.25,44.25,44.25,undefined,-10.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_CLOSE_FADE_LONG,60,1,0,59.89,50.63,-34.75,-34.75,undefined,-94.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_CLOSE_FADE_LONG,120,1,0,68.17,58.75,-160.25,-160.25,undefined,-228.42,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_CLOSE_FADE_LONG,240,1,0,62.87,50.50,-137.25,-137.25,undefined,-200.12,INSUFFICIENT
REAL_ONLY,648,0.0,time_of_day,Overnight/Globex,15,388,0,53.41,47.50,62.61,58.25,69.15,9.20,OK
REAL_ONLY,648,0.0,time_of_day,Overnight/Globex,30,388,0,54.79,48.25,60.50,55.13,87.47,5.71,OK
REAL_ONLY,648,0.0,time_of_day,Overnight/Globex,60,388,0,59.89,50.63,61.74,55.38,114.54,1.85,OK
REAL_ONLY,648,0.0,time_of_day,Overnight/Globex,120,387,1,68.17,58.75,70.56,62.00,143.62,2.40,OK
REAL_ONLY,648,0.0,time_of_day,Overnight/Globex,240,387,1,62.87,50.50,62.65,50.50,174.71,-0.22,OK
REAL_ONLY,648,0.0,time_of_day,Afternoon (13:30-16:00),15,32,0,53.41,47.50,52.49,49.00,45.56,-0.92,OK
REAL_ONLY,648,0.0,time_of_day,Afternoon (13:30-16:00),30,32,0,54.79,48.25,54.50,52.00,65.86,-0.29,OK
REAL_ONLY,648,0.0,time_of_day,Afternoon (13:30-16:00),60,32,0,59.89,50.63,45.59,44.25,100.49,-14.30,OK
REAL_ONLY,648,0.0,time_of_day,Afternoon (13:30-16:00),120,32,0,68.17,58.75,65.22,86.00,94.28,-2.95,OK
REAL_ONLY,648,0.0,time_of_day,Afternoon (13:30-16:00),240,32,0,62.87,50.50,71.90,68.13,113.86,9.03,OK
REAL_ONLY,648,0.0,time_of_day,Morning (9:30-11:00),15,67,0,53.41,47.50,48.93,43.50,71.31,-4.47,OK
REAL_ONLY,648,0.0,time_of_day,Morning (9:30-11:00),30,67,0,54.79,48.25,29.17,29.00,101.50,-25.62,OK
REAL_ONLY,648,0.0,time_of_day,Morning (9:30-11:00),60,67,0,59.89,50.63,29.82,17.00,108.91,-30.07,OK
REAL_ONLY,648,0.0,time_of_day,Morning (9:30-11:00),120,67,0,68.17,58.75,23.63,18.50,227.76,-44.53,OK
REAL_ONLY,648,0.0,time_of_day,Morning (9:30-11:00),240,67,0,62.87,50.50,-7.39,-17.50,180.57,-70.26,OK
REAL_ONLY,648,0.0,time_of_day,Midday (11:00-13:30),15,161,0,53.41,47.50,33.27,26.25,91.68,-20.13,OK
REAL_ONLY,648,0.0,time_of_day,Midday (11:00-13:30),30,161,0,54.79,48.25,51.74,35.00,127.89,-3.05,OK
REAL_ONLY,648,0.0,time_of_day,Midday (11:00-13:30),60,161,0,59.89,50.63,70.79,64.50,161.57,10.90,OK
REAL_ONLY,648,0.0,time_of_day,Midday (11:00-13:30),120,161,0,68.17,58.75,81.52,74.75,162.77,13.35,OK
REAL_ONLY,648,0.0,time_of_day,Midday (11:00-13:30),240,161,0,62.87,50.50,90.84,71.25,214.57,27.97,OK
REAL_ONLY,648,0.0,velocity,Fast,15,292,0,53.41,47.50,58.78,48.50,91.64,5.37,OK
REAL_ONLY,648,0.0,velocity,Fast,30,292,0,54.79,48.25,66.32,58.50,120.61,11.53,OK
REAL_ONLY,648,0.0,velocity,Fast,60,292,0,59.89,50.63,76.66,70.25,156.33,16.76,OK
REAL_ONLY,648,0.0,velocity,Fast,120,292,0,68.17,58.75,94.46,83.88,186.63,26.29,OK
REAL_ONLY,648,0.0,velocity,Fast,240,292,0,62.87,50.50,96.79,78.75,219.66,33.92,OK
REAL_ONLY,648,0.0,velocity,Medium,15,188,0,53.41,47.50,43.92,40.88,57.98,-9.49,OK
REAL_ONLY,648,0.0,velocity,Medium,30,188,0,54.79,48.25,38.78,34.63,78.79,-16.01,OK
REAL_ONLY,648,0.0,velocity,Medium,60,188,0,59.89,50.63,39.14,30.75,98.43,-20.75,OK
REAL_ONLY,648,0.0,velocity,Medium,120,188,0,68.17,58.75,25.89,19.63,136.03,-42.28,OK
REAL_ONLY,648,0.0,velocity,Medium,240,188,0,62.87,50.50,13.23,14.38,150.46,-49.64,OK
REAL_ONLY,648,0.0,velocity,Slow,15,138,0,53.41,47.50,51.70,48.75,58.61,-1.70,OK
REAL_ONLY,648,0.0,velocity,Slow,30,138,0,54.79,48.25,46.12,49.00,75.43,-8.67,OK
REAL_ONLY,648,0.0,velocity,Slow,60,138,0,59.89,50.63,46.32,45.75,85.04,-13.57,OK
REAL_ONLY,648,0.0,velocity,Slow,120,137,1,68.17,58.75,61.70,62.50,108.10,-6.47,OK
REAL_ONLY,648,0.0,velocity,Slow,240,137,1,62.87,50.50,50.32,47.25,129.30,-12.55,OK
REAL_ONLY,648,0.0,velocity,Unknown,15,30,0,53.41,47.50,68.40,65.75,64.10,14.99,OK
REAL_ONLY,648,0.0,velocity,Unknown,30,30,0,54.79,48.25,82.79,105.63,73.40,28.00,OK
REAL_ONLY,648,0.0,velocity,Unknown,60,30,0,59.89,50.63,89.18,98.63,103.25,29.29,OK
REAL_ONLY,648,0.0,velocity,Unknown,120,30,0,68.17,58.75,106.76,107.38,99.96,38.59,OK
REAL_ONLY,648,0.0,velocity,Unknown,240,30,0,62.87,50.50,101.12,116.75,160.71,38.25,OK
REAL_ONLY,648,0.0,a_level,NEITHER,15,648,0,53.41,47.50,53.41,47.50,75.57,0.00,OK
REAL_ONLY,648,0.0,a_level,NEITHER,30,648,0,54.79,48.25,54.79,48.25,99.85,0.00,OK
REAL_ONLY,648,0.0,a_level,NEITHER,60,648,0,59.89,50.63,59.89,50.63,127.01,0.00,OK
REAL_ONLY,648,0.0,a_level,NEITHER,120,647,1,68.17,58.75,68.17,58.75,157.69,0.00,OK
REAL_ONLY,648,0.0,a_level,NEITHER,240,647,1,62.87,50.50,62.87,50.50,185.22,0.00,OK
