group,targetLevel,targetAtr,entryDate,month,type,ev,win,exitReason,pnlPts
3_GLOBEX,p50,0.13416815742397137,2025-10-29,2025-10,LOW,81.02996422182332,1,TARGET,41.51498211091166
3_GLOBEX,p50,0.13416815742397137,2025-10-30,2025-10,HIGH,80.79516994633013,1,TARGET,41.39758497316507
3_GLOBEX,p50,0.13416815742397137,2025-10-30,2025-10,HIGH,80.79516994633013,1,TARGET,41.39758497316507
3_GLOBEX,p50,0.13416815742397137,2025-10-30,2025-10,HIGH,-66.84199999999691,0,STOP,-32.42099999999846
3_GLOBEX,p50,0.13416815742397137,2025-11-03,2025-11,LOW,83.65630590340152,1,TARGET,42.82815295170076
3_GLOBEX,p50,0.13416815742397137,2025-11-05,2025-11,HIGH,86.27258497316507,1,TARGET,44.13629248658253
3_GLOBEX,p50,0.13416815742397137,2025-11-06,2025-11,HIGH,-93.41999999999825,0,STOP,-45.70999999999913
3_GLOBEX,p50,0.13416815742397137,2025-11-06,2025-11,LOW,88.0268336314839,1,TARGET,45.01341681574195
3_GLOBEX,p50,0.13416815742397137,2025-11-06,2025-11,HIGH,88.0268336314839,1,TARGET,45.01341681574195
3_GLOBEX,p50,0.13416815742397137,2025-11-07,2025-11,HIGH,91.89423076923413,1,TARGET,46.947115384617064
3_GLOBEX,p50,0.13416815742397137,2025-11-10,2025-11,LOW,84.63908765652741,1,TARGET,43.319543828263704
3_GLOBEX,p50,0.13416815742397137,2025-11-10,2025-11,HIGH,-96.91500000000087,0,STOP,-47.45750000000044
3_GLOBEX,p50,0.13416815742397137,2025-11-11,2025-11,HIGH,85.59503577817668,1,TARGET,43.79751788908834
3_GLOBEX,p50,0.13416815742397137,2025-11-11,2025-11,LOW,85.59503577817668,1,TARGET,43.79751788908834
3_GLOBEX,p50,0.13416815742397137,2025-11-11,2025-11,HIGH,-95.05750000000262,0,STOP,-46.52875000000131
3_GLOBEX,p50,0.13416815742397137,2025-11-12,2025-11,LOW,81.50626118067885,1,TARGET,41.753130590339424
3_GLOBEX,p50,0.13416815742397137,2025-11-12,2025-11,HIGH,81.50626118067885,1,TARGET,41.753130590339424
3_GLOBEX,p50,0.13416815742397137,2025-11-12,2025-11,LOW,-98.94799999999668,0,STOP,-48.47399999999834
3_GLOBEX,p50,0.13416815742397137,2025-11-13,2025-11,HIGH,79.08117173524079,1,TARGET,40.54058586762039
3_GLOBEX,p50,0.13416815742397137,2025-11-14,2025-11,HIGH,78.53443649374094,1,TARGET,40.26721824687047
3_GLOBEX,p50,0.13416815742397137,2025-11-14,2025-11,HIGH,78.53443649374094,1,TARGET,40.26721824687047
3_GLOBEX,p50,0.13416815742397137,2025-11-14,2025-11,HIGH,78.53443649374094,1,TARGET,40.26721824687047
3_GLOBEX,p50,0.13416815742397137,2025-11-17,2025-11,LOW,78.53443649374094,1,TARGET,40.26721824687047
3_GLOBEX,p50,0.13416815742397137,2025-11-18,2025-11,HIGH,86.33631484794023,1,TARGET,44.168157423970115
3_GLOBEX,p50,0.13416815742397137,2025-11-18,2025-11,LOW,86.33631484794023,1,TARGET,44.168157423970115
3_GLOBEX,p50,0.13416815742397137,2025-11-18,2025-11,HIGH,86.33631484794023,1,TARGET,44.168157423970115
3_GLOBEX,p50,0.13416815742397137,2025-11-18,2025-11,HIGH,-172.16799999999785,0,STOP,-85.08399999999892
3_GLOBEX,p50,0.13416815742397137,2025-11-20,2025-11,LOW,-101.78699999999662,0,STOP,-49.89349999999831
3_GLOBEX,p50,0.13416815742397137,2025-11-20,2025-11,HIGH,90.48881932021322,1,TARGET,46.24440966010661
3_GLOBEX,p50,0.13416815742397137,2025-11-21,2025-11,HIGH,100.31663685152307,1,TARGET,51.158318425761536
