swing_width,type,pivot_date,pivot_month,pivot_session,confluence_bucket,touchVolZ,breakVolZ,dormancy_hours,dormancy_bucket,broken,mfe_pts,mfe_atr,break_date,break_month
5,HIGH,2026-06-22,2026-06,GLOBEX,2+,-0.5817,-0.3968,2.53,MEDIUM,1,32.0000,0.0625,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,2+,-0.5022,0.0253,0.22,SHORT,1,934.5000,1.8252,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,2+,-0.5227,-0.2998,1.20,MEDIUM,1,934.5000,1.8252,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,2+,0.0917,-0.8681,0.22,SHORT,1,934.5000,1.8252,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,1,1.4252,-0.1174,3.95,LONG,1,870.0000,1.6992,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,0,0.1785,-0.1841,0.23,SHORT,1,949.2500,1.8540,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,2+,1.9344,0.1241,9.28,LONG,0,,,,
5,HIGH,2026-06-22,2026-06,GLOBEX,2+,0.6450,0.0684,7.72,LONG,0,,,,
5,HIGH,2026-06-22,2026-06,GLOBEX,2+,-0.5984,0.0387,0.20,SHORT,0,,,,
5,HIGH,2026-06-22,2026-06,GLOBEX,1,0.0325,-0.1622,3.45,LONG,1,31.5000,0.0615,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,1,1.0800,-0.2313,0.37,MEDIUM,1,943.2500,1.8422,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,2+,-0.2077,-0.1657,3.98,LONG,1,927.5000,1.8115,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,1,-0.4333,-0.3800,4.47,LONG,1,48.0000,0.0937,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,1,-0.2353,-0.1055,0.68,MEDIUM,1,940.2500,1.8364,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,1,0.1644,-0.0157,0.25,SHORT,1,48.0000,0.0937,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,1,0.6639,-0.1030,0.62,MEDIUM,1,915.5000,1.7880,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,0,-0.1775,0.2515,1.18,MEDIUM,1,31.5000,0.0615,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,0,1.6963,0.2687,25.45,LONG,1,836.2500,1.6333,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,2+,-0.2348,0.4030,9.53,LONG,1,968.0000,1.8906,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,2+,0.0795,0.3547,0.27,SHORT,1,959.5000,1.8740,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,1,0.5200,0.7033,1.83,MEDIUM,1,931.0000,1.8183,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,2+,0.9437,1.8764,1.78,MEDIUM,1,15.5000,0.0253,2026-06-30,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,1,0.6680,2.1951,91.55,LONG,1,78.2500,0.1276,2026-06-30,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,0,4.1323,0.9453,92.58,LONG,1,788.2500,1.5395,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,1,2.9816,1.8314,93.38,LONG,1,115.5000,0.1884,2026-06-30,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,0,2.0850,0.5298,0.40,MEDIUM,1,775.5000,1.5146,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,0,0.2345,-0.0544,27.02,LONG,1,1.7500,0.0034,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,1,-0.2646,-0.0718,129.95,LONG,1,823.7500,1.6088,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,0,0.0443,-0.0595,0.22,SHORT,1,132.0000,0.2153,2026-06-30,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,1,-0.1389,0.5630,27.35,LONG,1,794.0000,1.5507,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,1,-0.1971,-0.0663,93.25,LONG,1,156.5000,0.2552,2026-06-30,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,0,0.9141,0.7976,0.72,MEDIUM,1,775.5000,1.5146,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,1,0.4699,0.5049,0.32,SHORT,1,159.7500,0.2605,2026-06-30,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,2+,2.6484,1.7521,27.90,LONG,1,729.0000,1.4238,2026-06-22,2026-06
5,HIGH,2026-06-22,2026-06,GLOBEX,0,0.7698,1.5787,116.73,LONG,1,41.7500,0.0815,2026-06-22,2026-06
5,LOW,2026-06-22,2026-06,GLOBEX,0,0.8204,2.1394,147.93,LONG,1,720.7500,1.3572,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,3.5877,1.5970,112.55,LONG,1,171.2500,0.2793,2026-06-30,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,1.8087,0.3289,0.77,MEDIUM,1,727.5000,1.3699,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,1.2306,0.4573,119.62,LONG,1,233.0000,0.3800,2026-06-30,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,4.0744,3.5786,120.05,LONG,1,691.5000,1.3021,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,1.6310,0.3838,125.93,LONG,1,653.2500,1.2301,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.0683,0.8918,126.28,LONG,1,313.2500,0.5109,2026-06-30,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.7423,1.2382,0.27,SHORT,1,649.0000,1.2220,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,2.1778,1.1574,128.92,LONG,1,540.5000,1.0177,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,3.2152,3.7267,127.88,LONG,1,87.7500,0.1577,2026-06-25,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.7616,2.7766,128.05,LONG,1,509.7500,0.9598,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,2.6461,2.3601,425.40,LONG,1,65.5000,0.1213,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,1.6575,3.1404,132.18,LONG,1,477.5000,0.8991,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,2.9968,4.7857,424.80,LONG,1,91.2500,0.1690,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,4.1143,2.4321,425.02,LONG,1,412.2500,0.7763,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,2.7551,3.4504,130.80,LONG,1,163.2500,0.3023,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,4.4180,2.2346,0.23,SHORT,1,8.7500,0.0165,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,4.2378,0.8869,0.20,SHORT,1,10.5000,0.0198,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,2.0695,2.3268,620.98,LONG,1,365.2500,0.6878,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.5698,1.3945,0.63,MEDIUM,1,163.2500,0.3023,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.7752,1.6732,617.57,LONG,1,10.5000,0.0198,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,2.0775,1.9894,0.65,MEDIUM,1,372.5000,0.7014,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,2.9373,1.7127,0.27,SHORT,1,35.5000,0.0668,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,9.0369,1.3609,425.30,LONG,1,231.0000,0.4350,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,1.1562,2.2043,426.28,LONG,1,136.5000,0.2570,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,2+,3.9005,2.1226,627.45,LONG,1,194.2500,0.3658,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,3.0856,1.6274,0.70,MEDIUM,1,229.0000,0.4312,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,2.5323,1.5297,425.83,LONG,1,168.5000,0.3173,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,2+,3.8304,0.9436,0.47,MEDIUM,1,194.2500,0.3658,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,1.0539,1.4139,331.12,LONG,1,194.7500,0.3667,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,1.3009,0.9378,0.45,MEDIUM,1,226.2500,0.4260,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,1.4145,1.3098,0.48,MEDIUM,1,147.2500,0.2773,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.8308,0.9258,427.42,LONG,1,259.2500,0.4882,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.7361,3.1042,621.87,LONG,1,303.5000,0.5715,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,4.4834,0.2615,426.92,LONG,1,85.5000,0.1610,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,2.0968,0.6591,622.98,LONG,1,278.5000,0.5244,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,1.2708,0.1344,623.07,LONG,1,121.0000,0.2278,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.2684,1.2162,0.57,MEDIUM,1,271.5000,0.5112,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.4723,0.7540,1.33,MEDIUM,1,165.0000,0.3107,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,5.3235,0.6368,428.77,LONG,1,170.7500,0.3215,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.1759,1.2332,629.70,LONG,1,233.0000,0.4387,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,2+,0.7708,1.5021,2.15,MEDIUM,1,196.5000,0.3700,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,1.8047,0.1484,2.23,MEDIUM,1,199.0000,0.3747,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.6806,0.3364,0.30,SHORT,1,206.7500,0.3893,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,1.3053,1.7056,0.30,SHORT,1,194.0000,0.3653,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,5.2185,0.3031,2.72,LONG,1,175.0000,0.3295,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,5.2185,0.3031,2.43,MEDIUM,1,229.5000,0.4321,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,-0.1065,0.1895,0.25,SHORT,1,222.5000,0.4190,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.4069,0.8084,0.40,MEDIUM,1,194.7500,0.3667,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,-0.2467,0.7237,0.37,MEDIUM,1,229.5000,0.4321,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.8239,0.6141,1.50,MEDIUM,1,164.0000,0.3088,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.0357,0.5057,1.65,MEDIUM,1,266.7500,0.5023,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.6556,0.2661,2.33,MEDIUM,1,284.5000,0.5357,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,1.1312,0.4314,4.02,LONG,1,135.2500,0.2547,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,1.8562,0.6724,1.82,MEDIUM,1,134.2500,0.2528,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,-0.4001,0.3232,676.10,LONG,1,245.2500,0.4618,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,1.6507,0.1508,949.25,LONG,1,124.7500,0.2349,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,2+,1.5200,-0.2349,429.43,LONG,1,266.2500,0.5013,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,-0.1800,0.0506,957.08,LONG,1,147.0000,0.2768,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,-0.2521,-0.0787,429.62,LONG,1,278.7500,0.5249,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.7784,0.2905,335.98,LONG,1,113.0000,0.2128,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.4791,0.5720,335.82,LONG,1,297.5000,0.5602,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.5959,1.1622,0.18,SHORT,1,113.0000,0.2128,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,2+,1.7252,0.3705,335.60,LONG,1,30.0000,0.0565,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.5081,0.4011,2.93,LONG,1,222.7500,0.4194,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,-0.3822,0.5478,1.07,MEDIUM,1,144.7500,0.2726,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,1.3514,0.7929,6.45,LONG,1,35.5000,0.0668,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,0,0.5503,-0.1601,7.18,LONG,1,347.2500,0.6539,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,1.4171,0.1722,6.77,LONG,1,10.5000,0.0198,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.7984,0.6273,7.20,LONG,1,169.2500,0.3134,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,RTH,0,0.2775,0.3483,645.47,LONG,1,324.2500,0.6106,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,0.4508,0.4401,0.65,MEDIUM,1,211.7500,0.3922,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.3586,0.4054,5.70,LONG,1,252.7500,0.4759,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.4918,0.2046,5.48,LONG,1,277.2500,0.5135,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.3188,0.3437,3.38,LONG,1,210.7500,0.3968,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.2824,-0.0678,3.33,LONG,1,13.5000,0.0254,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.6181,-0.1859,433.18,LONG,1,169.5000,0.3192,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.7848,0.0496,2.92,LONG,1,131.5000,0.2476,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,1.1048,-0.3166,2.45,MEDIUM,1,87.2500,0.1643,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,-0.4009,-0.1794,0.50,MEDIUM,1,137.5000,0.2589,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.3672,0.1320,5.17,LONG,1,76.5000,0.1440,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.3293,-0.0694,6.30,LONG,1,277.2500,0.5135,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.6152,-0.3293,1.63,MEDIUM,1,243.5000,0.4585,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,-0.1503,-0.3387,4.45,LONG,1,277.2500,0.5135,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,-0.3567,-0.4395,0.43,MEDIUM,1,277.2500,0.5135,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,-0.3469,-0.1402,0.60,MEDIUM,1,243.5000,0.4585,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.0190,-0.3880,2.05,MEDIUM,1,3.0000,0.0056,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,-0.4306,-0.3506,5.72,LONG,1,204.5000,0.3851,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.0248,-0.5504,0.30,SHORT,1,3.0000,0.0056,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,0,0.0964,-0.4307,0.52,MEDIUM,1,231.7500,0.4364,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,-0.5485,-0.3846,0.35,MEDIUM,1,3.0000,0.0056,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,-0.1234,-0.4893,0.32,SHORT,1,253.0000,0.4764,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,-0.2564,-0.4375,0.22,SHORT,1,320.7500,0.5940,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.6190,-0.0409,2.25,MEDIUM,1,137.5000,0.2589,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,2+,-0.1351,-0.2310,5.43,LONG,1,108.7500,0.2048,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.2873,-0.3318,2.38,MEDIUM,1,131.5000,0.2476,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,1,0.4708,-0.4017,5.47,LONG,1,121.7500,0.2293,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,-0.6169,-0.6574,0.28,SHORT,1,137.2500,0.2584,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,-0.0468,-0.5980,0.22,SHORT,1,121.7500,0.2293,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,0,1.0697,0.6640,347.27,LONG,1,321.0000,0.5945,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,1.5393,0.4176,345.88,LONG,1,210.2500,0.3959,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,0,0.8614,0.7856,0.20,SHORT,1,299.5000,0.5547,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,2.6942,0.0623,0.78,MEDIUM,1,121.7500,0.2293,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,0,0.2254,-0.0381,341.25,LONG,1,45.5000,0.0857,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,2+,0.0215,0.7513,5.92,LONG,1,9.5000,0.0179,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,1,0.2428,-0.0325,6.42,LONG,1,94.2500,0.1775,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,-0.0663,0.1861,0.60,MEDIUM,1,146.0000,0.2749,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,RTH,0,0.7858,0.6699,0.72,MEDIUM,1,57.2500,0.1078,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,RTH,0,-0.0196,-0.1108,342.37,LONG,1,152.0000,0.2862,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.5804,-0.1223,0.28,SHORT,1,9.5000,0.0179,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,-0.4021,-0.4289,344.55,LONG,1,173.2500,0.3262,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.6401,-0.3389,4.70,LONG,1,107.5000,0.2024,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,-0.5323,-0.3820,0.95,MEDIUM,1,146.0000,0.2749,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,-0.2003,0.0667,0.25,SHORT,1,140.2500,0.2641,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.1074,0.1388,2.42,MEDIUM,1,127.0000,0.2391,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.9078,-0.1099,0.23,SHORT,1,127.0000,0.2391,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,-0.4171,-0.2490,9.58,LONG,1,95.0000,0.1789,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,-0.4531,0.9154,0.35,MEDIUM,1,74.0000,0.1393,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.5559,0.8265,2.23,MEDIUM,1,107.5000,0.2024,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.6081,0.0896,2.68,LONG,1,128.2500,0.2415,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,1.8905,0.0275,2.82,LONG,1,9.5000,0.0179,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.0052,0.6770,346.68,LONG,1,202.5000,0.3813,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.6618,0.2451,4.32,LONG,1,319.5000,0.5917,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,1.6000,0.2090,346.98,LONG,1,214.2500,0.4034,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.6658,0.3557,0.57,MEDIUM,1,174.0000,0.3276,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,2+,0.8186,1.6423,4.40,LONG,1,352.5000,0.6528,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,6.9915,0.2463,4.77,LONG,1,110.2500,0.2076,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.4570,0.8743,0.22,SHORT,1,110.2500,0.2076,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.3314,0.7891,6.17,LONG,1,210.2500,0.3959,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.1918,0.5044,9.40,LONG,1,273.7500,0.5155,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,-0.0987,0.1895,13.07,LONG,1,23.2500,0.0438,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.9676,1.1551,0.28,SHORT,1,273.7500,0.5155,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,2.4902,0.3362,7.20,LONG,1,20.2500,0.0381,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,-0.3358,-0.0843,12.72,LONG,1,325.0000,0.6120,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,2.1488,0.0307,0.20,SHORT,1,274.5000,0.5084,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.1479,0.3839,0.77,MEDIUM,1,49.2500,0.0912,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,2+,0.4585,-0.0723,14.08,LONG,1,250.0000,0.4707,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.1245,0.1223,9.32,LONG,1,75.0000,0.1412,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,-0.3060,0.3709,0.20,SHORT,1,75.0000,0.1412,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,0.8173,0.6381,10.27,LONG,1,228.5000,0.4303,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.2036,0.0693,14.08,LONG,1,65.2500,0.1229,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,-0.2352,0.1657,1.25,MEDIUM,1,281.5000,0.5301,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,0.7784,0.4170,0.27,SHORT,1,61.2500,0.1153,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.9355,0.5492,0.23,SHORT,1,263.2500,0.4957,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,2.6175,1.7621,0.25,SHORT,1,49.2500,0.0912,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.4092,0.1910,0.33,MEDIUM,1,281.5000,0.5301,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.1920,0.6392,0.22,SHORT,1,263.2500,0.4957,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,-0.1682,1.1416,0.53,MEDIUM,1,67.2500,0.1245,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,0,1.0770,-0.1908,1.18,MEDIUM,1,228.5000,0.4303,2026-06-23,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,1,0.0654,1.9471,4.32,LONG,1,90.0000,0.1667,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,2+,1.3367,2.1585,3.52,LONG,1,323.2500,0.5987,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,0,2.3351,1.1300,4.82,LONG,1,158.2500,0.2980,2026-06-23,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,0.9206,1.3366,7.95,LONG,1,300.2500,0.5561,2026-06-24,2026-06
5,HIGH,2026-06-23,2026-06,GLOBEX,2+,2.0616,0.3926,9.63,LONG,1,123.0000,0.2278,2026-06-24,2026-06
5,LOW,2026-06-23,2026-06,GLOBEX,1,1.3712,0.3472,5.52,LONG,1,336.0000,0.6223,2026-06-24,2026-06
5,HIGH,2026-06-24,2026-06,GLOBEX,1,0.2139,0.2420,4.18,LONG,1,149.5000,0.2769,2026-06-24,2026-06
5,LOW,2026-06-24,2026-06,GLOBEX,2+,0.0912,0.4300,0.78,MEDIUM,1,312.0000,0.5778,2026-06-24,2026-06
5,HIGH,2026-06-24,2026-06,GLOBEX,1,0.0122,0.4522,8.05,LONG,1,171.5000,0.3176,2026-06-24,2026-06
5,LOW,2026-06-24,2026-06,GLOBEX,1,1.3645,0.2720,352.03,LONG,1,388.7500,0.7200,2026-06-24,2026-06
5,LOW,2026-06-24,2026-06,GLOBEX,1,-0.2056,0.5383,3.55,LONG,1,475.2500,0.8802,2026-06-24,2026-06
5,LOW,2026-06-24,2026-06,GLOBEX,2+,3.5478,0.5421,4.10,LONG,1,508.0000,0.9408,2026-06-24,2026-06
5,LOW,2026-06-24,2026-06,GLOBEX,1,0.5762,0.6290,3.20,LONG,1,536.2500,0.9931,2026-06-24,2026-06
5,HIGH,2026-06-24,2026-06,GLOBEX,1,0.9846,0.4984,3.60,LONG,1,36.2500,0.0671,2026-06-24,2026-06
