swing_width,type,pivot_date,pivot_session,confluence_bucket,break_date,break_month,touchVolZ,breakVolZ,mfe_pts,mfe_atr
3,HIGH,2026-01-22,GLOBEX,2+,2026-01-22,2026-01,0.2002,-0.3450,34.7500,0.1333
5,HIGH,2026-01-22,GLOBEX,1,2026-01-22,2026-01,-0.0440,-0.1119,34.7500,0.1333
5,HIGH,2026-01-22,GLOBEX,2+,2026-01-22,2026-01,7.7968,-0.1948,34.7500,0.1333
5,HIGH,2026-01-22,GLOBEX,2+,2026-01-22,2026-01,0.2002,-0.2663,34.7500,0.1333
3,HIGH,2026-06-18,RTH,0,2026-06-18,2026-06,-0.2038,-0.4572,69.7500,0.1334
5,HIGH,2026-06-18,RTH,0,2026-06-18,2026-06,-0.2038,-0.2772,69.7500,0.1334
3,LOW,2026-05-20,GLOBEX,1,2026-05-20,2026-05,0.1410,-0.5949,48.5000,0.1334
3,LOW,2026-08-10,RTH,1,2026-08-10,2026-08,-0.4339,-0.7078,66.0000,0.1334
3,LOW,2026-08-10,GLOBEX,1,2026-08-10,2026-08,1.1861,-0.7030,66.0000,0.1334
5,LOW,2026-08-10,GLOBEX,1,2026-08-10,2026-08,1.1861,-0.3649,66.0000,0.1334
3,HIGH,2026-08-28,GLOBEX,2+,2026-08-28,2026-08,0.5636,0.0623,47.0000,0.1334
3,HIGH,2025-10-10,GLOBEX,1,2025-10-10,2025-10,-0.8160,-0.7423,27.2500,0.1334
5,HIGH,2025-10-10,GLOBEX,1,2025-10-10,2025-10,-0.8160,-0.7335,27.2500,0.1334
3,HIGH,2026-01-19,GLOBEX,0,2026-01-19,2026-01,1.7131,0.2028,32.2500,0.1334
5,HIGH,2026-01-19,GLOBEX,0,2026-01-19,2026-01,1.7131,-0.0786,32.2500,0.1334
3,HIGH,2026-08-23,GLOBEX,0,2026-08-25,2026-08,0.4446,0.1131,53.5000,0.1334
3,HIGH,2026-08-23,GLOBEX,0,2026-08-25,2026-08,-0.3977,0.2245,53.5000,0.1334
3,HIGH,2026-08-25,GLOBEX,0,2026-08-25,2026-08,10.7500,0.8325,53.5000,0.1334
5,HIGH,2026-08-23,GLOBEX,0,2026-08-25,2026-08,0.4446,-0.0780,53.5000,0.1334
5,HIGH,2026-08-25,GLOBEX,0,2026-08-25,2026-08,10.7500,0.9698,53.5000,0.1334
3,HIGH,2026-02-04,RTH,2+,2026-02-09,2026-02,0.3900,0.6198,48.7500,0.1334
3,HIGH,2026-07-03,RTH,2+,2026-07-03,2026-07,-2.1246,-1.8933,87.0000,0.1335
5,HIGH,2026-07-03,RTH,2+,2026-07-03,2026-07,-2.1246,-1.8591,87.0000,0.1335
3,LOW,2026-07-09,GLOBEX,0,2026-07-09,2026-07,-0.5842,-0.5772,69.7500,0.1335
3,HIGH,2025-12-29,RTH,2+,2026-01-06,2026-01,-0.0209,0.4409,36.0000,0.1335
3,LOW,2026-04-13,GLOBEX,1,2026-04-13,2026-04,-0.3689,1.0084,48.7500,0.1335
3,LOW,2026-04-13,GLOBEX,1,2026-04-13,2026-04,-0.9572,1.1872,48.7500,0.1335
3,HIGH,2026-07-13,GLOBEX,2+,2026-07-13,2026-07,-0.3903,-0.2470,65.0000,0.1335
3,LOW,2026-04-28,GLOBEX,1,2026-04-29,2026-04,0.8575,2.1661,45.0000,0.1335
5,LOW,2026-04-28,GLOBEX,1,2026-04-29,2026-04,0.8575,2.2512,45.0000,0.1335
3,HIGH,2026-08-31,RTH,2+,2026-08-31,2026-08,0.3202,0.0493,45.2500,0.1336
5,HIGH,2026-08-31,RTH,2+,2026-08-31,2026-08,0.3202,-0.1299,45.2500,0.1336
3,LOW,2026-05-29,GLOBEX,0,2026-05-29,2026-05,-0.4134,-0.1872,48.7500,0.1336
3,LOW,2026-05-29,GLOBEX,0,2026-05-29,2026-05,-0.4231,-0.2011,48.7500,0.1336
5,LOW,2026-05-29,GLOBEX,0,2026-05-29,2026-05,-0.4134,-0.3643,48.7500,0.1336
3,HIGH,2025-12-16,GLOBEX,2+,2025-12-16,2025-12,3.3380,2.2026,50.5000,0.1336
3,HIGH,2025-12-16,RTH,2+,2025-12-16,2025-12,2.5239,0.6757,50.5000,0.1336
5,HIGH,2025-12-16,GLOBEX,2+,2025-12-16,2025-12,3.3380,1.9454,50.5000,0.1336
5,HIGH,2025-12-16,RTH,2+,2025-12-16,2025-12,2.5239,0.5756,50.5000,0.1336
3,LOW,2026-02-23,RTH,0,2026-02-23,2026-02,-0.7746,-0.5286,54.5000,0.1336
3,LOW,2025-11-25,GLOBEX,0,2025-11-25,2025-11,-0.2415,1.3094,56.0000,0.1336
5,LOW,2025-11-25,GLOBEX,0,2025-11-25,2025-11,-0.2415,0.8041,56.0000,0.1336
3,LOW,2026-06-08,GLOBEX,1,2026-06-08,2026-06,0.2092,-0.3131,53.7500,0.1336
5,LOW,2026-06-08,GLOBEX,1,2026-06-08,2026-06,0.2092,0.1252,53.7500,0.1336
3,LOW,2025-12-19,GLOBEX,0,2025-12-19,2025-12,0.4413,0.1457,43.2500,0.1336
5,LOW,2025-12-19,GLOBEX,0,2025-12-19,2025-12,0.4413,0.1149,43.2500,0.1336
3,HIGH,2026-08-17,RTH,2+,2026-08-17,2026-08,-0.5560,-0.9233,59.2500,0.1336
5,HIGH,2026-08-17,RTH,2+,2026-08-17,2026-08,-0.5560,-0.8857,59.2500,0.1336
3,LOW,2026-04-01,GLOBEX,0,2026-04-01,2026-04,1.3905,0.1290,51.7500,0.1337
3,HIGH,2026-02-12,GLOBEX,0,2026-02-12,2026-02,1.2907,-0.1655,50.5000,0.1338
5,HIGH,2026-02-12,GLOBEX,0,2026-02-12,2026-02,1.2907,-0.1577,50.5000,0.1338
3,HIGH,2026-06-19,GLOBEX,2+,2026-06-19,2026-06,0.1556,-0.9061,69.7500,0.1338
3,HIGH,2026-06-19,GLOBEX,2+,2026-06-19,2026-06,-0.4311,-0.9751,69.7500,0.1338
3,HIGH,2026-06-19,GLOBEX,2+,2026-06-19,2026-06,-0.7161,-0.7985,69.7500,0.1338
3,LOW,2026-06-19,GLOBEX,0,2026-06-19,2026-06,-0.3161,-0.6424,69.7500,0.1338
5,HIGH,2026-06-19,GLOBEX,2+,2026-06-19,2026-06,-0.4311,-1.1640,69.7500,0.1338
3,LOW,2026-08-06,GLOBEX,0,2026-08-06,2026-08,1.7764,0.5677,66.5000,0.1338
3,HIGH,2026-08-10,GLOBEX,1,2026-08-10,2026-08,-0.5080,-0.5391,66.2500,0.1339
3,HIGH,2026-08-10,RTH,0,2026-08-10,2026-08,-0.3820,-0.8291,66.2500,0.1339
3,HIGH,2026-08-10,RTH,1,2026-08-10,2026-08,-0.7762,-1.0055,66.2500,0.1339
3,LOW,2026-08-10,GLOBEX,2+,2026-08-10,2026-08,1.6969,-0.6475,66.2500,0.1339
3,LOW,2026-08-10,GLOBEX,2+,2026-08-10,2026-08,-0.4268,-0.6794,66.2500,0.1339
5,HIGH,2026-08-10,RTH,1,2026-08-10,2026-08,-0.7762,-0.9305,66.2500,0.1339
5,LOW,2026-08-10,GLOBEX,2+,2026-08-10,2026-08,1.6969,-0.6820,66.2500,0.1339
5,LOW,2026-08-10,GLOBEX,2+,2026-08-10,2026-08,-0.4268,-0.6459,66.2500,0.1339
3,HIGH,2026-09-01,GLOBEX,1,2026-09-01,2026-09,1.2483,-0.7924,42.2500,0.1339
5,HIGH,2026-09-01,GLOBEX,1,2026-09-01,2026-09,1.2483,-0.5794,42.2500,0.1339
3,HIGH,2026-04-14,GLOBEX,0,2026-04-14,2026-04,-0.5369,-0.4550,48.5000,0.1340
3,HIGH,2026-04-14,GLOBEX,0,2026-04-14,2026-04,-0.1033,-0.5661,48.5000,0.1340
3,HIGH,2026-04-14,GLOBEX,0,2026-04-14,2026-04,-0.6736,-0.7064,48.5000,0.1340
3,HIGH,2026-04-14,GLOBEX,0,2026-04-14,2026-04,-0.7265,-0.4461,48.5000,0.1340
5,HIGH,2026-04-14,GLOBEX,0,2026-04-14,2026-04,-0.1033,-0.7334,48.5000,0.1340
5,HIGH,2026-04-14,GLOBEX,0,2026-04-14,2026-04,-0.6736,-0.6364,48.5000,0.1340
3,HIGH,2026-08-12,GLOBEX,2+,2026-08-12,2026-08,0.6830,-0.0717,65.0000,0.1340
3,HIGH,2026-08-12,GLOBEX,2+,2026-08-12,2026-08,0.1940,-0.3973,65.0000,0.1340
5,HIGH,2026-08-12,GLOBEX,2+,2026-08-12,2026-08,0.6830,-0.2894,65.0000,0.1340
3,LOW,2025-12-30,GLOBEX,2+,2025-12-30,2025-12,-0.1007,0.2687,35.7500,0.1340
3,HIGH,2026-06-26,RTH,0,2026-06-26,2026-06,-0.4687,-0.2884,77.7500,0.1340
3,HIGH,2026-07-27,GLOBEX,0,2026-07-27,2026-07,-0.6417,-0.3606,60.0000,0.1341
3,HIGH,2026-07-27,GLOBEX,0,2026-07-27,2026-07,-0.6073,-0.6776,60.0000,0.1341
5,HIGH,2026-07-27,GLOBEX,0,2026-07-27,2026-07,-0.6417,-0.1511,60.0000,0.1341
5,HIGH,2026-07-27,GLOBEX,0,2026-07-27,2026-07,-0.6073,-0.7907,60.0000,0.1341
3,LOW,2026-04-09,GLOBEX,2+,2026-04-09,2026-04,-0.9587,-0.5377,49.7500,0.1341
3,LOW,2026-04-09,GLOBEX,2+,2026-04-09,2026-04,0.1918,-0.0841,49.7500,0.1341
3,HIGH,2026-04-22,RTH,0,2026-04-22,2026-04,0.9278,0.4661,47.7500,0.1341
3,LOW,2026-04-22,GLOBEX,2+,2026-04-22,2026-04,-0.7087,-0.3726,47.7500,0.1341
5,LOW,2026-04-22,GLOBEX,2+,2026-04-22,2026-04,-0.7087,-0.3395,47.7500,0.1341
3,LOW,2026-02-06,GLOBEX,2+,2026-02-06,2026-02,2.5251,1.9851,48.0000,0.1342
3,LOW,2026-03-31,GLOBEX,0,2026-03-31,2026-03,-0.0680,-0.0783,51.2500,0.1342
3,LOW,2026-03-09,GLOBEX,2+,2026-03-09,2026-03,1.2571,0.7901,51.7500,0.1342
5,LOW,2026-03-09,GLOBEX,2+,2026-03-09,2026-03,1.2571,0.1142,51.7500,0.1342
3,LOW,2026-02-26,RTH,1,2026-02-26,2026-02,0.5819,-0.0835,57.2500,0.1343
3,LOW,2026-02-26,RTH,1,2026-02-26,2026-02,0.5139,-0.4732,57.2500,0.1343
3,LOW,2026-02-26,RTH,1,2026-02-26,2026-02,-0.7421,-0.2734,57.2500,0.1343
3,LOW,2026-02-26,RTH,1,2026-02-26,2026-02,-0.5581,0.7405,57.2500,0.1343
5,LOW,2026-02-26,RTH,1,2026-02-26,2026-02,0.5819,-0.0897,57.2500,0.1343
5,LOW,2026-02-26,RTH,1,2026-02-26,2026-02,0.5139,-0.5167,57.2500,0.1343
5,LOW,2026-02-26,RTH,1,2026-02-26,2026-02,-0.7421,0.1432,57.2500,0.1343
3,HIGH,2026-03-20,RTH,0,2026-03-20,2026-03,-0.6520,-0.4593,50.7500,0.1343
3,HIGH,2026-03-20,RTH,1,2026-03-20,2026-03,-0.1300,-0.6810,50.7500,0.1343
3,HIGH,2026-03-20,RTH,1,2026-03-20,2026-03,-0.4993,-0.5748,50.7500,0.1343
5,HIGH,2026-03-20,RTH,1,2026-03-20,2026-03,-0.1300,-0.6755,50.7500,0.1343
3,HIGH,2025-09-18,RTH,1,2025-09-18,2025-09,-1.3979,-1.2223,28.5000,0.1344
3,LOW,2025-09-18,GLOBEX,0,2025-09-18,2025-09,-1.9160,-1.1551,28.5000,0.1344
5,LOW,2025-09-18,GLOBEX,0,2025-09-18,2025-09,-1.9160,-1.0731,28.5000,0.1344
3,HIGH,2026-01-18,GLOBEX,0,2026-01-18,2026-01,3.6886,0.3707,32.5000,0.1344
3,LOW,2026-01-19,GLOBEX,0,2026-01-19,2026-01,3.2162,1.3222,32.5000,0.1344
5,LOW,2026-01-19,GLOBEX,0,2026-01-19,2026-01,3.2162,0.8361,32.5000,0.1344
3,HIGH,2026-07-06,GLOBEX,2+,2026-07-09,2026-07,-0.3843,-0.2227,70.2500,0.1344
5,HIGH,2026-07-06,GLOBEX,2+,2026-07-09,2026-07,-0.3843,-0.0308,70.2500,0.1344
3,LOW,2026-08-24,RTH,2+,2026-09-02,2026-09,-1.0736,-0.4672,39.5000,0.1344
3,LOW,2026-08-24,RTH,2+,2026-09-02,2026-09,-0.6842,0.1695,39.5000,0.1344
3,LOW,2026-09-02,GLOBEX,0,2026-09-02,2026-09,-0.1822,0.9131,39.5000,0.1344
5,LOW,2026-08-24,RTH,2+,2026-09-02,2026-09,-0.6842,0.2440,39.5000,0.1344
5,LOW,2026-09-02,GLOBEX,0,2026-09-02,2026-09,-0.1822,0.8206,39.5000,0.1344
3,HIGH,2026-02-11,RTH,0,2026-02-11,2026-02,1.4370,-0.2122,50.5000,0.1344
3,HIGH,2026-02-11,RTH,0,2026-02-11,2026-02,-0.4189,-0.4281,50.5000,0.1344
5,HIGH,2026-02-11,RTH,0,2026-02-11,2026-02,1.4370,-0.1946,50.5000,0.1344
5,HIGH,2026-02-11,RTH,0,2026-02-11,2026-02,-0.4189,-0.4455,50.5000,0.1344
3,LOW,2026-07-20,GLOBEX,2+,2026-07-20,2026-07,0.9870,-0.3046,68.0000,0.1345
3,LOW,2026-07-20,GLOBEX,2+,2026-07-20,2026-07,-0.2918,-0.1468,68.0000,0.1345
5,LOW,2026-07-20,GLOBEX,2+,2026-07-20,2026-07,0.9870,-0.1746,68.0000,0.1345
3,HIGH,2026-04-27,GLOBEX,2+,2026-04-27,2026-04,-0.0775,0.3209,48.7500,0.1345
5,HIGH,2026-04-27,GLOBEX,2+,2026-04-27,2026-04,-0.0775,0.7094,48.7500,0.1345
3,LOW,2025-12-17,RTH,1,2025-12-17,2025-12,0.0620,0.6148,49.2500,0.1345
5,LOW,2025-12-17,RTH,1,2025-12-17,2025-12,0.0620,0.2384,49.2500,0.1345
3,LOW,2026-03-03,GLOBEX,0,2026-03-04,2026-03,0.9414,2.7168,54.5000,0.1345
3,LOW,2026-03-04,GLOBEX,0,2026-03-04,2026-03,0.1005,0.1771,54.5000,0.1345
5,LOW,2026-03-03,GLOBEX,0,2026-03-04,2026-03,0.9414,2.6513,54.5000,0.1345
5,LOW,2026-03-04,GLOBEX,0,2026-03-04,2026-03,0.1005,-0.0822,54.5000,0.1345
3,LOW,2026-05-11,GLOBEX,2+,2026-05-11,2026-05,0.1944,-0.0310,44.0000,0.1346
5,LOW,2026-05-11,GLOBEX,2+,2026-05-11,2026-05,0.1944,-0.2696,44.0000,0.1346
3,LOW,2026-08-24,GLOBEX,1,2026-08-25,2026-08,-0.4105,0.2083,54.0000,0.1346
5,LOW,2026-08-24,GLOBEX,1,2026-08-25,2026-08,-0.4105,0.4940,54.0000,0.1346
3,HIGH,2025-12-03,GLOBEX,1,2025-12-03,2025-12,0.6606,-0.3465,56.5000,0.1347
5,HIGH,2025-12-03,GLOBEX,1,2025-12-03,2025-12,0.6606,-0.4037,56.5000,0.1347
3,HIGH,2026-02-18,RTH,2+,2026-02-20,2026-02,-0.4222,0.5360,53.7500,0.1347
3,HIGH,2026-08-17,GLOBEX,2+,2026-08-17,2026-08,-0.0639,-0.6845,59.7500,0.1348
5,HIGH,2026-08-17,GLOBEX,2+,2026-08-17,2026-08,-0.0639,-0.3347,59.7500,0.1348
3,HIGH,2026-02-08,GLOBEX,0,2026-02-08,2026-02,0.2089,1.5767,49.2500,0.1348
3,HIGH,2026-02-08,GLOBEX,0,2026-02-08,2026-02,0.5795,2.4838,49.2500,0.1348
5,HIGH,2026-02-08,GLOBEX,0,2026-02-08,2026-02,0.2089,1.7929,49.2500,0.1348
3,HIGH,2026-07-15,GLOBEX,2+,2026-07-15,2026-07,0.1424,-0.3767,64.2500,0.1349
3,HIGH,2025-12-25,GLOBEX,0,2025-12-25,2025-12,-0.7256,-0.4746,35.5000,0.1349
3,HIGH,2025-12-25,GLOBEX,0,2025-12-26,2025-12,-0.7398,-0.7976,35.5000,0.1349
5,HIGH,2025-12-25,GLOBEX,0,2025-12-25,2025-12,-0.7256,-0.5618,35.5000,0.1349
3,LOW,2026-05-05,RTH,0,2026-05-05,2026-05,2.0839,-0.7010,42.5000,0.1349
3,LOW,2026-05-05,RTH,0,2026-05-05,2026-05,-0.6081,-0.6642,42.5000,0.1349
5,LOW,2026-05-05,RTH,0,2026-05-05,2026-05,2.0839,-0.7351,42.5000,0.1349
5,LOW,2026-05-05,RTH,0,2026-05-05,2026-05,-0.6081,-0.6227,42.5000,0.1349
3,LOW,2026-08-13,GLOBEX,2+,2026-08-13,2026-08,-0.7374,-0.8907,62.7500,0.1349
3,LOW,2026-05-29,RTH,1,2026-05-29,2026-05,0.3478,0.8030,49.2500,0.1349
3,HIGH,2026-02-19,GLOBEX,2+,2026-02-19,2026-02,-0.5252,-0.5282,53.7500,0.1349
3,LOW,2026-05-28,RTH,0,2026-05-28,2026-05,-0.5975,0.1956,49.5000,0.1350
3,LOW,2026-05-28,RTH,0,2026-05-28,2026-05,0.6051,-0.3617,49.5000,0.1350
3,LOW,2026-05-28,GLOBEX,0,2026-05-28,2026-05,0.9252,-0.6538,49.5000,0.1350
3,LOW,2026-05-28,GLOBEX,0,2026-05-28,2026-05,-0.0503,-0.5129,49.5000,0.1350
5,LOW,2026-05-28,RTH,0,2026-05-28,2026-05,-0.5975,0.1470,49.5000,0.1350
5,LOW,2026-05-28,RTH,0,2026-05-28,2026-05,0.6051,-0.2721,49.5000,0.1350
5,LOW,2026-05-28,GLOBEX,0,2026-05-28,2026-05,0.9252,-0.5956,49.5000,0.1350
5,LOW,2026-05-28,GLOBEX,0,2026-05-28,2026-05,-0.0503,-0.6573,49.5000,0.1350
3,HIGH,2026-07-21,GLOBEX,0,2026-07-21,2026-07,-0.0184,-0.4628,68.0000,0.1350
3,HIGH,2026-07-21,GLOBEX,1,2026-07-21,2026-07,-0.2044,-0.9373,68.0000,0.1350
3,HIGH,2026-07-21,GLOBEX,1,2026-07-21,2026-07,-1.0466,-0.2358,68.0000,0.1350
5,HIGH,2026-07-21,GLOBEX,1,2026-07-21,2026-07,-0.2044,-0.9006,68.0000,0.1350
3,HIGH,2026-07-07,GLOBEX,2+,2026-07-07,2026-07,-0.0515,0.5031,80.2500,0.1350
5,HIGH,2026-07-07,GLOBEX,2+,2026-07-07,2026-07,-0.0515,0.4432,80.2500,0.1350
3,HIGH,2026-08-31,GLOBEX,1,2026-08-31,2026-08,-0.5645,-0.2358,45.7500,0.1350
3,LOW,2025-12-29,GLOBEX,1,2025-12-29,2025-12,-0.6374,-0.7991,36.0000,0.1350
3,LOW,2025-12-29,GLOBEX,1,2025-12-29,2025-12,0.0723,0.0980,36.0000,0.1350
5,LOW,2025-12-29,GLOBEX,1,2025-12-29,2025-12,0.0723,0.1074,36.0000,0.1350
3,HIGH,2025-11-24,RTH,0,2025-11-24,2025-11,0.3379,0.8686,54.2500,0.1350
5,HIGH,2025-11-24,RTH,0,2025-11-24,2025-11,0.3379,0.8108,54.2500,0.1350
3,HIGH,2026-08-21,GLOBEX,2+,2026-08-21,2026-08,-0.4140,-0.6844,57.7500,0.1351
3,HIGH,2026-02-12,GLOBEX,0,2026-02-12,2026-02,-0.5830,-0.5416,51.0000,0.1351
5,HIGH,2026-02-12,GLOBEX,0,2026-02-12,2026-02,-0.5830,-0.3477,51.0000,0.1351
3,HIGH,2026-01-28,GLOBEX,1,2026-01-28,2026-01,0.5688,0.1252,37.5000,0.1352
3,LOW,2026-08-04,RTH,0,2026-08-04,2026-08,0.1479,-0.2217,65.2500,0.1352
3,LOW,2026-08-04,RTH,0,2026-08-04,2026-08,1.8220,0.3430,65.2500,0.1352
5,LOW,2026-08-04,RTH,0,2026-08-04,2026-08,0.1479,-0.2933,65.2500,0.1352
5,LOW,2026-08-04,RTH,0,2026-08-04,2026-08,1.8220,0.3901,65.2500,0.1352
3,HIGH,2026-03-11,GLOBEX,1,2026-03-11,2026-03,0.7667,0.0864,54.5000,0.1352
3,HIGH,2026-06-25,GLOBEX,2+,2026-06-25,2026-06,0.4859,-0.6727,75.2500,0.1353
3,HIGH,2026-06-25,GLOBEX,2+,2026-06-25,2026-06,-0.9710,-0.1434,75.2500,0.1353
3,HIGH,2026-06-25,GLOBEX,2+,2026-06-25,2026-06,-0.1188,-0.4892,75.2500,0.1353
5,HIGH,2026-06-25,GLOBEX,2+,2026-06-25,2026-06,0.4859,-0.6224,75.2500,0.1353
5,HIGH,2026-06-25,GLOBEX,2+,2026-06-25,2026-06,-0.9710,-0.0739,75.2500,0.1353
5,HIGH,2026-06-25,GLOBEX,2+,2026-06-25,2026-06,-0.1188,-0.3352,75.2500,0.1353
3,HIGH,2026-07-22,GLOBEX,0,2026-07-22,2026-07,3.3790,-0.2730,67.0000,0.1353
5,HIGH,2026-07-22,GLOBEX,0,2026-07-22,2026-07,3.3790,-0.0816,67.0000,0.1353
3,HIGH,2026-06-26,RTH,1,2026-06-26,2026-06,0.3550,-0.5728,78.5000,0.1353
5,HIGH,2026-06-26,RTH,1,2026-06-26,2026-06,0.3550,-0.5276,78.5000,0.1353
3,HIGH,2026-03-24,GLOBEX,0,2026-03-25,2026-03,0.0637,0.0636,50.7500,0.1354
3,HIGH,2026-03-24,GLOBEX,2+,2026-03-25,2026-03,-0.0512,0.0074,50.7500,0.1354
5,HIGH,2026-03-24,GLOBEX,2+,2026-03-25,2026-03,-0.0512,-0.0157,50.7500,0.1354
3,LOW,2026-08-13,GLOBEX,1,2026-08-13,2026-08,-0.3948,-0.7676,63.0000,0.1355
3,HIGH,2026-07-16,RTH,0,2026-07-16,2026-07,1.6557,0.5360,64.2500,0.1355
5,HIGH,2026-07-16,RTH,0,2026-07-16,2026-07,1.6557,0.1565,64.2500,0.1355
3,LOW,2025-12-09,RTH,1,2025-12-09,2025-12,0.4244,0.3342,52.5000,0.1355
5,LOW,2025-12-09,RTH,1,2025-12-09,2025-12,0.4244,0.3358,52.5000,0.1355
3,LOW,2026-07-21,GLOBEX,0,2026-07-21,2026-07,-0.1046,-0.2215,68.2500,0.1355
3,LOW,2026-07-21,GLOBEX,0,2026-07-21,2026-07,-0.6589,0.2331,68.2500,0.1355
5,LOW,2026-07-21,GLOBEX,0,2026-07-21,2026-07,-0.6589,0.1814,68.2500,0.1355
3,HIGH,2026-04-28,GLOBEX,0,2026-04-28,2026-04,8.0324,1.5973,47.5000,0.1355
3,HIGH,2026-04-28,GLOBEX,0,2026-04-28,2026-04,-0.2358,3.6644,47.5000,0.1355
3,LOW,2026-02-09,RTH,1,2026-02-09,2026-02,-0.1048,-0.2226,49.5000,0.1355
5,LOW,2026-02-09,RTH,1,2026-02-09,2026-02,-0.1048,-0.3110,49.5000,0.1355
3,HIGH,2026-01-15,RTH,0,2026-01-15,2026-01,-0.3866,0.3129,34.5000,0.1355
3,LOW,2026-04-22,GLOBEX,2+,2026-04-22,2026-04,1.2532,-0.5103,48.2500,0.1355
3,HIGH,2026-09-01,RTH,1,2026-09-01,2026-09,-0.4600,0.3723,42.7500,0.1355
3,HIGH,2026-09-01,RTH,1,2026-09-01,2026-09,0.4072,-0.3562,42.7500,0.1355
3,HIGH,2026-09-01,RTH,1,2026-09-01,2026-09,-0.2749,-0.1893,42.7500,0.1355
5,HIGH,2026-09-01,RTH,1,2026-09-01,2026-09,-0.4600,-0.0873,42.7500,0.1355
5,HIGH,2026-09-01,RTH,1,2026-09-01,2026-09,0.4072,-0.4670,42.7500,0.1355
5,HIGH,2026-09-01,RTH,1,2026-09-01,2026-09,-0.2749,-0.0020,42.7500,0.1355
3,HIGH,2026-02-03,GLOBEX,0,2026-02-03,2026-02,-0.0886,-0.2393,41.2500,0.1355
3,HIGH,2026-02-03,GLOBEX,0,2026-02-03,2026-02,-0.5988,-0.3546,41.2500,0.1355
3,LOW,2025-12-04,RTH,2+,2025-12-04,2025-12,0.6516,0.8270,56.2500,0.1355
3,LOW,2025-12-04,RTH,2+,2025-12-04,2025-12,0.3991,0.8824,56.2500,0.1355
5,LOW,2025-12-04,RTH,2+,2025-12-04,2025-12,0.6516,0.8773,56.2500,0.1355
5,LOW,2025-12-04,RTH,2+,2025-12-04,2025-12,0.3991,0.8490,56.2500,0.1355
3,HIGH,2026-07-23,GLOBEX,0,2026-07-23,2026-07,-0.0788,-0.2977,64.5000,0.1356
3,HIGH,2026-07-23,GLOBEX,0,2026-07-23,2026-07,-0.3835,0.0077,64.5000,0.1356
3,HIGH,2026-03-20,GLOBEX,0,2026-03-20,2026-03,0.2943,-0.5503,51.2500,0.1356
5,HIGH,2026-03-20,GLOBEX,0,2026-03-20,2026-03,0.2943,-0.1909,51.2500,0.1356
3,HIGH,2026-05-24,GLOBEX,0,2026-05-24,2026-05,1.5550,-0.3266,49.2500,0.1357
5,HIGH,2026-05-24,GLOBEX,0,2026-05-24,2026-05,1.5550,1.2057,49.2500,0.1357
3,HIGH,2026-03-04,GLOBEX,0,2026-03-04,2026-03,1.2922,0.1571,55.0000,0.1358
5,HIGH,2026-03-04,GLOBEX,0,2026-03-04,2026-03,1.2922,-0.0837,55.0000,0.1358
3,LOW,2026-08-30,GLOBEX,0,2026-08-30,2026-08,4.2191,1.3755,46.0000,0.1358
5,LOW,2026-08-30,GLOBEX,0,2026-08-30,2026-08,4.2191,1.1812,46.0000,0.1358
3,HIGH,2026-08-02,GLOBEX,1,2026-08-02,2026-08,3.3128,-0.1473,63.2500,0.1358
5,HIGH,2026-08-02,GLOBEX,1,2026-08-02,2026-08,3.3128,-0.0007,63.2500,0.1358
3,HIGH,2026-02-04,GLOBEX,1,2026-02-04,2026-02,0.7212,-0.2490,44.7500,0.1358
5,HIGH,2026-02-04,GLOBEX,1,2026-02-04,2026-02,0.7212,-0.3707,44.7500,0.1358
3,HIGH,2026-04-26,GLOBEX,0,2026-04-26,2026-04,0.4292,1.3493,49.2500,0.1359
3,HIGH,2025-12-26,GLOBEX,2+,2025-12-26,2025-12,0.5687,-0.5280,35.7500,0.1359
3,HIGH,2025-12-25,GLOBEX,0,2025-12-26,2025-12,-0.9085,-0.4019,35.7500,0.1359
3,HIGH,2025-12-25,GLOBEX,0,2025-12-26,2025-12,-0.7139,-0.3495,35.7500,0.1359
3,HIGH,2025-12-26,GLOBEX,2+,2025-12-26,2025-12,-0.4020,-0.3973,35.7500,0.1359
3,HIGH,2025-12-26,GLOBEX,2+,2025-12-26,2025-12,-0.5314,-0.5125,35.7500,0.1359
5,HIGH,2025-12-25,GLOBEX,0,2025-12-26,2025-12,-0.7139,-0.5207,35.7500,0.1359
5,HIGH,2025-12-26,GLOBEX,2+,2025-12-26,2025-12,0.5687,-0.5676,35.7500,0.1359
5,HIGH,2025-12-26,GLOBEX,2+,2025-12-26,2025-12,-0.4020,-0.4663,35.7500,0.1359
5,HIGH,2025-12-26,GLOBEX,2+,2025-12-26,2025-12,-0.5314,-0.4551,35.7500,0.1359
3,HIGH,2026-08-17,GLOBEX,2+,2026-08-17,2026-08,-0.9110,-0.5041,60.2500,0.1359
3,LOW,2026-04-02,GLOBEX,0,2026-04-02,2026-04,-0.0017,0.0223,52.0000,0.1359
3,LOW,2026-04-02,GLOBEX,0,2026-04-02,2026-04,0.5094,-0.5490,52.0000,0.1359
5,LOW,2026-04-02,GLOBEX,0,2026-04-02,2026-04,0.5094,-0.1731,52.0000,0.1359
3,HIGH,2026-02-18,RTH,1,2026-02-20,2026-02,-0.2586,-0.1040,54.2500,0.1359
3,HIGH,2026-02-18,RTH,2+,2026-02-20,2026-02,0.5798,1.8301,54.2500,0.1359
3,HIGH,2026-02-20,RTH,2+,2026-02-20,2026-02,3.3056,0.7311,54.2500,0.1359
