swing_width,type,pivot_date,pivot_session,touchVolZ,touchVolZBucket,breakVolZ,breakVolZBucket,confluenceCount,retest_date,retest_session,rxn_3,rxn_6,rxn_12,rxn_24
3,LOW,2026-06-09,GLOBEX,-0.4250,NORMAL_LOW,-0.3342,NORMAL_LOW,0,2026-06-09,GLOBEX,17.2500,26.7500,38.2500,33.7500
3,HIGH,2026-04-21,GLOBEX,-0.6184,NORMAL_LOW,-0.3342,NORMAL_LOW,0,2026-04-21,GLOBEX,-5.2500,-6.0000,-14.0000,-0.7500
3,HIGH,2026-07-23,GLOBEX,0.1039,NORMAL_LOW,-0.3342,NORMAL_LOW,0,2026-07-23,GLOBEX,-1.5000,14.0000,38.2500,26.7500
3,LOW,2026-04-24,GLOBEX,-0.6015,NORMAL_LOW,-0.3342,NORMAL_LOW,1,2026-04-24,GLOBEX,10.0000,12.7500,12.5000,-9.0000
5,HIGH,2026-04-24,GLOBEX,-0.3969,NORMAL_LOW,-0.3342,NORMAL_LOW,1,2026-04-28,GLOBEX,-15.0000,-22.5000,-38.2500,-82.7500
5,LOW,2026-05-31,GLOBEX,-0.3821,NORMAL_LOW,-0.3342,NORMAL_LOW,0,2026-05-31,GLOBEX,2.7500,14.0000,11.5000,16.0000
3,HIGH,2026-05-31,GLOBEX,-0.2029,NORMAL_LOW,-0.3342,NORMAL_LOW,0,2026-06-01,GLOBEX,-3.7500,-17.2500,-12.0000,-45.5000
3,LOW,2026-04-24,GLOBEX,-0.0110,NORMAL_LOW,-0.3342,NORMAL_LOW,0,2026-04-24,GLOBEX,8.5000,8.2500,17.2500,5.7500
5,LOW,2026-01-23,GLOBEX,-0.0047,NORMAL_LOW,-0.3342,NORMAL_LOW,2+,2026-01-25,GLOBEX,-21.7500,-9.5000,23.7500,30.5000
5,LOW,2026-09-03,GLOBEX,-1.2547,NORMAL_LOW,-0.3341,NORMAL_LOW,1,2026-09-03,GLOBEX,0.7500,5.5000,5.2500,16.0000
5,LOW,2026-06-25,RTH,0.4641,NORMAL_LOW,-0.3341,NORMAL_LOW,1,2026-06-25,RTH,-9.2500,-28.2500,-2.5000,-37.2500
3,LOW,2026-07-26,GLOBEX,-0.3701,NORMAL_LOW,-0.3340,NORMAL_LOW,0,2026-07-26,GLOBEX,21.7500,-9.0000,-40.7500,-55.5000
5,HIGH,2026-01-08,GLOBEX,-0.4713,NORMAL_LOW,-0.3340,NORMAL_LOW,2+,2026-01-09,GLOBEX,0.7500,1.5000,-8.7500,-7.5000
3,LOW,2026-07-26,GLOBEX,-0.1992,NORMAL_LOW,-0.3340,NORMAL_LOW,0,2026-07-26,GLOBEX,-5.0000,-8.5000,8.0000,3.0000
3,LOW,2026-02-26,GLOBEX,0.9093,HIGH,-0.3340,NORMAL_LOW,2+,2026-02-26,GLOBEX,-1.2500,-0.5000,-11.2500,-28.7500
3,HIGH,2026-05-15,RTH,-0.6953,NORMAL_LOW,-0.3340,NORMAL_LOW,0,2026-05-15,RTH,-5.5000,-16.5000,-31.7500,-53.5000
5,HIGH,2026-02-10,GLOBEX,-0.7621,NORMAL_LOW,-0.3339,NORMAL_LOW,2+,2026-02-10,GLOBEX,-9.7500,-19.0000,-15.0000,-22.5000
3,LOW,2026-07-08,GLOBEX,0.3395,NORMAL_LOW,-0.3339,NORMAL_LOW,0,2026-07-08,GLOBEX,-15.0000,-16.0000,33.2500,-243.7500
5,HIGH,2026-08-13,RTH,-0.1034,NORMAL_LOW,-0.3339,NORMAL_LOW,0,2026-08-13,GLOBEX,2.5000,-4.5000,-5.7500,-17.2500
5,HIGH,2026-04-20,RTH,2.2275,HIGH,-0.3339,NORMAL_LOW,1,2026-04-21,RTH,-49.2500,-43.0000,-62.0000,-20.7500
5,LOW,2026-04-20,RTH,2.2275,HIGH,-0.3339,NORMAL_LOW,1,2026-04-20,RTH,-10.0000,1.7500,12.0000,16.5000
3,HIGH,2026-07-23,GLOBEX,-0.4147,NORMAL_LOW,-0.3339,NORMAL_LOW,0,2026-07-23,GLOBEX,8.0000,28.2500,56.7500,133.0000
5,LOW,2025-12-30,GLOBEX,-0.5555,NORMAL_LOW,-0.3339,NORMAL_LOW,2+,2025-12-30,GLOBEX,8.5000,-1.2500,6.5000,-16.2500
3,LOW,2026-01-22,GLOBEX,-0.6763,NORMAL_LOW,-0.3339,NORMAL_LOW,2+,2026-01-22,GLOBEX,-4.2500,1.0000,5.0000,3.0000
3,LOW,2026-05-25,GLOBEX,-0.4059,NORMAL_LOW,-0.3338,NORMAL_LOW,1,2026-05-25,GLOBEX,-10.5000,-3.7500,-5.0000,-63.2500
3,LOW,2026-05-13,GLOBEX,-0.2713,NORMAL_LOW,-0.3338,NORMAL_LOW,1,2026-05-13,GLOBEX,4.5000,-32.7500,-25.2500,-15.7500
5,HIGH,2026-03-17,GLOBEX,-0.6293,NORMAL_LOW,-0.3338,NORMAL_LOW,2+,2026-04-07,GLOBEX,27.2500,49.2500,22.7500,25.2500
3,HIGH,2026-03-17,GLOBEX,-0.4039,NORMAL_LOW,-0.3338,NORMAL_LOW,1,2026-03-18,RTH,9.5000,-4.2500,-11.2500,49.2500
5,HIGH,2026-03-25,GLOBEX,3.9001,HIGH,-0.3338,NORMAL_LOW,2+,2026-03-25,RTH,-50.0000,-44.0000,-96.7500,-13.0000
3,LOW,2026-06-25,GLOBEX,-0.7513,NORMAL_LOW,-0.3338,NORMAL_LOW,1,2026-06-25,GLOBEX,13.2500,64.0000,180.5000,194.0000
3,LOW,2026-07-08,GLOBEX,-0.8768,NORMAL_LOW,-0.3338,NORMAL_LOW,0,2026-07-08,GLOBEX,25.7500,30.2500,12.7500,16.2500
3,LOW,2026-07-30,GLOBEX,-0.6242,NORMAL_LOW,-0.3338,NORMAL_LOW,0,2026-07-30,GLOBEX,1.2500,13.5000,-3.7500,44.5000
5,LOW,2026-04-15,GLOBEX,-0.3992,NORMAL_LOW,-0.3338,NORMAL_LOW,0,2026-04-15,GLOBEX,3.0000,15.7500,20.0000,7.7500
3,HIGH,2026-04-15,GLOBEX,-0.3299,NORMAL_LOW,-0.3338,NORMAL_LOW,0,2026-04-16,GLOBEX,-2.7500,9.5000,13.0000,-12.5000
5,HIGH,2026-01-12,RTH,1.0424,HIGH,-0.3338,NORMAL_LOW,2+,2026-01-12,RTH,-2.0000,-6.0000,-11.0000,-24.5000
3,HIGH,2026-07-06,GLOBEX,-0.0642,NORMAL_LOW,-0.3338,NORMAL_LOW,2+,2026-07-06,GLOBEX,8.0000,-7.7500,-5.5000,3.0000
3,HIGH,2026-01-27,GLOBEX,-0.4791,NORMAL_LOW,-0.3338,NORMAL_LOW,1,2026-01-27,GLOBEX,1.5000,1.0000,-8.2500,-5.7500
3,HIGH,2026-04-15,GLOBEX,-0.4517,NORMAL_LOW,-0.3337,NORMAL_LOW,0,2026-04-16,RTH,-16.2500,-17.0000,8.5000,-15.0000
3,HIGH,2026-01-12,GLOBEX,-0.3540,NORMAL_LOW,-0.3337,NORMAL_LOW,0,2026-01-12,GLOBEX,0.2500,-25.0000,-29.0000,-33.0000
5,LOW,2026-01-12,GLOBEX,0.4260,NORMAL_LOW,-0.3337,NORMAL_LOW,0,2026-01-12,GLOBEX,2.2500,2.5000,4.5000,-9.7500
3,HIGH,2026-09-04,RTH,-0.0186,NORMAL_LOW,-0.3337,NORMAL_LOW,0,2026-09-08,RTH,-28.7500,10.5000,32.7500,26.5000
5,HIGH,2025-11-27,GLOBEX,-0.6563,NORMAL_LOW,-0.3337,NORMAL_LOW,2+,2025-11-30,GLOBEX,11.0000,11.2500,9.2500,18.7500
3,HIGH,2026-08-02,GLOBEX,4.4521,HIGH,-0.3337,NORMAL_LOW,1,2026-08-02,GLOBEX,-15.2500,-21.7500,-5.7500,-36.0000
5,HIGH,2026-03-02,GLOBEX,1.5472,HIGH,-0.3337,NORMAL_LOW,2+,2026-03-02,GLOBEX,-7.0000,-2.7500,7.2500,-5.7500
3,LOW,2026-04-24,GLOBEX,0.4121,NORMAL_LOW,-0.3336,NORMAL_LOW,0,2026-04-24,GLOBEX,8.5000,8.2500,17.2500,5.7500
5,LOW,2026-04-27,GLOBEX,0.2885,NORMAL_LOW,-0.3336,NORMAL_LOW,0,2026-04-27,GLOBEX,-10.5000,-1.0000,-7.0000,-1.5000
3,HIGH,2026-02-16,GLOBEX,-0.7157,NORMAL_LOW,-0.3336,NORMAL_LOW,2+,2026-02-16,GLOBEX,11.2500,16.5000,6.0000,12.2500
3,HIGH,2026-04-06,GLOBEX,-0.0572,NORMAL_LOW,-0.3336,NORMAL_LOW,1,2026-04-06,GLOBEX,-7.0000,-23.2500,-18.2500,-0.2500
3,HIGH,2026-04-01,RTH,-0.7999,NORMAL_LOW,-0.3336,NORMAL_LOW,0,2026-04-01,RTH,-0.7500,-13.7500,-3.2500,-48.0000
5,LOW,2026-08-20,GLOBEX,-0.6550,NORMAL_LOW,-0.3336,NORMAL_LOW,0,2026-08-20,GLOBEX,13.7500,20.2500,15.7500,6.7500
5,HIGH,2026-04-10,GLOBEX,-0.2923,NORMAL_LOW,-0.3336,NORMAL_LOW,2+,2026-04-10,RTH,-14.2500,-18.7500,-29.2500,-12.2500
3,LOW,2026-07-20,RTH,-0.2017,NORMAL_LOW,-0.3336,NORMAL_LOW,1,2026-07-20,RTH,-14.0000,-9.2500,-62.5000,-107.7500
3,LOW,2026-08-10,GLOBEX,2.7705,HIGH,-0.3336,NORMAL_LOW,2+,2026-08-10,GLOBEX,3.5000,4.7500,10.5000,7.0000
5,LOW,2026-07-10,GLOBEX,-0.3281,NORMAL_LOW,-0.3336,NORMAL_LOW,2+,2026-07-10,GLOBEX,-3.2500,-21.2500,-41.7500,-27.5000
5,LOW,2026-08-11,RTH,0.5814,HIGH,-0.3336,NORMAL_LOW,2+,2026-08-11,RTH,-2.5000,7.2500,-30.0000,-0.5000
5,LOW,2026-06-16,RTH,0.2979,NORMAL_LOW,-0.3336,NORMAL_LOW,1,2026-06-16,RTH,-21.5000,-14.0000,-121.7500,-52.5000
3,HIGH,2026-07-08,GLOBEX,-0.4949,NORMAL_LOW,-0.3336,NORMAL_LOW,2+,2026-07-08,GLOBEX,-19.2500,-8.2500,-28.7500,-13.2500
3,HIGH,2026-07-15,GLOBEX,-0.4550,NORMAL_LOW,-0.3335,NORMAL_LOW,0,2026-07-15,GLOBEX,12.7500,21.0000,6.0000,-15.2500
5,HIGH,2026-05-11,RTH,-0.1144,NORMAL_LOW,-0.3335,NORMAL_LOW,1,2026-05-11,RTH,10.7500,39.7500,68.7500,50.5000
3,LOW,2026-03-11,GLOBEX,0.4562,NORMAL_LOW,-0.3335,NORMAL_LOW,1,2026-03-11,RTH,-2.2500,35.0000,21.5000,8.2500
3,HIGH,2026-08-06,GLOBEX,0.2910,NORMAL_LOW,-0.3335,NORMAL_LOW,0,2026-08-06,GLOBEX,-25.7500,-27.0000,14.7500,11.7500
3,LOW,2026-04-09,GLOBEX,-0.2469,NORMAL_LOW,-0.3334,NORMAL_LOW,2+,2026-04-09,GLOBEX,3.0000,4.7500,10.2500,12.7500
3,LOW,2026-02-23,GLOBEX,0.5133,HIGH,-0.3334,NORMAL_LOW,0,2026-02-23,GLOBEX,6.7500,11.7500,14.2500,5.5000
3,LOW,2026-09-01,GLOBEX,-0.4489,NORMAL_LOW,-0.3334,NORMAL_LOW,1,2026-09-01,GLOBEX,15.7500,22.5000,9.2500,6.7500
5,LOW,2026-07-09,GLOBEX,0.5618,HIGH,-0.3334,NORMAL_LOW,1,2026-07-09,GLOBEX,-3.7500,-9.7500,-32.0000,-16.2500
3,LOW,2026-06-30,GLOBEX,0.5049,NORMAL_LOW,-0.3334,NORMAL_LOW,1,2026-06-30,GLOBEX,36.2500,87.2500,218.7500,226.2500
5,LOW,2026-08-24,GLOBEX,-1.1506,NORMAL_LOW,-0.3334,NORMAL_LOW,2+,2026-08-24,GLOBEX,-10.5000,-3.0000,-13.7500,-6.7500
3,HIGH,2026-07-22,GLOBEX,0.3452,NORMAL_LOW,-0.3333,NORMAL_LOW,0,2026-07-22,GLOBEX,22.0000,23.0000,21.5000,41.7500
3,HIGH,2026-07-02,GLOBEX,-0.1527,NORMAL_LOW,-0.3333,NORMAL_LOW,2+,2026-07-06,RTH,-23.2500,-39.5000,-39.0000,-40.7500
3,LOW,2026-03-18,RTH,-0.2060,NORMAL_LOW,-0.3333,NORMAL_LOW,1,2026-03-18,RTH,-8.5000,-3.2500,-7.7500,-64.0000
3,LOW,2025-12-09,GLOBEX,-0.0715,NORMAL_LOW,-0.3333,NORMAL_LOW,2+,2025-12-09,GLOBEX,-2.0000,-1.2500,0.7500,5.2500
5,HIGH,2026-01-06,GLOBEX,5.6965,HIGH,-0.3333,NORMAL_LOW,2+,2026-01-14,RTH,-4.2500,-52.2500,-102.5000,1.2500
3,HIGH,2026-06-22,GLOBEX,-0.1775,NORMAL_LOW,-0.3333,NORMAL_LOW,0,2026-06-22,GLOBEX,-3.0000,-73.7500,-50.2500,-56.5000
3,LOW,2025-12-31,GLOBEX,-0.5009,NORMAL_LOW,-0.3333,NORMAL_LOW,2+,2026-01-02,GLOBEX,-3.0000,6.0000,-0.5000,3.7500
3,LOW,2026-08-26,GLOBEX,0.5658,HIGH,-0.3333,NORMAL_LOW,1,2026-08-26,GLOBEX,-19.0000,-38.5000,-52.0000,-113.0000
3,LOW,2026-04-06,GLOBEX,0.1366,NORMAL_LOW,-0.3332,NORMAL_LOW,1,2026-04-06,RTH,-3.0000,15.2500,66.7500,96.7500
5,HIGH,2026-04-27,RTH,-0.2850,NORMAL_LOW,-0.3332,NORMAL_LOW,2+,2026-04-27,RTH,9.7500,21.2500,11.2500,-5.0000
3,HIGH,2026-05-28,GLOBEX,-0.5284,NORMAL_LOW,-0.3332,NORMAL_LOW,1,2026-05-28,GLOBEX,-9.5000,-4.2500,2.5000,25.0000
3,LOW,2026-04-22,GLOBEX,-0.0816,NORMAL_LOW,-0.3332,NORMAL_LOW,0,2026-04-22,GLOBEX,-7.7500,-2.7500,-7.2500,-22.7500
5,LOW,2026-06-26,RTH,-0.7582,NORMAL_LOW,-0.3332,NORMAL_LOW,1,2026-06-26,RTH,8.2500,-1.2500,58.5000,-3.7500
3,HIGH,2025-12-29,GLOBEX,-0.6563,NORMAL_LOW,-0.3332,NORMAL_LOW,2+,2025-12-30,GLOBEX,-3.7500,-4.0000,-8.2500,-16.7500
5,LOW,2025-12-29,GLOBEX,-0.6014,NORMAL_LOW,-0.3332,NORMAL_LOW,1,2025-12-29,GLOBEX,-6.0000,-12.0000,-3.5000,2.7500
5,LOW,2026-01-12,RTH,0.5108,HIGH,-0.3332,NORMAL_LOW,2+,2026-01-12,RTH,6.7500,-2.7500,-14.0000,-8.2500
3,HIGH,2026-08-11,RTH,1.0137,HIGH,-0.3332,NORMAL_LOW,0,2026-08-11,RTH,-7.7500,-8.0000,6.0000,-28.5000
3,HIGH,2025-09-09,GLOBEX,-0.3720,NORMAL_LOW,-0.3331,NORMAL_LOW,1,2025-09-09,GLOBEX,5.0000,5.2500,4.7500,0.2500
3,HIGH,2026-07-21,GLOBEX,-0.0794,NORMAL_LOW,-0.3331,NORMAL_LOW,2+,2026-07-21,GLOBEX,11.2500,6.5000,-13.7500,-38.5000
5,HIGH,2026-08-20,GLOBEX,1.3393,HIGH,-0.3331,NORMAL_LOW,2+,2026-08-21,GLOBEX,9.5000,1.5000,-11.5000,3.5000
3,LOW,2026-01-16,GLOBEX,1.0966,HIGH,-0.3331,NORMAL_LOW,2+,2026-01-16,GLOBEX,2.2500,3.0000,1.7500,7.2500
3,HIGH,2026-02-24,GLOBEX,0.4899,NORMAL_LOW,-0.3331,NORMAL_LOW,2+,2026-02-26,RTH,-19.0000,-13.0000,-40.5000,-50.5000
3,LOW,2026-05-10,GLOBEX,1.0373,HIGH,-0.3330,NORMAL_LOW,0,2026-05-10,GLOBEX,-1.0000,-10.2500,-21.2500,-6.5000
3,LOW,2026-06-22,GLOBEX,-0.3749,NORMAL_LOW,-0.3330,NORMAL_LOW,0,2026-06-22,GLOBEX,-0.2500,2.7500,9.5000,25.0000
3,HIGH,2026-06-22,RTH,-1.0958,NORMAL_LOW,-0.3330,NORMAL_LOW,2+,2026-06-22,RTH,10.0000,38.2500,14.2500,33.7500
5,HIGH,2026-01-08,GLOBEX,0.3340,NORMAL_LOW,-0.3330,NORMAL_LOW,0,2026-01-08,RTH,20.5000,89.0000,64.2500,126.7500
3,LOW,2026-05-12,GLOBEX,-0.6074,NORMAL_LOW,-0.3330,NORMAL_LOW,1,2026-05-12,GLOBEX,-7.7500,1.2500,-22.0000,-11.5000
3,LOW,2026-08-18,GLOBEX,0.3271,NORMAL_LOW,-0.3330,NORMAL_LOW,0,2026-08-18,GLOBEX,13.2500,17.2500,3.2500,6.2500
5,HIGH,2026-08-20,GLOBEX,-0.9184,NORMAL_LOW,-0.3330,NORMAL_LOW,2+,2026-08-20,GLOBEX,6.7500,22.7500,31.7500,64.0000
3,HIGH,2025-12-17,GLOBEX,-0.3577,NORMAL_LOW,-0.3330,NORMAL_LOW,2+,2025-12-17,GLOBEX,3.7500,-11.5000,-20.2500,-4.7500
5,LOW,2025-11-27,GLOBEX,-0.4921,NORMAL_LOW,-0.3330,NORMAL_LOW,1,2025-11-27,GLOBEX,-3.2500,-8.0000,-4.7500,-11.2500
5,LOW,2025-11-25,GLOBEX,0.9548,HIGH,-0.3329,NORMAL_LOW,2+,2025-11-25,GLOBEX,-23.0000,-18.2500,-5.5000,-7.2500
3,HIGH,2026-01-29,GLOBEX,-0.5571,NORMAL_LOW,-0.3329,NORMAL_LOW,0,2026-01-29,GLOBEX,4.5000,5.2500,8.2500,-0.7500
5,HIGH,2026-03-11,RTH,-1.1837,NORMAL_LOW,-0.3329,NORMAL_LOW,1,2026-03-11,GLOBEX,1.2500,-2.5000,-0.2500,4.5000
3,LOW,2026-08-07,GLOBEX,-0.2952,NORMAL_LOW,-0.3328,NORMAL_LOW,0,2026-08-09,GLOBEX,2.5000,15.7500,19.7500,23.5000
5,LOW,2026-05-11,GLOBEX,-0.4436,NORMAL_LOW,-0.3328,NORMAL_LOW,1,2026-05-11,GLOBEX,-2.2500,-8.5000,-0.5000,-13.0000
3,LOW,2025-12-09,GLOBEX,2.4348,HIGH,-0.3328,NORMAL_LOW,2+,2025-12-09,GLOBEX,2.5000,2.7500,0.2500,-15.0000
3,LOW,2026-02-19,GLOBEX,-0.1604,NORMAL_LOW,-0.3328,NORMAL_LOW,1,2026-02-19,GLOBEX,-6.7500,-11.7500,-29.7500,-77.2500
5,HIGH,2026-06-08,GLOBEX,-0.5184,NORMAL_LOW,-0.3328,NORMAL_LOW,1,2026-06-08,GLOBEX,8.5000,16.7500,-10.2500,-44.5000
3,LOW,2026-06-08,GLOBEX,4.1422,HIGH,-0.3328,NORMAL_LOW,0,2026-06-08,GLOBEX,3.5000,1.0000,70.5000,53.2500
3,LOW,2026-01-29,GLOBEX,0.7262,HIGH,-0.3328,NORMAL_LOW,2+,2026-01-29,GLOBEX,11.5000,4.7500,-4.2500,-25.2500
3,LOW,2026-07-23,GLOBEX,-0.5760,NORMAL_LOW,-0.3328,NORMAL_LOW,0,2026-07-23,GLOBEX,-6.2500,-3.7500,17.7500,36.5000
3,HIGH,2026-02-27,RTH,0.5753,HIGH,-0.3328,NORMAL_LOW,1,2026-02-27,RTH,-17.0000,-45.7500,-82.5000,-83.2500
3,LOW,2026-06-04,GLOBEX,-0.4485,NORMAL_LOW,-0.3327,NORMAL_LOW,0,2026-06-04,GLOBEX,-13.5000,-6.5000,4.7500,-5.7500
5,LOW,2026-05-28,GLOBEX,-0.2571,NORMAL_LOW,-0.3327,NORMAL_LOW,2+,2026-06-05,RTH,12.2500,14.7500,-74.7500,-8.2500
3,LOW,2026-04-24,GLOBEX,0.0227,NORMAL_LOW,-0.3327,NORMAL_LOW,0,2026-04-24,GLOBEX,-6.2500,16.2500,11.7500,26.5000
3,LOW,2025-12-25,GLOBEX,0.5300,HIGH,-0.3327,NORMAL_LOW,0,2025-12-26,GLOBEX,3.0000,0.5000,-9.2500,-0.5000
5,LOW,2026-06-16,GLOBEX,0.4733,NORMAL_LOW,-0.3327,NORMAL_LOW,1,2026-06-16,GLOBEX,-5.5000,12.0000,-1.7500,-23.2500
3,LOW,2026-09-01,GLOBEX,-0.3322,NORMAL_LOW,-0.3326,NORMAL_LOW,1,2026-09-01,GLOBEX,10.2500,22.7500,2.0000,18.5000
3,HIGH,2026-03-24,RTH,0.1220,NORMAL_LOW,-0.3326,NORMAL_LOW,2+,2026-03-24,RTH,5.2500,-13.7500,-4.0000,7.0000
3,HIGH,2026-05-07,GLOBEX,0.1012,NORMAL_LOW,-0.3326,NORMAL_LOW,2+,2026-05-07,RTH,23.7500,-11.2500,-50.0000,-49.5000
3,HIGH,2026-01-27,GLOBEX,-0.7063,NORMAL_LOW,-0.3326,NORMAL_LOW,0,2026-01-28,RTH,2.7500,8.0000,2.5000,-0.7500
5,HIGH,2025-12-29,GLOBEX,-0.8060,NORMAL_LOW,-0.3326,NORMAL_LOW,2+,2025-12-29,RTH,1.0000,-6.0000,57.5000,62.5000
3,LOW,2026-05-13,RTH,0.5781,HIGH,-0.3326,NORMAL_LOW,2+,2026-05-15,GLOBEX,-19.2500,9.5000,43.7500,39.5000
3,HIGH,2026-08-31,GLOBEX,-0.1687,NORMAL_LOW,-0.3326,NORMAL_LOW,1,2026-08-31,GLOBEX,10.0000,8.2500,-9.0000,-18.5000
3,HIGH,2026-05-26,GLOBEX,-0.1581,NORMAL_LOW,-0.3326,NORMAL_LOW,0,2026-05-27,RTH,35.7500,-16.2500,-13.2500,7.7500
3,HIGH,2026-06-18,GLOBEX,-0.1771,NORMAL_LOW,-0.3325,NORMAL_LOW,1,2026-06-18,GLOBEX,-5.2500,-8.0000,-5.2500,33.5000
3,LOW,2026-08-03,GLOBEX,-0.5753,NORMAL_LOW,-0.3325,NORMAL_LOW,0,2026-08-03,GLOBEX,12.0000,-0.5000,6.7500,4.2500
5,HIGH,2026-05-08,GLOBEX,3.0382,HIGH,-0.3325,NORMAL_LOW,0,2026-05-12,RTH,10.5000,0.2500,19.2500,-36.7500
3,HIGH,2026-05-11,GLOBEX,-0.5541,NORMAL_LOW,-0.3325,NORMAL_LOW,0,2026-05-11,GLOBEX,12.0000,-1.7500,-7.5000,-16.0000
5,HIGH,2026-03-27,RTH,-0.0068,NORMAL_LOW,-0.3325,NORMAL_LOW,0,2026-03-27,RTH,-34.2500,-52.2500,-46.7500,-54.7500
5,HIGH,2026-02-17,RTH,-0.3104,NORMAL_LOW,-0.3325,NORMAL_LOW,2+,2026-02-17,GLOBEX,-11.5000,-7.7500,4.5000,15.5000
5,HIGH,2025-12-19,GLOBEX,0.4005,NORMAL_LOW,-0.3325,NORMAL_LOW,1,2026-01-19,RTH,-6.0000,-34.2500,-55.5000,-52.7500
3,LOW,2026-05-31,GLOBEX,-0.5747,NORMAL_LOW,-0.3324,NORMAL_LOW,0,2026-06-01,GLOBEX,-9.7500,-7.0000,-2.7500,-30.0000
5,LOW,2026-06-22,RTH,-0.1456,NORMAL_LOW,-0.3324,NORMAL_LOW,1,2026-06-22,GLOBEX,11.5000,-11.5000,-64.7500,-19.2500
3,HIGH,2026-03-17,GLOBEX,-0.6293,NORMAL_LOW,-0.3324,NORMAL_LOW,2+,2026-04-07,GLOBEX,27.2500,49.2500,22.7500,25.2500
5,LOW,2026-02-17,GLOBEX,-0.6811,NORMAL_LOW,-0.3324,NORMAL_LOW,2+,2026-02-17,GLOBEX,-4.5000,-21.2500,-22.2500,-31.7500
3,LOW,2026-04-30,GLOBEX,-0.6805,NORMAL_LOW,-0.3324,NORMAL_LOW,2+,2026-05-01,GLOBEX,3.2500,2.5000,5.0000,8.0000
5,HIGH,2026-05-20,GLOBEX,0.9218,HIGH,-0.3324,NORMAL_LOW,2+,2026-06-07,GLOBEX,20.5000,42.0000,36.5000,47.2500
5,HIGH,2026-04-29,RTH,1.8216,HIGH,-0.3324,NORMAL_LOW,0,2026-04-29,RTH,-44.5000,-64.5000,20.5000,89.5000
3,HIGH,2026-01-28,RTH,0.4184,NORMAL_LOW,-0.3324,NORMAL_LOW,0,2026-01-28,GLOBEX,-35.5000,-60.0000,-83.5000,-116.5000
5,LOW,2025-12-01,GLOBEX,0.2360,NORMAL_LOW,-0.3324,NORMAL_LOW,2+,2025-12-01,GLOBEX,-11.7500,-6.5000,-20.7500,-11.7500
5,HIGH,2026-01-02,GLOBEX,-0.3367,NORMAL_LOW,-0.3323,NORMAL_LOW,1,2026-01-02,RTH,64.0000,24.0000,56.5000,-23.7500
5,LOW,2026-03-18,RTH,-0.2126,NORMAL_LOW,-0.3323,NORMAL_LOW,0,2026-03-18,RTH,-22.0000,7.2500,7.2500,-1.5000
5,LOW,2026-05-14,RTH,-0.3175,NORMAL_LOW,-0.3322,NORMAL_LOW,0,2026-05-14,RTH,18.5000,10.7500,38.0000,60.5000
3,LOW,2026-06-17,GLOBEX,0.8297,HIGH,-0.3322,NORMAL_LOW,1,2026-06-17,GLOBEX,6.2500,12.0000,-15.7500,32.2500
5,LOW,2026-08-26,GLOBEX,0.2895,NORMAL_LOW,-0.3322,NORMAL_LOW,2+,2026-08-26,GLOBEX,23.2500,34.0000,37.0000,36.5000
3,HIGH,2025-12-16,GLOBEX,-0.3120,NORMAL_LOW,-0.3322,NORMAL_LOW,1,2025-12-16,GLOBEX,22.5000,11.2500,-1.0000,-23.5000
3,LOW,2025-12-18,GLOBEX,0.7694,HIGH,-0.3322,NORMAL_LOW,0,2025-12-18,GLOBEX,-0.2500,10.0000,14.0000,9.0000
3,LOW,2026-04-30,RTH,0.7508,HIGH,-0.3322,NORMAL_LOW,1,2026-04-30,RTH,-9.2500,-2.7500,4.2500,5.7500
5,HIGH,2025-12-16,GLOBEX,0.6621,HIGH,-0.3322,NORMAL_LOW,2+,2025-12-16,GLOBEX,15.5000,-3.0000,20.7500,19.7500
3,HIGH,2026-02-18,GLOBEX,-0.3899,NORMAL_LOW,-0.3322,NORMAL_LOW,0,2026-02-18,GLOBEX,9.0000,-3.5000,3.5000,-2.0000
5,LOW,2025-12-23,GLOBEX,0.0655,NORMAL_LOW,-0.3322,NORMAL_LOW,0,2025-12-23,GLOBEX,-1.7500,-0.2500,-1.7500,-2.2500
3,HIGH,2026-06-02,RTH,1.9270,HIGH,-0.3321,NORMAL_LOW,0,2026-06-02,GLOBEX,4.2500,-2.0000,-11.0000,-12.7500
3,LOW,2026-06-24,GLOBEX,-0.6945,NORMAL_LOW,-0.3321,NORMAL_LOW,1,2026-06-24,GLOBEX,-22.5000,-21.7500,-9.2500,-44.0000
3,LOW,2026-01-28,RTH,-0.0822,NORMAL_LOW,-0.3321,NORMAL_LOW,0,2026-01-28,RTH,4.7500,23.2500,14.0000,36.0000
3,HIGH,2026-09-04,GLOBEX,-0.5975,NORMAL_LOW,-0.3321,NORMAL_LOW,2+,2026-09-04,GLOBEX,-2.7500,-11.0000,-25.2500,-38.5000
3,HIGH,2026-08-24,RTH,-0.4864,NORMAL_LOW,-0.3321,NORMAL_LOW,2+,2026-08-24,RTH,8.7500,26.2500,10.7500,14.0000
3,LOW,2026-01-15,GLOBEX,0.2797,NORMAL_LOW,-0.3320,NORMAL_LOW,2+,2026-01-15,GLOBEX,0.7500,3.7500,5.0000,4.5000
5,HIGH,2025-12-04,GLOBEX,0.0598,NORMAL_LOW,-0.3320,NORMAL_LOW,1,2025-12-04,RTH,14.2500,39.0000,42.0000,68.5000
3,LOW,2026-04-09,GLOBEX,-0.3282,NORMAL_LOW,-0.3320,NORMAL_LOW,1,2026-04-09,GLOBEX,3.2500,11.5000,17.5000,4.7500
