date,type,direction,baseline_pnl,adx_pnl
2026-05-06,IB_HIGH_SHORT,SHORT,-182,-182
2026-05-06,PD_POC_SHORT,SHORT,78,78
2026-05-06,FLOOR_PIVOT_SHORT,SHORT,78,78
2026-05-06,PD_VAH_SHORT,SHORT,78,78
2026-05-06,PD_CLOSE_SHORT,SHORT,-31,-31
2026-05-06,PD_HIGH_SHORT,SHORT,4,4
2026-05-06,IB_BULLISH,LONG,278.5,278.5
2026-05-06,OPEN_TEST_DRIVE_LONG,LONG,312.5,312.5
2026-05-06,BRACKET_BREAKOUT_LONG,LONG,728,728
2026-05-06,VWAP_MAGNET_SHORT,SHORT,38,38
2026-05-06,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-06,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-07,OR5_HIGH_SHORT,SHORT,78,78
2026-05-07,DAILY_OPEN_SHORT,SHORT,78,78
2026-05-07,FLOOR_PIVOT_LONG,LONG,78,78
2026-05-07,OR5_LOW_LONG,LONG,78,78
2026-05-07,PD_VAH_SHORT,SHORT,-182,-182
2026-05-07,FLOOR_R1_SHORT,SHORT,78,78
2026-05-07,PD_HIGH_SHORT,SHORT,78,78
2026-05-07,IB_HIGH_LONG,LONG,-182,-182
2026-05-07,IB_LOW_LONG,LONG,78,78
2026-05-07,PD_CLOSE_LONG,LONG,78,78
2026-05-07,PD_POC_LONG,LONG,78,78
2026-05-07,PD_VAL_LONG,LONG,118,199
2026-05-07,OPEN_TEST_DRIVE_LONG,LONG,-104.5,-104.5
2026-05-07,VALUE_AREA_RESPONSIVE_SHORT,SHORT,-59,-59
2026-05-07,TRT_SHORT,SHORT,-164.37999999999738,-164.37999999999738
2026-05-07,BRACKET_BREAKOUT_LONG,LONG,-134,-134
2026-05-07,VWAP_MAGNET_LONG,LONG,58,-62
2026-05-07,STOP_SWEEP_LONG,LONG,58,58
2026-05-07,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-08,OR5_HIGH_SHORT,SHORT,-182,-182
2026-05-08,PD_VAL_SHORT,SHORT,78,78
2026-05-08,IB_HIGH_LONG,LONG,78,78
2026-05-08,FLOOR_PIVOT_SHORT,SHORT,78,78
2026-05-08,PD_POC_SHORT,SHORT,78,78
2026-05-08,PD_VAH_SHORT,SHORT,-26.5,-26.5
2026-05-08,PD_HIGH_SHORT,SHORT,-26.5,-26.5
2026-05-08,PD_CLOSE_SHORT,SHORT,-26.5,-26.5
2026-05-08,IB_BULLISH,LONG,473,473
2026-05-08,OPEN_TEST_DRIVE_LONG,LONG,716.5,716.5
2026-05-08,BRACKET_BREAKOUT_LONG,LONG,767.5,767.5
2026-05-08,VWAP_MAGNET_SHORT,SHORT,38,38
2026-05-08,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-08,STOP_SWEEP_LONG,LONG,88,88
2026-05-11,FLOOR_PIVOT_SHORT,SHORT,88,88
2026-05-11,PD_VAL_LONG,LONG,88,88
2026-05-11,PW_HIGH_LONG,LONG,88,88
2026-05-11,PD_POC_SHORT,SHORT,88,88
2026-05-11,DAILY_OPEN_LONG,LONG,88,88
2026-05-11,WEEKLY_OPEN_LONG,LONG,88,88
2026-05-11,FLOOR_S1_LONG,LONG,58,58
2026-05-11,OR5_LOW_LONG,LONG,58,58
2026-05-11,M1_VAH_LONG,LONG,58,58
2026-05-11,IB_LOW_LONG,LONG,58,58
2026-05-11,PD_LOW_LONG,LONG,88,88
2026-05-11,PD_CLOSE_SHORT,SHORT,-122,-122
2026-05-11,OR5_HIGH_SHORT,SHORT,58,58
2026-05-11,IB_HIGH_SHORT,SHORT,58,58
2026-05-11,PD_VAH_SHORT,SHORT,58,58
2026-05-11,PD_HIGH_SHORT,SHORT,58,58
2026-05-11,C_STANDALONE_DOWN,SHORT,-358,-358
2026-05-11,BRACKET_BREAKOUT_LONG,LONG,92,92
2026-05-11,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-11,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-12,OR5_LOW_LONG,LONG,118,118
2026-05-12,PD_VAH_SHORT,SHORT,-182,-182
2026-05-12,PD_CLOSE_SHORT,SHORT,-182,-182
2026-05-12,DAILY_OPEN_SHORT,SHORT,-182,-182
2026-05-12,OR5_HIGH_SHORT,SHORT,78,78
2026-05-12,PD_IB_LOW_SHORT,SHORT,118,118
2026-05-12,PD_HIGH_SHORT,SHORT,118,118
2026-05-12,PD2_VAL_LONG,LONG,78,78
2026-05-12,FLOOR_PIVOT_LONG,LONG,78,78
2026-05-12,IB_LOW_SHORT,SHORT,78,78
2026-05-12,PD_POC_LONG,LONG,78,78
2026-05-12,PD_VAL_LONG,LONG,78,78
2026-05-12,FLOOR_S1_LONG,LONG,78,78
2026-05-12,PD_LOW_LONG,LONG,78,78
2026-05-12,IB_BEARISH,SHORT,525.5,525.5
2026-05-12,OPEN_TEST_DRIVE_LONG,LONG,-192.5,-192.5
2026-05-12,VALUE_AREA_RESPONSIVE_SHORT,SHORT,-46.5,-46.5
2026-05-12,VALUE_AREA_RESPONSIVE_LONG,LONG,74.5,74.5
2026-05-12,VWAP_MAGNET_LONG,LONG,58,58
2026-05-12,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-12,STOP_SWEEP_LONG,LONG,88,88
2026-05-13,PD_IB_MID_LONG,LONG,78,78
2026-05-13,OR5_LOW_LONG,LONG,78,78
2026-05-13,PD_OR_MID_LONG,LONG,118,118
2026-05-13,FLOOR_S1_LONG,LONG,118,118
2026-05-13,PD_VAL_SHORT,SHORT,118,118
2026-05-13,PD_IB_LOW_LONG,LONG,118,118
2026-05-13,PD_LOW_LONG,LONG,118,118
2026-05-13,OR5_HIGH_SHORT,SHORT,78,78
2026-05-13,IB_HIGH_SHORT,SHORT,78,78
2026-05-13,DAILY_OPEN_SHORT,SHORT,78,78
2026-05-13,PD_IB_HIGH_SHORT,SHORT,-182,-182
2026-05-13,PW_HIGH_SHORT,SHORT,78,78
2026-05-13,PD2_VAL_SHORT,SHORT,78,78
2026-05-13,FLOOR_PIVOT_SHORT,SHORT,78,78
2026-05-13,2D_POC_SHORT,SHORT,-182,-182
2026-05-13,M1_VAH_SHORT,SHORT,-182,-182
2026-05-13,PD2_VAH_SHORT,SHORT,-182,-182
2026-05-13,PD_POC_SHORT,SHORT,-182,-182
2026-05-13,PD_CLOSE_SHORT,SHORT,-182,-182
2026-05-13,PD_VAH_SHORT,SHORT,78,78
2026-05-13,PD_HIGH_SHORT,SHORT,78,78
2026-05-13,IB_BEARISH,SHORT,-225.41999999999825,-225.41999999999825
2026-05-13,VALUE_AREA_RESPONSIVE_LONG,LONG,-52,-52
2026-05-13,TRT_LONG,LONG,544,544
2026-05-13,VWAP_MAGNET_SHORT,SHORT,38,38
2026-05-13,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-13,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-14,OR5_HIGH_SHORT,SHORT,-182,-182
2026-05-14,PD_VAL_SHORT,SHORT,78,78
2026-05-14,FLOOR_PIVOT_SHORT,SHORT,78,78
2026-05-14,PD_CLOSE_SHORT,SHORT,-182,-182
2026-05-14,IB_HIGH_SHORT,SHORT,-182,-182
2026-05-14,PD_POC_SHORT,SHORT,78,78
2026-05-14,PD_VAH_SHORT,SHORT,78,78
2026-05-14,PD_HIGH_SHORT,SHORT,78,78
2026-05-14,OPEN_TEST_DRIVE_LONG,LONG,408.5,408.5
2026-05-14,BRACKET_BREAKOUT_LONG,LONG,209.5,209.5
2026-05-14,VWAP_MAGNET_SHORT,SHORT,38,38
2026-05-14,STOP_SWEEP_LONG,LONG,88,88
2026-05-14,STOP_SWEEP_LONG,LONG,88,88
2026-05-15,PD_VAL_LONG,LONG,-182,-182
2026-05-15,5D_OR_MID_LONG,LONG,-182,-182
2026-05-15,PD_CLOSE_LONG,LONG,-182,-182
2026-05-15,3M_VAH_LONG,LONG,118,118
2026-05-15,PD2_VAL_SHORT,SHORT,118,118
2026-05-15,OR5_LOW_SHORT,SHORT,118,118
2026-05-15,PD_LOW_LONG,LONG,118,118
2026-05-15,FLOOR_PIVOT_SHORT,SHORT,118,118
2026-05-15,DAILY_OPEN_SHORT,SHORT,118,118
2026-05-15,OR5_HIGH_SHORT,SHORT,-182,-182
2026-05-15,PD_POC_SHORT,SHORT,78,78
2026-05-15,PW_HIGH_SHORT,SHORT,78,78
2026-05-15,PD_VAH_SHORT,SHORT,118,118
2026-05-15,IB_HIGH_LONG,LONG,118,118
2026-05-15,FLOOR_R1_SHORT,SHORT,78,78
2026-05-15,PD_IB_LOW_SHORT,SHORT,78,78
2026-05-15,PD_HIGH_SHORT,SHORT,78,78
2026-05-15,OPEN_TEST_DRIVE_SHORT,SHORT,-322.0749999999971,-322.0749999999971
2026-05-15,VALUE_AREA_RESPONSIVE_SHORT,SHORT,71.5,71.5
2026-05-15,VALUE_AREA_RESPONSIVE_LONG,LONG,-13.5,-13.5
2026-05-15,TRT_LONG,LONG,141,141
2026-05-15,VWAP_MAGNET_SHORT,SHORT,58,58
2026-05-15,STOP_SWEEP_SHORT,SHORT,88,88
2026-05-15,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-18,PD_IB_HIGH_LONG,LONG,-122,-122
2026-05-18,OR5_LOW_LONG,LONG,-122,-122
2026-05-18,PD_OR_MID_LONG,LONG,-122,-122
2026-05-18,PD_IB_MID_LONG,LONG,58,58
2026-05-18,IB_LOW_LONG,LONG,-122,-122
2026-05-18,PD_VAH_LONG,LONG,-122,-122
2026-05-18,PD_CLOSE_LONG,LONG,-122,-122
2026-05-18,PD_IB_LOW_LONG,LONG,-122,-122
2026-05-18,FLOOR_PIVOT_LONG,LONG,-122,-122
2026-05-18,PD_POC_LONG,LONG,88,88
2026-05-18,10D_IB_MID_LONG,LONG,88,388
2026-05-18,PD_VAL_LONG,LONG,88,448
2026-05-18,FLOOR_S1_LONG,LONG,58,58
2026-05-18,PD_LOW_LONG,LONG,88,88
2026-05-18,IB_BEARISH,SHORT,679.5,679.5
2026-05-18,OPEN_TEST_DRIVE_SHORT,SHORT,813,813
2026-05-18,VWAP_MAGNET_LONG,LONG,-62,-62
2026-05-18,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-18,STOP_SWEEP_SHORT,SHORT,88,88
2026-05-19,OR5_HIGH_SHORT,SHORT,78,78
2026-05-19,PD_POC_LONG,LONG,-182,-182
2026-05-19,PD_CLOSE_LONG,LONG,78,78
2026-05-19,FLOOR_PIVOT_LONG,LONG,118,118
2026-05-19,10D_IB_MID_SHORT,SHORT,118,118
2026-05-19,OR5_LOW_LONG,LONG,-182,-182
2026-05-19,DAILY_OPEN_LONG,LONG,-182,-182
2026-05-19,PD_VAL_LONG,LONG,-182,-182
2026-05-19,PW_LOW_LONG,LONG,78,78
2026-05-19,FLOOR_S1_LONG,LONG,78,78
2026-05-19,PD_LOW_LONG,LONG,118,118
2026-05-19,IB_LOW_SHORT,SHORT,118,118
2026-05-19,IB_HIGH_SHORT,SHORT,78,78
2026-05-19,PD_VAH_SHORT,SHORT,78,78
2026-05-19,PD_HIGH_SHORT,SHORT,78,78
2026-05-19,PD_IB_LOW_SHORT,SHORT,118,118
2026-05-19,VALUE_AREA_RESPONSIVE_LONG,LONG,-58,-58
2026-05-19,TRT_SHORT,SHORT,69.25,69.25
2026-05-19,VWAP_MAGNET_LONG,LONG,58,58
2026-05-19,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-19,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-20,PD_IB_HIGH_LONG,LONG,78,78
2026-05-20,OR5_LOW_LONG,LONG,78,78
2026-05-20,DAILY_OPEN_LONG,LONG,78,78
2026-05-20,2D_POC_LONG,LONG,118,118
2026-05-20,PD2_VAH_SHORT,SHORT,118,118
2026-05-20,10D_IB_MID_SHORT,SHORT,-182,-182
2026-05-20,PD_VAL_SHORT,SHORT,78,78
2026-05-20,FLOOR_S1_SHORT,SHORT,78,78
2026-05-20,OR5_HIGH_SHORT,SHORT,78,78
2026-05-20,5D_OR_MID_SHORT,SHORT,118,118
2026-05-20,FLOOR_PIVOT_SHORT,SHORT,118,118
2026-05-20,IB_HIGH_LONG,LONG,78,78
2026-05-20,PD_VAH_SHORT,SHORT,118,118
2026-05-20,PD_POC_SHORT,SHORT,78,78
2026-05-20,PD_HIGH_SHORT,SHORT,-2,-2
2026-05-20,PD_CLOSE_SHORT,SHORT,-2,-2
2026-05-20,OPEN_TEST_DRIVE_SHORT,SHORT,-237,-237
2026-05-20,TRT_LONG,LONG,-315.5,-315.5
2026-05-20,VWAP_MAGNET_SHORT,SHORT,58,58
2026-05-20,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-20,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-21,PD_POC_SHORT,SHORT,-182,-182
2026-05-21,DAILY_OPEN_SHORT,SHORT,78,78
2026-05-21,FLOOR_S1_LONG,LONG,118,118
2026-05-21,5D_OR_MID_LONG,LONG,118,118
2026-05-21,OR5_HIGH_SHORT,SHORT,118,118
2026-05-21,PD_IB_HIGH_LONG,LONG,118,118
2026-05-21,2D_POC_SHORT,SHORT,78,78
2026-05-21,PD_VAL_LONG,LONG,118,118
2026-05-21,10D_IB_MID_LONG,LONG,118,118
2026-05-21,OR5_LOW_LONG,LONG,78,78
2026-05-21,IB_LOW_SHORT,SHORT,78,78
2026-05-21,IB_HIGH_SHORT,SHORT,118,118
2026-05-21,FLOOR_PIVOT_SHORT,SHORT,-182,-182
2026-05-21,3M_VAH_SHORT,SHORT,78,78
2026-05-21,PD_VAH_SHORT,SHORT,-182,-182
2026-05-21,PD_CLOSE_SHORT,SHORT,118,118
2026-05-21,M1_VAH_SHORT,SHORT,78,78
2026-05-21,PD_HIGH_SHORT,SHORT,78,78
2026-05-21,IB_BULLISH,LONG,-269,-269
2026-05-21,VALUE_AREA_RESPONSIVE_LONG,LONG,-24,-24
2026-05-21,TRT_SHORT,SHORT,7,7
2026-05-21,VWAP_MAGNET_SHORT,SHORT,-62,-62
2026-05-21,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-21,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-22,OR5_HIGH_SHORT,SHORT,78,78
2026-05-22,PD_POC_SHORT,SHORT,78,78
2026-05-22,FLOOR_R1_SHORT,SHORT,118,118
2026-05-22,FLOOR_PIVOT_LONG,LONG,-182,-182
2026-05-22,PD_VAL_LONG,LONG,78,78
2026-05-22,DAILY_OPEN_LONG,LONG,-182,-182
2026-05-22,PD_CLOSE_LONG,LONG,78,78
2026-05-22,OR5_LOW_LONG,LONG,78,78
2026-05-22,PD_LOW_LONG,LONG,118,118
2026-05-22,PD_VAH_SHORT,SHORT,78,78
2026-05-22,IB_HIGH_SHORT,SHORT,78,78
2026-05-22,PD_HIGH_SHORT,SHORT,78,78
2026-05-22,IB_LOW_LONG,LONG,1.5,1.5
2026-05-22,OPEN_TEST_DRIVE_LONG,LONG,-269,-269
2026-05-22,VALUE_AREA_RESPONSIVE_SHORT,SHORT,22.75,22.75
2026-05-22,VALUE_AREA_RESPONSIVE_LONG,LONG,-52,-52
2026-05-22,TRT_SHORT,SHORT,-318.26000000000204,-318.26000000000204
2026-05-22,BRACKET_BREAKOUT_LONG,LONG,-133,-133
2026-05-22,STOP_SWEEP_LONG,LONG,88,88
2026-05-22,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-25,PD_VAH_SHORT,SHORT,58,58
2026-05-25,PD_CLOSE_SHORT,SHORT,58,58
2026-05-25,FLOOR_PIVOT_SHORT,SHORT,58,58
2026-05-25,OR5_HIGH_SHORT,SHORT,58,58
2026-05-25,PD_HIGH_SHORT,SHORT,58,58
2026-05-25,FLOOR_R1_SHORT,SHORT,58,58
2026-05-25,OR5_LOW_LONG,LONG,58,58
2026-05-25,DAILY_OPEN_LONG,LONG,58,58
2026-05-25,WEEKLY_OPEN_LONG,LONG,58,58
2026-05-25,IB_LOW_LONG,LONG,58,58
2026-05-25,PD_POC_LONG,LONG,58,58
2026-05-25,PD_VAL_LONG,LONG,58,58
2026-05-25,FLOOR_S1_LONG,LONG,58,58
2026-05-25,PD_LOW_LONG,LONG,58,58
2026-05-25,IB_HIGH_SHORT,SHORT,58,58
2026-05-25,IB_BULLISH,LONG,-101.5,-101.5
2026-05-25,VALUE_AREA_RESPONSIVE_SHORT,SHORT,-77.5,-77.5
2026-05-25,VALUE_AREA_RESPONSIVE_LONG,LONG,-43,-43
2026-05-25,TRT_SHORT,SHORT,23,23
2026-05-25,BRACKET_BREAKOUT_LONG,LONG,28.5,28.5
2026-05-25,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-25,STOP_SWEEP_LONG,LONG,58,58
2026-05-26,PD_LOW_LONG,LONG,78,78
2026-05-26,OR5_LOW_LONG,LONG,78,78
2026-05-26,FLOOR_S1_SHORT,SHORT,-182,-182
2026-05-26,DAILY_OPEN_SHORT,SHORT,-182,-182
2026-05-26,PD_VAL_SHORT,SHORT,-182,-182
2026-05-26,OR5_HIGH_SHORT,SHORT,-182,-182
2026-05-26,PD_IB_LOW_SHORT,SHORT,-182,-182
2026-05-26,PD_POC_SHORT,SHORT,78,78
2026-05-26,PD_IB_MID_SHORT,SHORT,78,78
2026-05-26,PD_OR_MID_SHORT,SHORT,78,78
2026-05-26,PD_IB_HIGH_SHORT,SHORT,118,118
2026-05-26,FLOOR_PIVOT_SHORT,SHORT,-182,-182
2026-05-26,PD_VAH_SHORT,SHORT,78,78
2026-05-26,PD_CLOSE_SHORT,SHORT,78,78
2026-05-26,PD_HIGH_SHORT,SHORT,78,78
2026-05-26,IB_HIGH_LONG,LONG,-182,-182
2026-05-26,IB_BULLISH,LONG,119.5,119.5
2026-05-26,OPEN_TEST_DRIVE_SHORT,SHORT,-262.09999999999854,-262.09999999999854
2026-05-26,TRT_SHORT,SHORT,-261.5,-261.5
2026-05-26,BRACKET_BREAKOUT_LONG,LONG,144,144
2026-05-26,VWAP_MAGNET_SHORT,SHORT,-62,-62
2026-05-26,STOP_SWEEP_SHORT,SHORT,88,88
2026-05-26,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-27,OR5_LOW_LONG,LONG,-182,-182
2026-05-27,PD_VAH_LONG,LONG,-182,-182
2026-05-27,PD_POC_LONG,LONG,-182,-182
2026-05-27,PD_CLOSE_LONG,LONG,-182,-182
2026-05-27,FLOOR_PIVOT_LONG,LONG,-182,-182
2026-05-27,2D_POC_LONG,LONG,118,118
2026-05-27,PD2_VAH_LONG,LONG,118,118
2026-05-27,PD_VAL_LONG,LONG,118,118
2026-05-27,PD_IB_HIGH_SHORT,SHORT,-182,-182
2026-05-27,PD_IB_MID_LONG,LONG,78,78
2026-05-27,PD2_VAL_LONG,LONG,78,78
2026-05-27,PD_LOW_LONG,LONG,118,118
2026-05-27,PD_OR_MID_LONG,LONG,118,118
2026-05-27,FLOOR_S1_LONG,LONG,118,118
2026-05-27,IB_LOW_SHORT,SHORT,-182,-182
2026-05-27,IB_BEARISH,SHORT,207,207
2026-05-27,BRACKET_BREAKOUT_LONG,LONG,-205,-205
2026-05-27,VWAP_MAGNET_LONG,LONG,-62,-62
2026-05-27,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-27,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-28,OR5_LOW_LONG,LONG,-182,-182
2026-05-28,2D_POC_LONG,LONG,-182,-182
2026-05-28,PD_IB_LOW_LONG,LONG,78,78
2026-05-28,PD2_VAL_LONG,LONG,78,78
2026-05-28,PD_LOW_LONG,LONG,118,118
2026-05-28,FLOOR_S1_SHORT,SHORT,-182,-182
2026-05-28,DAILY_OPEN_SHORT,SHORT,-182,-182
2026-05-28,3M_VAH_SHORT,SHORT,-182,-182
2026-05-28,M1_VAH_SHORT,SHORT,-182,-182
2026-05-28,FLOOR_PIVOT_SHORT,SHORT,118,118
2026-05-28,PD_OR_MID_SHORT,SHORT,118,118
2026-05-28,PD_VAL_SHORT,SHORT,78,78
2026-05-28,OR5_HIGH_SHORT,SHORT,78,78
2026-05-28,PD_IB_MID_LONG,LONG,118,118
2026-05-28,PD2_VAH_LONG,LONG,118,118
2026-05-28,IB_HIGH_LONG,LONG,78,78
2026-05-28,PD_IB_HIGH_SHORT,SHORT,-182,-182
2026-05-28,PD_POC_SHORT,SHORT,-15,-15
2026-05-28,PD_CLOSE_SHORT,SHORT,-15,-15
2026-05-28,PD_VAH_SHORT,SHORT,78,78
2026-05-28,PD_HIGH_SHORT,SHORT,78,78
2026-05-28,OPEN_TEST_DRIVE_SHORT,SHORT,-311.5500000000029,-311.5500000000029
2026-05-28,TRT_LONG,LONG,400,400
2026-05-28,BRACKET_BREAKOUT_LONG,LONG,189.5,189.5
2026-05-28,VWAP_MAGNET_SHORT,SHORT,-62,-62
2026-05-28,STOP_SWEEP_SHORT,SHORT,88,88
2026-05-28,STOP_SWEEP_LONG,LONG,-32,-32
2026-05-29,PD_POC_SHORT,SHORT,-182,-182
2026-05-29,OR5_HIGH_SHORT,SHORT,-182,-182
2026-05-29,PD_CLOSE_LONG,LONG,118,118
2026-05-29,FLOOR_PIVOT_LONG,LONG,118,118
2026-05-29,PD_VAH_SHORT,SHORT,-182,-182
2026-05-29,FLOOR_R1_SHORT,SHORT,78,78
2026-05-29,PD_HIGH_SHORT,SHORT,78,78
2026-05-29,DAILY_OPEN_LONG,LONG,78,78
2026-05-29,OR5_LOW_LONG,LONG,78,78
2026-05-29,PD_VAL_LONG,LONG,118,118
2026-05-29,IB_LOW_LONG,LONG,-182,-182
2026-05-29,PD_LOW_LONG,LONG,118,118
2026-05-29,IB_BULLISH,LONG,-330,-330
2026-05-29,OPEN_TEST_DRIVE_LONG,LONG,13,13
2026-05-29,VALUE_AREA_RESPONSIVE_SHORT,SHORT,-74,-74
2026-05-29,VALUE_AREA_RESPONSIVE_LONG,LONG,166,166
2026-05-29,TRT_SHORT,SHORT,3,3
2026-05-29,BRACKET_BREAKOUT_LONG,LONG,285,285
2026-05-29,VWAP_MAGNET_LONG,LONG,-62,-62
2026-05-29,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-05-29,STOP_SWEEP_LONG,LONG,-32,-32
2026-06-01,PD_VAL_SHORT,SHORT,58,58
2026-06-01,PD_IB_MID_SHORT,SHORT,58,58
2026-06-01,OR5_HIGH_SHORT,SHORT,58,58
2026-06-01,PD_OR_MID_LONG,LONG,88,88
2026-06-01,PM_VAH_LONG,LONG,88,88
2026-06-01,3M_VAH_LONG,LONG,88,88
2026-06-01,M1_VAH_LONG,LONG,88,88
2026-06-01,2D_POC_LONG,LONG,88,88
2026-06-01,PD_IB_LOW_LONG,LONG,-122,-122
2026-06-01,FLOOR_S1_LONG,LONG,-122,-122
2026-06-01,DAILY_OPEN_LONG,LONG,-122,-122
2026-06-01,WEEKLY_OPEN_LONG,LONG,-122,-122
2026-06-01,MONTHLY_OPEN_LONG,LONG,-122,-122
2026-06-01,PD2_VAH_LONG,LONG,58,58
2026-06-01,OR5_LOW_LONG,LONG,58,58
2026-06-01,PD_LOW_LONG,LONG,88,88
2026-06-01,IB_HIGH_SHORT,SHORT,-122,-122
2026-06-01,PD_IB_HIGH_SHORT,SHORT,58,58
2026-06-01,FLOOR_PIVOT_SHORT,SHORT,58,58
2026-06-01,PW_HIGH_SHORT,SHORT,58,58
2026-06-01,PD_POC_SHORT,SHORT,-122,-122
2026-06-01,PD_CLOSE_SHORT,SHORT,-122,-122
2026-06-01,PD_VAH_SHORT,SHORT,58,58
2026-06-01,PD_HIGH_SHORT,SHORT,58,58
2026-06-01,IB_BEARISH,SHORT,-295.59999999999854,-295.59999999999854
2026-06-01,C_STANDALONE_UP,LONG,-263,-263
2026-06-01,OPEN_TEST_DRIVE_LONG,LONG,-255,-255
2026-06-01,BRACKET_BREAKOUT_LONG,LONG,58.5,58.5
2026-06-01,VWAP_MAGNET_SHORT,SHORT,38,38
2026-06-01,STOP_SWEEP_LONG,LONG,-32,-32
2026-06-01,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-06-02,PD_IB_HIGH_LONG,LONG,78,78
2026-06-02,OR5_LOW_LONG,LONG,78,78
2026-06-02,PD2_VAH_LONG,LONG,118,118
2026-06-02,FLOOR_S1_SHORT,SHORT,-182,-182
2026-06-02,PW_HIGH_SHORT,SHORT,-182,-182
2026-06-02,DAILY_OPEN_SHORT,SHORT,-182,-182
2026-06-02,OR5_HIGH_SHORT,SHORT,-182,-182
2026-06-02,PD_VAL_SHORT,SHORT,78,78
2026-06-02,FLOOR_PIVOT_SHORT,SHORT,78,78
2026-06-02,IB_HIGH_SHORT,SHORT,-182,-182
2026-06-02,PD_POC_SHORT,SHORT,78,78
2026-06-02,PD_VAH_SHORT,SHORT,78,78
2026-06-02,PD_CLOSE_SHORT,SHORT,78,78
2026-06-02,PD_HIGH_SHORT,SHORT,78,78
2026-06-02,IB_BULLISH,LONG,212.5,212.5
2026-06-02,OPEN_TEST_DRIVE_SHORT,SHORT,-296.02500000000146,-296.02500000000146
2026-06-02,TRT_SHORT,SHORT,-299.8799999999974,-299.8799999999974
2026-06-02,STOP_SWEEP_SHORT,SHORT,88,88
2026-06-02,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-06-03,PD_VAH_LONG,LONG,-182,-182
2026-06-03,M1_VAH_LONG,LONG,-182,-182
2026-06-03,2D_POC_LONG,LONG,-182,-182
2026-06-03,PD2_VAH_LONG,LONG,-182,-182
2026-06-03,OR5_LOW_LONG,LONG,-182,-182
2026-06-03,PD_CLOSE_LONG,LONG,-182,-182
2026-06-03,PD_IB_HIGH_LONG,LONG,-182,-182
2026-06-03,PD_VAL_LONG,LONG,78,78
2026-06-03,PW_HIGH_LONG,LONG,118,118
2026-06-03,PD_IB_MID_LONG,LONG,118,118
2026-06-03,PD_OR_MID_LONG,LONG,118,118
2026-06-03,PD_POC_SHORT,SHORT,-182,-182
2026-06-03,FLOOR_PIVOT_SHORT,SHORT,-182,-182
2026-06-03,PD_LOW_LONG,LONG,118,118
2026-06-03,IB_LOW_LONG,LONG,118,118
2026-06-03,IB_BEARISH,SHORT,90,90
2026-06-03,OPEN_TEST_DRIVE_SHORT,SHORT,229,229
2026-06-03,BRACKET_BREAKOUT_LONG,LONG,-318,-318
2026-06-03,VWAP_MAGNET_LONG,LONG,58,58
2026-06-03,STOP_SWEEP_SHORT,SHORT,88,88
2026-06-03,STOP_SWEEP_SHORT,SHORT,-32,-32
2026-06-04,PD_VAL_SHORT,SHORT,78,78
2026-06-04,OR5_HIGH_SHORT,SHORT,118,118
2026-06-04,MONTHLY_OPEN_SHORT,SHORT,118,118
2026-06-04,DAILY_OPEN_LONG,LONG,78,78
2026-06-04,FLOOR_S1_LONG,LONG,78,78
2026-06-04,OR5_LOW_LONG,LONG,118,118
2026-06-04,PD_LOW_LONG,LONG,118,118
2026-06-04,IB_HIGH_SHORT,SHORT,-182,-182
2026-06-04,PM_VAH_SHORT,SHORT,-182,-182
2026-06-04,5D_OR_MID_SHORT,SHORT,-182,-182
2026-06-04,FLOOR_PIVOT_SHORT,SHORT,78,78
2026-06-04,PD_CLOSE_SHORT,SHORT,78,78
2026-06-04,PD_IB_LOW_SHORT,SHORT,78,78
2026-06-04,PW_HIGH_SHORT,SHORT,78,78
2026-06-04,PD_POC_SHORT,SHORT,78,78
2026-06-04,PD_VAH_SHORT,SHORT,78,78
2026-06-04,PD_HIGH_SHORT,SHORT,78,78
2026-06-04,PD2_VAL_SHORT,SHORT,78,78
2026-06-04,IB_BEARISH,SHORT,-248.86000000000058,-248.86000000000058
2026-06-04,TRT_LONG,LONG,481.5,481.5
2026-06-04,VWAP_MAGNET_SHORT,SHORT,-62,-62
